PropType,nbhd,Style,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,900.0,Residence O/S,1.0,1930.0,6.0,1155.0,1,3.0,1.0,0.0,12960.0,2019-07-31,105000.0
Residential,4660.0,Ranch,1.0,1955.0,5.0,1088.0,1,3.0,1.0,1.0,12960.0,2019-01-14,164900.0
Residential,440.0,Colonial,2.0,1972.0,9.0,2812.0,1,4.0,2.0,1.0,12950.0,2019-03-29,241000.0
Residential,600.0,Ranch,1.0,1954.0,5.0,1359.0,1,3.0,1.0,0.0,12936.0,2021-07-06,155000.0
Residential,780.0,Ranch,1.0,1971.0,6.0,1207.0,1,3.0,1.0,1.0,12916.0,2019-06-19,175000.0
Residential,800.0,Colonial,2.0,2000.0,7.0,2320.0,1,3.0,2.0,1.0,12905.0,2021-07-13,360000.0
Residential,4660.0,Ranch,1.0,1946.0,4.0,1124.0,1,1.0,1.0,0.0,12900.0,2021-09-14,154900.0
Residential,4660.0,Ranch,1.0,1957.0,5.0,1237.0,1,3.0,1.0,0.0,12900.0,2020-06-03,211900.0
Residential,4660.0,Ranch,1.0,1949.0,6.0,1266.0,1,3.0,2.0,0.0,12900.0,2020-10-20,255000.0
Residential,360.0,Ranch,1.0,1959.0,5.0,1092.0,1,3.0,1.0,0.0,12900.0,2019-04-09,124500.0
Commercial,6240.0,Warehouse Building - 1 Story,1.0,1950.0,0.0,10525.0,1,0.0,0.0,0.0,12900.0,2019-03-21,205000.0
Residential,4660.0,Ranch,1.0,1949.0,7.0,1365.0,1,4.0,1.0,0.0,12900.0,2019-08-29,249900.0
Residential,4780.0,Colonial,2.0,1941.0,7.0,1603.0,1,4.0,2.0,0.0,12900.0,2019-07-26,250000.0
Residential,440.0,Colonial,2.0,1988.0,6.0,1788.0,1,3.0,2.0,1.0,12895.0,2021-03-26,262000.0
Residential,4280.0,Ranch,1.0,1955.0,5.0,1508.0,1,3.0,2.0,1.0,12880.0,2020-06-19,255000.0
Residential,240.0,Colonial,2.0,1980.0,6.0,1353.0,1,3.0,1.0,1.0,12876.0,2019-10-29,210900.0
Lg Apartment,6702.0,AP1 (Conventional Apt with 4-6 Units),2.0,1930.0,0.0,4960.0,4,0.0,0.0,0.0,12870.0,2021-07-21,150000.0
Residential,4700.0,Townhouse,2.0,1950.0,10.0,2130.0,2,5.0,3.0,0.0,12870.0,2021-03-31,246000.0
Residential,800.0,Ranch,1.0,2002.0,8.0,3490.0,1,3.0,2.0,1.0,12869.0,2020-03-30,315000.0
Residential,240.0,Ranch,1.0,1969.0,6.0,1534.0,1,3.0,1.0,1.0,12865.0,2019-03-15,164000.0
Residential,4240.0,Colonial,2.0,1942.0,7.0,1738.0,1,4.0,2.0,0.0,12850.0,2019-09-12,220000.0
Lg Apartment,6674.0,AP1 (Conventional Apt with 4-6 Units),2.0,1957.0,0.0,4306.0,4,0.0,0.0,0.0,12840.0,2021-07-09,322500.0
Residential,2910.0,Duplex O/S,2.0,1898.0,12.0,3650.0,2,4.0,3.0,0.0,12835.0,2019-06-14,364000.0
Residential,800.0,Colonial,2.0,2007.0,10.0,2742.0,1,4.0,2.0,1.0,12833.0,2020-09-28,380000.0
Residential,240.0,Colonial,2.0,2004.0,10.0,2561.0,1,4.0,2.0,1.0,12826.0,2021-12-09,280000.0
Lg Apartment,6620.0,AP1 (Conventional Apt with 4-6 Units),2.0,1979.0,0.0,5804.0,6,0.0,0.0,0.0,12800.0,2020-03-31,305000.0
Lg Apartment,6875.0,AP3 (Conventional Apt with 12-20 Units),3.0,1929.0,0.0,11841.0,12,1.0,0.0,0.0,12800.0,2019-06-07,285000.0
Lg Apartment,6875.0,AP3 (Conventional Apt with 12-20 Units),3.0,1929.0,0.0,11841.0,12,2.0,0.0,0.0,12800.0,2019-06-07,285000.0
Residential,820.0,Bi-Level,1.0,1993.0,6.0,1877.0,1,4.0,3.0,0.0,12779.0,2020-03-30,220000.0
Residential,4800.0,Split Level,1.0,1990.0,7.0,1895.0,1,4.0,2.0,0.0,12734.0,2021-10-29,285000.0
Lg Apartment,6974.0,Subsidized Apartments,14.0,1907.0,0.0,149155.0,136,1.0,0.0,0.0,12734.0,2019-10-30,10550000.0
Lg Apartment,6974.0,Subsidized Apartments,14.0,1907.0,0.0,149155.0,136,1.0,0.0,0.0,12734.0,2019-10-30,10550000.0
Lg Apartment,6974.0,Subsidized Apartments,14.0,1907.0,0.0,149155.0,136,2.0,0.0,0.0,12734.0,2019-10-30,10550000.0
Lg Apartment,6974.0,Subsidized Apartments,14.0,1907.0,0.0,149155.0,136,1.0,0.0,0.0,12734.0,2019-10-30,10550000.0
Lg Apartment,6974.0,Subsidized Apartments,14.0,1907.0,0.0,149155.0,136,1.0,0.0,0.0,12734.0,2019-10-30,10550000.0
Lg Apartment,6974.0,Subsidized Apartments,14.0,1907.0,0.0,149155.0,136,2.0,0.0,0.0,12734.0,2019-10-30,10550000.0
Lg Apartment,6867.0,AP3 (Conventional Apt with 12-20 Units),2.0,1957.0,0.0,7800.0,16,0.0,0.0,0.0,12731.0,2019-10-31,600000.0
Residential,4340.0,Cape Cod,1.5,1941.0,5.0,1121.0,1,3.0,2.0,0.0,12696.0,2021-09-10,250000.0
Residential,1020.0,Res O/S A & 1/2,1.0,1930.0,6.0,1161.0,1,3.0,1.0,0.0,12692.0,2020-08-06,128000.0
Residential,4330.0,Ranch,1.0,1966.0,5.0,1363.0,1,3.0,1.0,1.0,12649.0,2020-06-23,228000.0
Residential,240.0,Colonial,2.0,2001.0,6.0,2236.0,1,3.0,3.0,1.0,12620.0,2021-11-18,350000.0
Residential,360.0,Ranch,1.0,1956.0,5.0,1244.0,1,3.0,2.0,0.0,12600.0,2021-08-19,305000.0
Residential,360.0,Ranch,1.0,1956.0,5.0,1244.0,1,3.0,2.0,0.0,12600.0,2021-01-25,130000.0
Residential,440.0,Colonial,2.0,1972.0,8.0,2464.0,1,4.0,1.0,1.0,12600.0,2021-05-28,275000.0
Residential,440.0,Ranch,1.0,1963.0,7.0,1802.0,1,3.0,1.0,1.0,12600.0,2020-03-31,214000.0
Residential,440.0,Ranch,1.0,1968.0,7.0,1930.0,1,3.0,2.0,0.0,12600.0,2020-10-21,241000.0
Residential,2960.0,Res O/S A & 1/2,1.0,1916.0,8.0,1472.0,1,5.0,1.0,0.0,12600.0,2020-07-29,32000.0
Residential,240.0,Ranch,1.0,1969.0,5.0,1119.0,1,3.0,1.0,1.0,12587.0,2019-10-18,170500.0
Lg Apartment,6840.0,AP2 (Conventional Apt with 7-11 Units),2.0,1961.0,0.0,6528.0,8,0.0,0.0,0.0,12558.0,2020-04-15,485000.0
Residential,820.0,Bi-Level,1.0,1994.0,6.0,1593.0,1,3.0,2.0,0.0,12556.0,2021-11-15,175000.0
Residential,440.0,Colonial,2.0,2008.0,8.0,2030.0,1,4.0,2.0,1.0,12545.0,2019-09-25,285000.0
Residential,3330.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12539.0,2021-07-09,190000.0
Residential,440.0,Colonial,2.0,1989.0,7.0,2437.0,1,3.0,2.0,1.0,12526.0,2020-03-30,300000.0
Residential,4330.0,Colonial,2.0,1959.0,6.0,1803.0,1,3.0,1.0,1.0,12525.0,2019-10-07,255000.0
Residential,2120.0,Cape Cod,1.0,1952.0,8.0,2801.0,1,4.0,2.0,0.0,12500.0,2019-01-17,213500.0
Residential,4860.0,Ranch,1.0,1959.0,6.0,1322.0,1,3.0,1.0,1.0,12500.0,2019-10-09,204900.0
Residential,820.0,Townhouse,2.0,1969.0,12.0,2785.0,2,6.0,2.0,2.0,12494.0,2021-04-20,194500.0
Residential,240.0,Colonial,2.0,2005.0,10.0,3059.0,1,4.0,3.0,0.0,12493.0,2019-07-15,370500.0
Residential,440.0,Ranch,1.0,1964.0,7.0,1491.0,1,3.0,1.0,1.0,12480.0,2021-04-08,277000.0
Residential,480.0,Cape Cod,1.5,1991.0,6.0,1989.0,1,3.0,2.0,0.0,12475.0,2019-06-28,242500.0
Residential,360.0,Ranch,1.0,1958.0,6.0,1166.0,1,3.0,1.0,1.0,12464.0,2020-05-15,165000.0
Residential,360.0,Cape Cod,1.0,1958.0,7.0,2167.0,1,4.0,2.0,0.0,12464.0,2020-08-25,253600.0
Residential,3000.0,Multiple Residential Bldgs,2.0,1900.0,11.0,2730.0,3,5.0,3.0,0.0,12450.0,2020-03-20,197700.0
Residential,4780.0,Ranch,1.0,1972.0,5.0,2041.0,1,3.0,2.0,1.0,12443.0,2021-07-16,360000.0
Residential,4780.0,Colonial,2.0,1972.0,7.0,2030.0,1,4.0,3.0,1.0,12432.0,2020-03-19,225000.0
Residential,440.0,Ranch,1.0,1977.0,6.0,1621.0,1,3.0,1.0,1.0,12409.0,2021-08-26,260000.0
Residential,1040.0,Cape Cod,1.0,1955.0,4.0,909.0,1,2.0,1.0,0.0,12400.0,2020-12-23,149000.0
Commercial,6234.0,Service Building,1.0,1953.0,0.0,5008.0,2,0.0,0.0,0.0,12400.0,2020-08-07,140000.0
Lg Apartment,6710.0,AP2 (Conventional Apt with 7-11 Units),2.5,1927.0,0.0,8798.0,8,2.0,0.0,0.0,12393.0,2019-03-28,500000.0
Lg Apartment,6710.0,AP2 (Conventional Apt with 7-11 Units),2.5,1927.0,0.0,8798.0,8,1.0,0.0,0.0,12393.0,2019-03-28,500000.0
Commercial,6212.0,Beer Depot & Liquor Store,1.0,1983.0,0.0,4200.0,1,0.0,0.0,0.0,12381.0,2020-09-22,600000.0
Residential,440.0,Ranch,1.0,1962.0,8.0,1862.0,1,4.0,2.0,0.0,12376.0,2020-10-09,229900.0
Residential,360.0,Ranch,1.0,1958.0,5.0,1089.0,1,3.0,1.0,1.0,12375.0,2021-10-29,210000.0
Residential,360.0,Ranch,1.0,1965.0,5.0,1198.0,1,3.0,1.0,1.0,12375.0,2021-08-25,190000.0
Residential,360.0,Ranch,1.0,1965.0,6.0,1305.0,1,4.0,1.0,1.0,12375.0,2021-06-28,250000.0
Residential,4840.0,Ranch,1.0,1961.0,6.0,1248.0,1,3.0,1.0,1.0,12375.0,2021-09-10,235000.0
Residential,4620.0,Duplex N/S,1.0,1956.0,8.0,2250.0,2,4.0,3.0,1.0,12352.0,2020-06-23,268750.0
Residential,4800.0,Ranch,1.0,1970.0,6.0,1080.0,1,4.0,1.0,1.0,12351.0,2021-07-22,210000.0
Residential,2140.0,Ranch,1.0,1952.0,6.0,1822.0,1,2.0,2.0,1.0,12330.0,2020-11-20,344000.0
Residential,4425.0,Colonial,2.0,2001.0,10.0,3551.0,1,5.0,3.0,1.0,12329.0,2020-09-09,519500.0
Residential,4860.0,Ranch,1.0,1950.0,4.0,1106.0,1,2.0,1.0,0.0,12324.0,2019-07-10,151000.0
Residential,1380.0,Ranch,1.0,1957.0,5.0,936.0,1,3.0,2.0,0.0,12312.0,2021-06-10,102000.0
Residential,440.0,Ranch,1.0,1983.0,5.0,1297.0,1,3.0,1.0,1.0,12300.0,2021-03-05,230000.0
Residential,4720.0,Dplx Bungalow,1.5,1927.0,11.0,2670.0,2,4.0,2.0,0.0,12300.0,2019-08-16,215000.0
Residential,4430.0,Colonial,2.0,1984.0,7.0,1984.0,1,3.0,2.0,1.0,12288.0,2021-08-31,340000.0
Residential,50.0,Ranch,1.0,1977.0,5.0,904.0,1,3.0,2.0,0.0,12286.0,2019-05-30,158000.0
Residential,780.0,Ranch,1.0,1971.0,6.0,1568.0,1,3.0,1.0,1.0,12285.0,2020-01-15,194000.0
Residential,4800.0,Split Level,1.0,1985.0,6.0,1452.0,1,3.0,2.0,0.0,12285.0,2020-07-31,265000.0
Residential,240.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12283.0,2020-10-12,21000.0
Residential,40.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12272.0,2020-11-04,10000.0
Residential,1460.0,Ranch,1.0,1957.0,7.0,1867.0,1,3.0,2.0,2.0,12267.0,2019-08-24,220000.0
Residential,2950.0,Res O/S A & 1/2,1.5,1894.0,9.0,2043.0,1,5.0,2.0,0.0,12250.0,2021-08-25,59000.0
Residential,1740.0,Duplex N/S,2.0,1947.0,10.0,2378.0,2,4.0,2.0,0.0,12240.0,2021-04-15,165000.0
Residential,1470.0,Dplx Bungalow,1.5,1928.0,11.0,2649.0,2,5.0,2.0,0.0,12240.0,2019-09-06,171000.0
Residential,4420.0,Cape Cod,1.0,1948.0,6.0,2307.0,1,2.0,2.0,1.0,12240.0,2019-05-29,210000.0
Lg Apartment,6861.0,AP1 (Conventional Apt with 4-6 Units),2.0,1939.0,0.0,3736.0,5,0.0,0.0,0.0,12235.0,2020-08-26,400000.0
Residential,800.0,Colonial,2.0,2003.0,7.0,2370.0,1,3.0,3.0,1.0,12232.0,2021-03-16,345000.0
Residential,480.0,Ranch,1.0,1956.0,5.0,1005.0,1,3.0,1.0,1.0,12230.0,2020-09-15,175000.0
Residential,240.0,Colonial,2.0,2012.0,9.0,2090.0,1,4.0,2.0,1.0,12223.0,2019-08-12,285000.0
Residential,480.0,Ranch,1.0,1968.0,6.0,1632.0,1,3.0,1.0,1.0,12201.0,2019-07-30,230000.0
Lg Apartment,6640.0,AP2 (Conventional Apt with 7-11 Units),2.0,1954.0,0.0,4584.0,8,1.0,0.0,0.0,12197.0,2019-02-15,200000.0
Lg Apartment,6674.0,Townhouse Apartment,2.0,1974.0,0.0,7534.0,6,0.0,0.0,0.0,12190.0,2020-03-31,365000.0
Residential,4430.0,Colonial,2.0,1997.0,7.0,2446.0,1,3.0,2.0,1.0,12170.0,2019-09-24,320000.0
Residential,2380.0,Duplex O/S,2.0,1905.0,0.0,2264.0,2,4.0,2.0,0.0,12166.0,2019-12-07,28000.0
Lg Apartment,6875.0,AP3 (Conventional Apt with 12-20 Units),3.0,1928.0,0.0,16674.0,18,0.0,0.0,0.0,12163.0,2021-01-12,567000.0
Lg Apartment,6974.0,AP4 (Conv Apt with 21 or more Units),2.0,1894.0,0.0,18390.0,21,0.0,0.0,0.0,12150.0,2021-02-19,2090000.0
Residential,4620.0,Cape Cod,1.0,1947.0,6.0,1430.0,1,4.0,2.0,0.0,12150.0,2020-08-07,315000.0
Commercial,6300.0,Multi Story Warehouse,2.0,1855.0,0.0,11525.0,1,0.0,0.0,0.0,12125.0,2021-06-09,1250000.0
Residential,800.0,Colonial,2.0,2000.0,8.0,2239.0,1,4.0,2.0,1.0,12118.0,2020-09-08,307000.0
Residential,4840.0,Ranch,1.0,1966.0,6.0,1339.0,1,3.0,1.0,1.0,12096.0,2020-02-07,222000.0
Residential,480.0,Split Level,1.0,1983.0,6.0,1449.0,1,3.0,2.0,0.0,12096.0,2019-07-26,194000.0
Residential,240.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12085.0,2020-04-03,35400.0
Residential,360.0,Ranch,1.0,1957.0,6.0,1313.0,1,3.0,1.0,1.0,12067.0,2021-07-01,260000.0
Residential,240.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12064.0,2021-07-09,25400.0
Residential,240.0,Colonial,2.0,2009.0,10.0,2384.0,1,4.0,2.0,1.0,12064.0,2021-11-19,424000.0
Residential,240.0,Colonial,2.0,2017.0,0.0,2576.0,1,4.0,2.0,1.0,12064.0,2019-05-13,339000.0
Residential,4800.0,Ranch,1.0,1969.0,5.0,1219.0,1,3.0,1.0,1.0,12060.0,2021-02-25,233000.0
Residential,4800.0,Ranch,1.0,1968.0,5.0,1225.0,1,3.0,1.0,1.0,12060.0,2020-07-24,213500.0
Lg Apartment,6610.0,AP1 (Conventional Apt with 4-6 Units),2.0,1970.0,0.0,4224.0,4,2.0,0.0,0.0,12060.0,2019-07-05,173000.0
Residential,440.0,Ranch,1.0,1964.0,7.0,1704.0,1,3.0,1.0,1.0,12053.0,2019-09-30,211000.0
Residential,4700.0,Duplex N/S,2.0,1960.0,10.0,2180.0,2,5.0,2.0,1.0,12040.0,2021-09-23,290000.0
Residential,4780.0,Cape Cod,1.5,1953.0,8.0,1842.0,1,3.0,2.0,0.0,12040.0,2020-10-06,290500.0
Residential,440.0,Cape Cod,1.5,1989.0,6.0,1653.0,1,3.0,2.0,0.0,12040.0,2019-04-29,208000.0
Residential,440.0,Ranch,1.0,1971.0,6.0,1551.0,1,3.0,1.0,1.0,12039.0,2021-01-15,175000.0
Residential,780.0,Townhouse,2.0,1992.0,10.0,2880.0,2,6.0,2.0,2.0,12031.0,2019-01-11,192400.0
Residential,4780.0,Cape Cod,1.0,1945.0,7.0,1713.0,1,4.0,1.0,1.0,12015.0,2019-04-04,178000.0
Residential,800.0,Tudor,2.0,2004.0,11.0,3087.0,1,4.0,2.0,1.0,12008.0,2021-04-23,415000.0
Residential,800.0,Ranch,1.0,1997.0,6.0,1919.0,1,3.0,2.0,0.0,12008.0,2020-10-20,308500.0
Residential,4840.0,Ranch,1.0,1960.0,5.0,981.0,1,3.0,1.0,0.0,12008.0,2019-08-28,220500.0
Lg Apartment,6770.0,AP2 (Conventional Apt with 7-11 Units),2.0,1978.0,0.0,9194.0,10,2.0,0.0,0.0,12002.0,2019-01-25,810000.0
Lg Apartment,6770.0,AP2 (Conventional Apt with 7-11 Units),2.0,1978.0,0.0,9194.0,10,2.0,0.0,0.0,12002.0,2019-01-25,810000.0
Lg Apartment,6770.0,AP2 (Conventional Apt with 7-11 Units),2.0,1978.0,0.0,9194.0,10,1.0,0.0,0.0,12002.0,2019-01-25,810000.0
Lg Apartment,6770.0,AP2 (Conventional Apt with 7-11 Units),2.0,1978.0,0.0,9194.0,10,1.0,0.0,0.0,12002.0,2019-01-25,810000.0
Residential,440.0,Cape Cod,1.5,1989.0,6.0,1825.0,1,3.0,2.0,1.0,12000.0,2021-07-15,320000.0
Residential,440.0,Colonial,2.0,1989.0,8.0,2223.0,1,4.0,2.0,1.0,12000.0,2021-12-03,305582.0
Residential,440.0,Ranch,1.0,1980.0,6.0,1829.0,1,3.0,2.0,0.0,12000.0,2021-09-30,315000.0
Residential,440.0,Ranch,1.0,1971.0,6.0,1456.0,1,3.0,1.0,1.0,12000.0,2021-10-13,196000.0
Residential,440.0,Bi-Level,1.0,1967.0,6.0,1437.0,1,3.0,1.0,1.0,12000.0,2021-01-03,185000.0
Residential,440.0,Colonial,2.0,1970.0,9.0,2464.0,1,4.0,2.0,1.0,12000.0,2021-12-03,305000.0
Residential,480.0,Ranch,1.0,1968.0,6.0,1556.0,1,3.0,1.0,1.0,12000.0,2021-06-30,200000.0
Residential,1340.0,Ranch,1.0,1947.0,4.0,770.0,1,2.0,1.0,0.0,12000.0,2021-04-15,56000.0
Residential,1400.0,Ranch,1.0,1955.0,5.0,950.0,1,3.0,1.0,1.0,12000.0,2021-12-15,137000.0
Residential,2100.0,Colonial,2.0,1948.0,8.0,2074.0,1,5.0,1.0,1.0,12000.0,2021-07-19,248800.0
Residential,2580.0,Residence O/S 2sty+,2.0,1916.0,10.0,3821.0,1,6.0,3.0,1.0,12000.0,2021-09-28,351000.0
Residential,4780.0,Ranch,1.0,1961.0,6.0,1434.0,1,3.0,1.0,2.0,12000.0,2021-03-22,260000.0
Residential,440.0,Colonial,2.0,1995.0,7.0,2130.0,1,3.0,2.0,1.0,12000.0,2020-06-10,305000.0
Residential,440.0,Cape Cod,1.5,1990.0,6.0,2017.0,1,3.0,2.0,0.0,12000.0,2020-08-21,300000.0
Residential,440.0,Ranch,1.0,1979.0,6.0,1828.0,1,3.0,2.0,1.0,12000.0,2020-09-02,230000.0
Residential,440.0,Ranch,1.0,1980.0,6.0,1697.0,1,3.0,2.0,0.0,12000.0,2020-01-13,183600.0
Residential,440.0,Ranch,1.0,1964.0,6.0,1637.0,1,3.0,1.0,1.0,12000.0,2020-08-28,247000.0
Residential,440.0,Ranch,1.0,1964.0,7.0,1724.0,1,3.0,2.0,1.0,12000.0,2020-11-03,279900.0
Residential,440.0,Ranch,1.0,1963.0,7.0,1625.0,1,3.0,2.0,1.0,12000.0,2020-12-01,279900.0
Residential,1470.0,Ranch,1.0,1954.0,5.0,1206.0,1,2.0,1.0,0.0,12000.0,2020-06-11,160000.0
Residential,3060.0,Mansion,2.0,1908.0,12.0,5461.0,1,7.0,3.0,3.0,12000.0,2020-08-14,750000.0
Commercial,6460.0,Office Building - Class B,15.0,1901.0,0.0,117166.0,81,0.0,0.0,0.0,12000.0,2020-09-01,7250000.0
Residential,4780.0,Ranch,1.0,1961.0,6.0,1434.0,1,3.0,1.0,2.0,12000.0,2020-06-01,239900.0
Residential,440.0,Ranch,1.0,1979.0,6.0,1828.0,1,3.0,2.0,1.0,12000.0,2019-07-08,189900.0
Residential,440.0,Colonial,2.0,1984.0,6.0,2061.0,1,3.0,1.0,1.0,12000.0,2019-10-30,230000.0
Residential,440.0,Ranch,1.0,1963.0,7.0,1517.0,1,3.0,1.0,1.0,12000.0,2019-06-18,225000.0
Residential,440.0,Ranch,1.0,1968.0,6.0,1498.0,1,3.0,1.0,1.0,12000.0,2019-03-28,160000.0
Residential,440.0,Ranch,1.0,1966.0,7.0,1560.0,1,3.0,1.0,1.0,12000.0,2019-08-30,166957.0
Residential,440.0,Colonial,2.0,1968.0,8.0,2097.0,1,4.0,2.0,1.0,12000.0,2019-06-17,206000.0
Lg Apartment,6674.0,AP1 (Conventional Apt with 4-6 Units),2.0,1960.0,0.0,4310.0,6,2.0,0.0,0.0,12000.0,2019-08-02,227500.0
Lg Apartment,6674.0,AP1 (Conventional Apt with 4-6 Units),2.0,1960.0,0.0,4310.0,6,1.0,0.0,0.0,12000.0,2019-08-02,227500.0
Residential,1340.0,Residence O/S,1.0,1858.0,5.0,980.0,1,2.0,2.0,0.0,12000.0,2019-06-18,119900.0
Commercial,6234.0,Day Care Center,2.0,1951.0,0.0,5000.0,1,0.0,0.0,0.0,12000.0,2019-01-03,169500.0
Commercial,6244.0,Laundry Pick-up Station,1.0,1948.0,0.0,1980.0,1,0.0,0.0,0.0,12000.0,2019-03-13,70000.0
Residential,3060.0,Mansion,2.0,1931.0,10.0,6492.0,1,5.0,4.0,1.0,12000.0,2019-10-11,1150000.0
Residential,2920.0,Multiple Residential Bldgs,1.5,1880.0,9.0,2648.0,2,4.0,2.0,0.0,12000.0,2019-03-08,425000.0
Lg Apartment,6974.0,AP4 (Conv Apt with 21 or more Units),4.0,1929.0,0.0,26734.0,40,1.0,0.0,0.0,12000.0,2019-10-11,3500000.0
Lg Apartment,6974.0,AP4 (Conv Apt with 21 or more Units),4.0,1929.0,0.0,26734.0,40,1.0,0.0,0.0,12000.0,2019-10-11,3500000.0
Residential,560.0,Ranch,1.0,1963.0,5.0,1033.0,1,3.0,1.0,1.0,11991.0,2020-11-17,137000.0
Residential,480.0,Cape Cod,1.0,1957.0,7.0,1773.0,1,4.0,1.0,0.0,11971.0,2021-06-24,220000.0
Residential,1400.0,Ranch,1.0,1955.0,7.0,1370.0,1,3.0,2.0,0.0,11968.0,2020-06-03,150000.0
Residential,40.0,Ranch,1.0,1984.0,6.0,1343.0,1,3.0,2.0,0.0,11960.0,2021-02-08,181000.0
Residential,3060.0,Colonial,2.0,1922.0,9.0,3556.0,1,5.0,3.0,1.0,11960.0,2019-10-21,455000.0
Residential,4340.0,Bi-Level,1.0,1965.0,7.0,2297.0,1,4.0,2.0,0.0,11952.0,2021-02-05,300000.0
Residential,4420.0,Duplex N/S,2.0,1953.0,8.0,1933.0,2,4.0,2.0,0.0,11944.0,2020-02-21,173000.0
Lg Apartment,6671.0,AP1 (Conventional Apt with 4-6 Units),2.0,1948.0,0.0,4234.0,4,0.0,0.0,0.0,11900.0,2021-06-07,220000.0
Residential,240.0,Colonial,2.0,2005.0,9.0,2668.0,1,4.0,2.0,1.0,11900.0,2019-06-20,273000.0
Residential,4620.0,Duplex O/S,1.5,1910.0,9.0,1616.0,2,4.0,2.0,0.0,11880.0,2021-06-22,249900.0
Residential,4340.0,Duplex O/S,1.5,1932.0,7.0,1845.0,2,3.0,2.0,0.0,11880.0,2020-09-04,188500.0
Residential,4340.0,Duplex O/S,1.5,1932.0,7.0,1845.0,2,3.0,2.0,0.0,11880.0,2019-10-30,172000.0
Lg Apartment,6650.0,AP2 (Conventional Apt with 7-11 Units),1.0,1950.0,0.0,3565.0,8,0.0,0.0,0.0,11875.0,2021-08-26,325000.0
Residential,3040.0,Colonial,2.0,1970.0,7.0,1467.0,1,4.0,1.0,1.0,11875.0,2021-03-30,135510.0
Residential,1480.0,Cape Cod,1.0,1937.0,5.0,1330.0,1,4.0,1.0,1.0,11842.0,2021-07-01,129000.0
Residential,4340.0,Duplex O/S,2.0,1925.0,9.0,2176.0,2,4.0,2.0,0.0,11837.0,2021-05-28,298000.0
Residential,4340.0,Duplex O/S,2.0,1925.0,9.0,2176.0,2,4.0,2.0,0.0,11837.0,2019-08-09,211000.0
Residential,4860.0,Ranch,1.0,1968.0,6.0,1389.0,1,3.0,1.0,1.0,11832.0,2020-03-14,190000.0
Commercial,6212.0,Auto & Auto Body Repair,1.0,1963.0,0.0,5019.0,1,0.0,0.0,0.0,11826.0,2019-03-18,242000.0
Residential,1460.0,Cape Cod,1.0,1956.0,8.0,1900.0,1,4.0,2.0,0.0,11820.0,2019-12-19,165000.0
Residential,4660.0,Ranch,1.0,1956.0,5.0,1024.0,1,3.0,2.0,0.0,11819.0,2020-07-21,190200.0
Residential,4660.0,Ranch,1.0,1956.0,6.0,1228.0,1,3.0,1.0,1.0,11819.0,2020-09-30,175000.0
Residential,660.0,Ranch,1.0,1968.0,5.0,1063.0,1,3.0,1.0,1.0,11800.0,2020-08-05,125000.0
Residential,1460.0,Ranch,1.0,1962.0,6.0,1530.0,1,3.0,1.0,1.0,11800.0,2019-12-12,145000.0
Residential,4340.0,Cape Cod,1.0,1939.0,5.0,1107.0,1,3.0,2.0,0.0,11792.0,2020-08-18,200000.0
Residential,380.0,Cape Cod,1.0,1954.0,5.0,1654.0,1,2.0,2.0,0.0,11778.0,2021-12-08,247500.0
Residential,380.0,Cape Cod,1.0,1954.0,5.0,1404.0,1,2.0,1.0,0.0,11778.0,2020-10-09,115000.0
Residential,780.0,Ranch,1.0,1979.0,6.0,1618.0,1,3.0,1.0,1.0,11776.0,2020-12-30,181000.0
Residential,3060.0,Mansion,2.0,1904.0,11.0,6235.0,2,5.0,4.0,1.0,11768.0,2021-05-24,950000.0
Residential,780.0,Ranch,1.0,1996.0,6.0,1540.0,1,3.0,1.0,1.0,11761.0,2020-06-19,195000.0
Residential,1480.0,Duplex N/S,1.5,1949.0,7.0,1645.0,2,3.0,2.0,0.0,11760.0,2021-06-14,158000.0
Lg Apartment,6673.0,AP1 (Conventional Apt with 4-6 Units),2.0,1958.0,0.0,3432.0,4,0.0,0.0,0.0,11760.0,2021-02-26,240000.0
Residential,3060.0,Residence O/S 2sty+,2.0,1926.0,9.0,3434.0,1,4.0,2.0,3.0,11760.0,2021-01-20,760000.0
Commercial,6218.0,Auto & Auto Body Repair,1.0,1957.0,0.0,1558.0,1,0.0,0.0,0.0,11760.0,2020-01-28,100000.0
Commercial,6232.0,Auto & Auto Body Repair,1.0,1965.0,0.0,2640.0,1,0.0,0.0,0.0,11760.0,2019-10-01,111343.0
Residential,3060.0,Residence O/S,2.0,1926.0,9.0,3434.0,1,4.0,2.0,2.0,11760.0,2019-11-20,755000.0
Residential,2140.0,Ranch,1.0,1954.0,6.0,2129.0,1,2.0,1.0,1.0,11760.0,2019-05-24,292000.0
Residential,2910.0,Multiple Residential Bldgs,2.0,1910.0,14.0,7150.0,4,5.0,6.0,0.0,11756.0,2021-03-12,560000.0
Residential,240.0,Colonial,2.0,1966.0,7.0,1595.0,1,3.0,1.0,1.0,11730.0,2020-05-11,150000.0
