PropType,nbhd,Style,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Lg Apartment,6750.0,AP1 (Conventional Apt with 4-6 Units),2.0,1885.0,0.0,4854.0,4,0.0,0.0,0.0,5880.0,2021-07-08,543000.0
Residential,4000.0,Cape Cod,1.0,1950.0,4.0,909.0,1,2.0,1.0,0.0,5880.0,2021-07-29,165000.0
Residential,4620.0,Cape Cod,1.0,1954.0,5.0,1078.0,1,3.0,1.0,0.0,5880.0,2021-05-17,229200.0
Residential,4420.0,Ranch,1.0,1955.0,4.0,672.0,1,2.0,1.0,1.0,5880.0,2021-06-22,199900.0
Residential,4420.0,Cape Cod,1.5,1956.0,6.0,1103.0,1,4.0,2.0,0.0,5880.0,2021-08-10,221000.0
Residential,4420.0,Ranch,1.0,1956.0,5.0,864.0,1,3.0,1.0,0.0,5880.0,2021-02-22,174000.0
Residential,4420.0,Ranch,1.0,1956.0,5.0,864.0,1,3.0,1.0,0.0,5880.0,2021-07-27,215000.0
Residential,4420.0,Ranch,1.0,1956.0,5.0,1132.0,1,2.0,2.0,0.0,5880.0,2021-09-02,207000.0
Residential,900.0,Ranch,1.0,1946.0,4.0,967.0,1,2.0,1.0,0.0,5880.0,2020-12-04,109900.0
Residential,900.0,Cape Cod,1.5,1941.0,5.0,1518.0,1,3.0,1.0,1.0,5880.0,2020-02-20,125000.0
Residential,980.0,Duplex N/S,2.0,1967.0,10.0,2408.0,2,6.0,2.0,2.0,5880.0,2020-12-02,149900.0
Residential,1140.0,Res O/S A & 1/2,1.0,1922.0,5.0,1093.0,1,3.0,1.0,0.0,5880.0,2020-05-04,50000.0
Residential,1620.0,Res O/S A & 1/2,1.0,1928.0,6.0,892.0,1,3.0,1.0,0.0,5880.0,2020-12-16,54000.0
Residential,2720.0,Res O/S A & 1/2,1.0,1933.0,6.0,1334.0,1,3.0,1.0,0.0,5880.0,2020-07-09,238500.0
Residential,4240.0,Ranch,1.0,1954.0,5.0,1013.0,1,3.0,1.0,0.0,5880.0,2020-08-18,142000.0
Residential,4580.0,Ranch,1.0,1952.0,4.0,704.0,1,2.0,1.0,0.0,5880.0,2020-08-17,157000.0
Residential,4620.0,Cape Cod,1.0,1954.0,5.0,1078.0,1,3.0,1.0,0.0,5880.0,2020-05-15,215000.0
Residential,4620.0,Colonial,2.0,1953.0,6.0,1550.0,1,3.0,1.0,1.0,5880.0,2020-11-30,263000.0
Residential,4420.0,Ranch,1.0,1955.0,5.0,876.0,1,3.0,1.0,0.0,5880.0,2020-01-06,134000.0
Residential,960.0,Ranch,1.0,1953.0,5.0,882.0,1,3.0,2.0,0.0,5880.0,2019-06-03,132000.0
Residential,1200.0,Duplex N/S,2.0,1954.0,8.0,1536.0,2,4.0,2.0,0.0,5880.0,2019-03-13,31000.0
Residential,1340.0,Residence O/S,1.0,1929.0,6.0,964.0,1,2.0,1.0,0.0,5880.0,2019-09-16,71900.0
Residential,1340.0,Residence O/S,1.5,1941.0,8.0,1485.0,1,5.0,2.0,0.0,5880.0,2019-04-16,115000.0
Residential,1850.0,Duplex N/S,2.0,1947.0,10.0,2327.0,2,4.0,2.0,0.0,5880.0,2019-08-27,100000.0
Residential,2040.0,Cape Cod,1.0,1952.0,5.0,1279.0,1,3.0,1.0,0.0,5880.0,2019-06-24,80100.0
Residential,2720.0,Cape Cod,1.0,1949.0,5.0,1012.0,1,3.0,1.0,0.0,5880.0,2019-08-21,129000.0
Residential,4420.0,Ranch,1.0,1956.0,6.0,960.0,1,3.0,1.0,1.0,5880.0,2019-12-18,180000.0
Residential,1620.0,Milwaukee Bungalow,1.0,1925.0,7.0,1641.0,1,3.0,1.0,0.0,5875.0,2021-12-16,89000.0
Residential,1490.0,Duplex N/S,2.0,1957.0,10.0,2328.0,2,6.0,2.0,1.0,5875.0,2020-09-28,139000.0
Residential,2080.0,Ranch,1.0,1951.0,4.0,914.0,1,2.0,2.0,0.0,5875.0,2020-11-02,139500.0
Residential,4240.0,Ranch,1.0,1949.0,4.0,706.0,1,2.0,1.0,0.0,5875.0,2020-09-03,110000.0
Residential,4620.0,Colonial,2.0,1941.0,5.0,1193.0,1,2.0,1.0,0.0,5875.0,2020-07-20,200000.0
Residential,4700.0,Cape Cod,1.0,1956.0,5.0,1292.0,1,3.0,1.0,0.0,5875.0,2019-06-27,184000.0
Residential,1980.0,Cape Cod,1.5,1937.0,7.0,1789.0,1,2.0,1.0,1.0,5869.0,2019-04-25,255000.0
Residential,1820.0,Cape Cod,1.0,1945.0,5.0,1207.0,1,2.0,1.0,1.0,5863.0,2019-09-18,70000.0
Residential,1020.0,Ranch,1.0,1957.0,5.0,1143.0,1,3.0,1.0,0.0,5856.0,2021-01-14,169000.0
Residential,1140.0,Ranch,1.0,1956.0,5.0,863.0,1,3.0,1.0,0.0,5856.0,2021-02-04,72500.0
Residential,1140.0,Ranch,1.0,1955.0,6.0,1036.0,1,4.0,1.0,1.0,5856.0,2021-05-28,160000.0
Residential,4700.0,Duplex N/S,2.0,1956.0,10.0,2240.0,2,6.0,2.0,0.0,5856.0,2021-08-30,280000.0
Residential,4000.0,Milwaukee Bungalow,1.0,1924.0,6.0,1086.0,1,3.0,2.0,1.0,5856.0,2020-05-28,136500.0
Residential,4520.0,Res O/S A & 1/2,1.0,1929.0,6.0,1688.0,1,3.0,1.0,0.0,5856.0,2020-08-28,225000.0
Residential,1140.0,Ranch,1.0,1955.0,4.0,863.0,1,2.0,1.0,0.0,5856.0,2019-07-18,54000.0
Residential,1140.0,Cape Cod,1.0,1954.0,4.0,1176.0,1,2.0,1.0,0.0,5852.0,2021-01-04,82000.0
Residential,4520.0,Colonial,2.0,1953.0,7.0,1842.0,1,3.0,1.0,1.0,5852.0,2020-01-31,175000.0
Residential,1490.0,Ranch,1.0,1955.0,5.0,1138.0,1,3.0,2.0,0.0,5850.0,2021-05-21,175000.0
Residential,1490.0,Ranch,1.0,1959.0,5.0,1180.0,1,2.0,1.0,0.0,5850.0,2021-03-05,134000.0
Residential,1490.0,Ranch,1.0,1956.0,5.0,1196.0,1,3.0,1.0,0.0,5850.0,2021-04-29,152000.0
Residential,3060.0,Colonial,2.0,1900.0,10.0,3323.0,1,4.0,3.0,1.0,5850.0,2021-04-02,770000.0
Residential,2920.0,Duplex O/S,2.0,1904.0,17.0,4022.0,2,7.0,3.0,0.0,5850.0,2021-04-12,189500.0
Residential,4620.0,Townhouse,2.0,1944.0,8.0,1736.0,2,4.0,2.0,0.0,5850.0,2021-05-14,244000.0
Residential,4520.0,Dplx Bungalow,1.5,1915.0,10.0,2056.0,2,4.0,2.0,0.0,5850.0,2021-08-04,219900.0
Residential,960.0,Ranch,1.0,1951.0,4.0,672.0,1,2.0,1.0,0.0,5850.0,2020-07-17,75000.0
Residential,1140.0,Cape Cod,1.0,1939.0,5.0,1166.0,1,3.0,1.0,0.0,5850.0,2020-07-31,70000.0
Residential,1140.0,Cape Cod,1.0,1938.0,6.0,1013.0,1,3.0,1.0,0.0,5850.0,2020-07-14,121000.0
Residential,1340.0,Cape Cod,1.5,1941.0,7.0,1468.0,1,4.0,1.0,0.0,5850.0,2020-04-15,107900.0
Residential,1400.0,Ranch,1.0,1953.0,4.0,874.0,1,2.0,1.0,0.0,5850.0,2020-08-31,140000.0
Residential,2100.0,Cape Cod,1.0,1953.0,5.0,961.0,1,3.0,2.0,0.0,5850.0,2020-07-13,180000.0
Residential,4000.0,Dplx Bungalow,2.0,1927.0,13.0,2892.0,2,6.0,2.0,0.0,5850.0,2020-07-31,179900.0
Residential,4000.0,Residence O/S 2sty+,2.0,1910.0,6.0,1634.0,1,3.0,1.0,1.0,5850.0,2020-04-24,144000.0
Residential,4540.0,Duplex N/S,1.5,1964.0,10.0,2427.0,2,5.0,3.0,0.0,5850.0,2020-12-16,345000.0
Residential,4620.0,Cape Cod,1.0,1948.0,5.0,1211.0,1,3.0,2.0,0.0,5850.0,2020-12-07,269000.0
Residential,4620.0,Cape Cod,1.0,1953.0,5.0,1094.0,1,3.0,1.0,0.0,5850.0,2020-10-29,167500.0
Residential,4520.0,Cape Cod,1.0,1949.0,4.0,1096.0,1,2.0,1.0,1.0,5850.0,2020-11-25,175000.0
Residential,1140.0,Cape Cod,1.0,1951.0,6.0,1379.0,1,4.0,1.0,1.0,5850.0,2019-08-02,142500.0
Residential,1490.0,Ranch,1.0,1957.0,5.0,1232.0,1,3.0,2.0,0.0,5850.0,2019-07-15,131700.0
Residential,2860.0,Dplx Bungalow,1.5,1922.0,10.0,2111.0,2,2.0,2.0,0.0,5850.0,2019-08-23,65200.0
Residential,2930.0,Duplex O/S,1.5,1890.0,9.0,1736.0,2,4.0,2.0,0.0,5850.0,2019-04-02,75000.0
Residential,3160.0,Triplex,2.0,1914.0,16.0,3650.0,3,8.0,3.0,0.0,5850.0,2019-11-14,400000.0
Residential,2920.0,Duplex O/S,2.0,1904.0,17.0,4022.0,2,7.0,3.0,0.0,5850.0,2019-08-20,145000.0
Residential,2720.0,Cape Cod,1.0,1948.0,5.0,1213.0,1,3.0,1.0,0.0,5850.0,2019-08-23,170000.0
Residential,4000.0,Colonial,2.0,1926.0,7.0,2196.0,1,4.0,1.0,1.0,5850.0,2019-04-15,135000.0
Residential,4600.0,Milwaukee Bungalow,1.0,1922.0,7.0,1844.0,1,3.0,2.0,0.0,5850.0,2019-09-11,325500.0
Residential,4620.0,Townhouse,2.0,1944.0,8.0,1736.0,2,4.0,2.0,0.0,5850.0,2019-04-30,201000.0
Residential,4620.0,Ranch,1.0,1940.0,4.0,841.0,1,2.0,1.0,0.0,5850.0,2019-11-01,154900.0
Residential,4620.0,Colonial,2.0,1953.0,6.0,1512.0,1,3.0,1.0,1.0,5850.0,2019-11-21,247000.0
Residential,4520.0,Cape Cod,1.0,1949.0,4.0,1073.0,1,3.0,1.0,0.0,5850.0,2019-10-31,154000.0
Residential,1140.0,Cape Cod,1.0,1951.0,6.0,971.0,1,4.0,1.0,0.0,5848.0,2021-04-01,67000.0
Residential,4720.0,Ranch,1.0,1956.0,5.0,853.0,1,2.0,1.0,0.0,5848.0,2021-12-02,170100.0
Residential,4340.0,Ranch,1.0,1961.0,6.0,1201.0,1,3.0,1.0,1.0,5848.0,2020-03-20,172900.0
Residential,2720.0,Duplex N/S,2.0,1954.0,10.0,1938.0,2,6.0,2.0,0.0,5846.0,2021-10-01,185000.0
Residential,2840.0,Dplx Bungalow,1.5,1925.0,10.0,2094.0,2,4.0,2.0,0.0,5845.0,2021-05-28,75000.0
Residential,1150.0,Milwaukee Bungalow,1.0,1929.0,6.0,900.0,1,2.0,1.0,0.0,5842.0,2021-04-05,50000.0
Residential,1150.0,Milwaukee Bungalow,1.0,1929.0,6.0,1012.0,1,4.0,1.0,0.0,5842.0,2021-08-23,57000.0
Residential,1150.0,Cape Cod,1.0,1940.0,3.0,1213.0,1,1.0,1.0,0.0,5842.0,2021-08-12,75000.0
Residential,2540.0,Colonial,2.0,1935.0,8.0,2189.0,1,4.0,1.0,1.0,5842.0,2021-05-05,260000.0
Residential,1150.0,Cottage,1.0,1929.0,3.0,592.0,1,1.0,1.0,0.0,5842.0,2020-01-24,31285.0
Residential,1150.0,Milwaukee Bungalow,1.0,1929.0,7.0,1041.0,1,4.0,1.0,0.0,5842.0,2020-11-19,52000.0
Residential,2100.0,Cape Cod,1.5,1939.0,5.0,1321.0,1,2.0,2.0,0.0,5842.0,2019-10-03,189000.0
Residential,2100.0,Cape Cod,1.5,1939.0,5.0,1321.0,1,2.0,2.0,0.0,5842.0,2024-09-26,85000.0
Residential,2920.0,Residence O/S 2sty+,2.0,1912.0,12.0,3390.0,1,7.0,2.0,0.0,5840.0,2021-07-02,75000.0
Residential,1480.0,Cape Cod,1.0,1957.0,4.0,1001.0,1,2.0,1.0,0.0,5840.0,2020-06-29,145000.0
Residential,1040.0,Ranch,1.0,1962.0,5.0,1265.0,1,3.0,1.0,1.0,5838.0,2019-10-18,140000.0
Residential,4000.0,Duplex O/S,1.5,1903.0,10.0,1909.0,2,5.0,3.0,0.0,5836.0,2021-07-06,180000.0
Residential,1480.0,Cape Cod,1.0,1953.0,4.0,1043.0,1,3.0,1.0,0.0,5832.0,2019-06-18,135000.0
Residential,960.0,Ranch,1.0,1952.0,4.0,792.0,1,2.0,1.0,0.0,5830.0,2020-06-05,44000.0
Residential,960.0,Ranch,1.0,1958.0,5.0,1053.0,1,3.0,1.0,1.0,5830.0,2020-09-24,79000.0
Residential,960.0,Ranch,1.0,1958.0,5.0,936.0,1,3.0,1.0,0.0,5830.0,2020-09-24,70000.0
Residential,1400.0,Duplex N/S,2.0,1955.0,10.0,2040.0,2,6.0,2.0,0.0,5830.0,2020-09-25,123000.0
Residential,1940.0,Cape Cod,1.0,1952.0,6.0,1274.0,1,3.0,2.0,0.0,5830.0,2020-10-30,162500.0
Residential,960.0,Ranch,1.0,1958.0,5.0,910.0,1,3.0,2.0,0.0,5830.0,2019-07-26,90000.0
Residential,1400.0,Duplex N/S,2.0,1955.0,10.0,2040.0,2,6.0,2.0,0.0,5830.0,2019-08-12,104500.0
Residential,4610.0,Tudor,1.0,1932.0,6.0,1654.0,1,3.0,1.0,0.0,5830.0,2019-06-28,265000.0
Residential,4240.0,Ranch,1.0,1949.0,4.0,778.0,1,2.0,1.0,0.0,5828.0,2021-02-26,147450.0
Residential,4580.0,Ranch,1.0,1950.0,4.0,884.0,1,2.0,1.0,0.0,5828.0,2020-11-06,120000.0
Residential,4620.0,Colonial,2.0,1941.0,6.0,1272.0,1,3.0,1.0,1.0,5828.0,2019-10-09,257450.0
Residential,4620.0,Cape Cod,1.0,1940.0,8.0,1659.0,1,5.0,2.0,0.0,5828.0,2019-08-21,235800.0
Residential,4620.0,Cape Cod,1.0,1940.0,6.0,1300.0,1,3.0,1.0,1.0,5828.0,2019-07-12,252000.0
Residential,4700.0,Ranch,1.0,1953.0,6.0,1312.0,1,3.0,1.0,0.0,5828.0,2019-08-23,145825.0
Residential,2100.0,Ranch,1.0,1952.0,4.0,919.0,1,2.0,1.0,0.0,5824.0,2021-09-01,175000.0
Residential,4800.0,Ranch,1.0,1966.0,5.0,1164.0,1,3.0,1.0,1.0,5824.0,2020-05-15,165000.0
Residential,2100.0,Ranch,1.0,1952.0,4.0,919.0,1,2.0,1.0,0.0,5824.0,2019-06-06,120300.0
Residential,1830.0,Cape Cod,1.0,1948.0,5.0,974.0,1,3.0,1.0,0.0,5822.0,2021-08-04,110000.0
Residential,4580.0,Ranch,1.0,1947.0,4.0,776.0,1,2.0,1.0,0.0,5822.0,2021-04-29,187500.0
Residential,1830.0,Cape Cod,1.0,1948.0,5.0,974.0,1,3.0,1.0,0.0,5822.0,2019-08-30,72000.0
Residential,0.0,Res O/S A & 1/2,1.0,1921.0,6.0,1258.0,1,3.0,1.0,0.0,5820.0,2020-03-24,100000.0
Residential,4100.0,Duplex O/S,2.0,1870.0,11.0,2184.0,2,5.0,2.0,0.0,5814.0,2021-04-07,120000.0
Residential,1490.0,Duplex N/S,2.0,1956.0,10.0,2240.0,2,6.0,2.0,0.0,5814.0,2019-04-29,155000.0
Commercial,6254.0,Auto & Auto Body Repair,1.0,1926.0,0.0,583.0,1,0.0,0.0,0.0,5810.0,2019-11-20,25000.0
Residential,1150.0,Duplex O/S,1.5,1938.0,9.0,1615.0,2,4.0,2.0,0.0,5808.0,2021-05-27,110000.0
Residential,1150.0,Cape Cod,1.0,1956.0,5.0,1080.0,1,3.0,1.0,0.0,5808.0,2021-09-21,220000.0
Residential,2380.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5808.0,2021-11-18,5500.0
Residential,4240.0,Ranch,1.0,1949.0,5.0,1126.0,1,2.0,1.0,0.0,5808.0,2021-07-14,165000.0
Residential,4420.0,Ranch,1.0,1952.0,4.0,733.0,1,2.0,1.0,0.0,5808.0,2021-12-03,150000.0
Residential,4520.0,Cape Cod,1.5,1948.0,6.0,1501.0,1,3.0,1.0,1.0,5808.0,2021-07-16,277000.0
Residential,1150.0,Cape Cod,1.0,1956.0,4.0,811.0,1,2.0,1.0,0.0,5808.0,2020-11-10,52600.0
Residential,1940.0,Cape Cod,1.0,1953.0,5.0,1126.0,1,3.0,1.0,0.0,5808.0,2020-09-04,146000.0
Residential,4910.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5808.0,2020-10-01,42000.0
Residential,4420.0,Ranch,1.0,1952.0,5.0,940.0,1,3.0,1.0,0.0,5808.0,2020-08-24,160000.0
Residential,4420.0,Ranch,1.0,1952.0,5.0,920.0,1,3.0,1.0,0.0,5808.0,2020-05-15,190100.0
Residential,4240.0,Ranch,1.0,1949.0,5.0,1126.0,1,2.0,1.0,0.0,5808.0,2019-04-26,140000.0
Residential,4420.0,Ranch,1.0,1952.0,5.0,920.0,1,3.0,1.0,0.0,5808.0,2019-11-21,150600.0
Residential,4420.0,Ranch,1.0,1952.0,5.0,924.0,1,3.0,1.0,0.0,5808.0,2019-12-06,100000.0
Residential,4420.0,Ranch,1.0,1952.0,4.0,755.0,1,2.0,1.0,0.0,5808.0,2019-06-24,130000.0
Residential,4920.0,Ranch,1.0,1961.0,5.0,1008.0,1,3.0,1.0,1.0,5806.0,2021-09-13,206000.0
Residential,960.0,Duplex N/S,1.5,1963.0,9.0,1847.0,2,5.0,2.0,0.0,5805.0,2021-05-24,160000.0
Residential,1340.0,Ranch,1.0,1952.0,4.0,831.0,1,2.0,1.0,0.0,5805.0,2021-04-20,54000.0
Residential,4500.0,Residence O/S 2sty+,2.0,1920.0,7.0,1900.0,1,3.0,1.0,1.0,5805.0,2021-06-23,460000.0
Residential,4660.0,Cape Cod,1.0,1960.0,4.0,940.0,1,2.0,1.0,0.0,5805.0,2021-09-01,212000.0
Residential,1340.0,Ranch,1.0,1952.0,4.0,777.0,1,2.0,1.0,0.0,5805.0,2020-05-26,63000.0
Residential,1460.0,Ranch,1.0,1960.0,5.0,1069.0,1,3.0,1.0,1.0,5805.0,2020-03-26,125000.0
Residential,4500.0,Duplex N/S,2.0,1964.0,10.0,2078.0,2,6.0,2.0,0.0,5805.0,2020-11-13,305000.0
Residential,4360.0,Cape Cod,1.0,1951.0,4.0,798.0,1,2.0,1.0,0.0,5805.0,2020-12-15,157000.0
Residential,4360.0,Ranch,1.0,1960.0,5.0,1148.0,1,3.0,1.0,1.0,5805.0,2020-06-05,168000.0
Residential,4360.0,Cape Cod,1.0,1950.0,5.0,1236.0,1,3.0,1.0,0.0,5805.0,2020-11-02,162000.0
Residential,4360.0,Colonial,2.0,1949.0,6.0,1414.0,1,3.0,1.0,1.0,5805.0,2020-05-15,173500.0
Residential,4360.0,Cape Cod,1.0,1951.0,6.0,1348.0,1,3.0,1.0,0.0,5805.0,2020-10-30,168000.0
Residential,4360.0,Cape Cod,1.0,1952.0,5.0,1266.0,1,3.0,2.0,0.0,5805.0,2020-08-05,228000.0
Residential,4360.0,Ranch,1.0,1952.0,4.0,725.0,1,2.0,1.0,0.0,5805.0,2020-10-29,145000.0
Residential,4360.0,Cape Cod,1.0,1951.0,6.0,1276.0,1,4.0,1.0,0.0,5805.0,2020-10-27,150000.0
Residential,4360.0,Cape Cod,1.0,1951.0,5.0,1091.0,1,3.0,1.0,0.0,5805.0,2020-03-30,155000.0
Residential,1200.0,Ranch,1.0,1951.0,4.0,672.0,1,2.0,1.0,0.0,5805.0,2019-04-30,90000.0
Residential,1140.0,Cape Cod,1.0,1953.0,6.0,1085.0,1,4.0,1.0,0.0,5805.0,2019-02-15,66500.0
Residential,1460.0,Cape Cod,1.0,1955.0,5.0,1376.0,1,3.0,1.0,2.0,5805.0,2019-06-17,157500.0
Residential,1500.0,Residence O/S,1.0,1908.0,8.0,1145.0,1,4.0,1.0,1.0,5805.0,2019-09-23,10400.0
Residential,3240.0,Cottage,1.5,1900.0,8.0,1367.0,1,4.0,1.0,0.0,5805.0,2019-05-23,215000.0
Residential,4360.0,Cape Cod,1.0,1950.0,5.0,914.0,1,3.0,1.0,0.0,5805.0,2019-04-12,138000.0
Residential,4360.0,Cape Cod,1.0,1953.0,4.0,871.0,1,2.0,1.0,0.0,5805.0,2019-10-18,135100.0
Residential,4360.0,Cape Cod,1.0,1949.0,5.0,1061.0,1,3.0,1.0,1.0,5805.0,2019-03-29,154700.0
Residential,4360.0,Cape Cod,1.0,1949.0,5.0,1067.0,1,3.0,1.0,0.0,5805.0,2019-04-15,163100.0
Residential,4360.0,Cape Cod,1.0,1950.0,4.0,1203.0,1,3.0,2.0,0.0,5805.0,2019-08-14,174000.0
Residential,4660.0,Cape Cod,1.0,1948.0,5.0,1047.0,1,3.0,1.0,0.0,5805.0,2019-05-31,155000.0
Residential,4660.0,Ranch,1.0,1959.0,6.0,2118.0,1,2.0,1.0,0.0,5805.0,2019-03-29,204300.0
Residential,2040.0,Ranch,1.0,1955.0,5.0,993.0,1,3.0,1.0,0.0,5800.0,2021-07-23,167000.0
Residential,3060.0,Tudor,2.0,1907.0,12.0,4417.0,1,6.0,3.0,1.0,5800.0,2021-07-06,730000.0
Residential,4620.0,Colonial,2.0,1940.0,6.0,1400.0,1,3.0,1.0,1.0,5800.0,2021-07-19,250900.0
Residential,2040.0,Split Level,1.0,1955.0,7.0,1391.0,1,3.0,2.0,0.0,5800.0,2020-11-18,174000.0
Residential,2040.0,Split Level,1.0,1954.0,7.0,1390.0,1,3.0,2.0,0.0,5800.0,2020-11-02,174000.0
Residential,1840.0,Res O/S A & 1/2,1.0,1924.0,7.0,1498.0,1,3.0,1.0,1.0,5800.0,2020-07-23,106500.0
Residential,1840.0,Dplx Bungalow,2.0,1929.0,13.0,2583.0,2,6.0,2.0,0.0,5800.0,2020-05-29,175000.0
Residential,4620.0,Ranch,1.0,1959.0,5.0,1092.0,1,3.0,1.0,1.0,5800.0,2020-11-13,239900.0
Residential,2040.0,Split Level,1.0,1955.0,7.0,1391.0,1,3.0,2.0,0.0,5800.0,2019-07-19,158500.0
Residential,2720.0,Cape Cod,1.0,1942.0,5.0,1160.0,1,3.0,2.0,0.0,5800.0,2019-07-29,200000.0
Residential,4600.0,Dplx Bungalow,2.0,1926.0,12.0,2806.0,2,6.0,2.0,0.0,5800.0,2019-07-22,290900.0
Residential,4620.0,Colonial,2.0,1945.0,5.0,990.0,1,2.0,1.0,0.0,5800.0,2019-01-23,176500.0
Residential,4330.0,Duplex N/S,1.5,1960.0,9.0,2090.0,2,5.0,2.0,0.0,5800.0,2019-05-24,184900.0
Residential,1940.0,Cape Cod,1.0,1953.0,6.0,1360.0,1,4.0,1.0,1.0,5796.0,2021-08-20,205000.0
Residential,1940.0,Cape Cod,1.0,1953.0,6.0,1360.0,1,4.0,1.0,1.0,5796.0,2021-01-18,87700.0
Residential,4340.0,Cape Cod,1.0,1958.0,5.0,1054.0,1,3.0,1.0,0.0,5796.0,2021-05-06,200000.0
Residential,4700.0,Ranch,1.0,1954.0,5.0,894.0,1,3.0,1.0,0.0,5796.0,2019-10-16,119900.0
Residential,4620.0,Cape Cod,1.0,1947.0,5.0,1191.0,1,3.0,1.0,0.0,5781.0,2021-09-10,200000.0
Commercial,6262.0,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",3.0,1927.0,0.0,8816.0,11,1.0,0.0,0.0,5780.0,2019-10-22,950000.0
Commercial,6262.0,"Store Bldg - Multi Story (Store & Apt, Store & Ofc",3.0,1927.0,0.0,8816.0,11,1.0,0.0,0.0,5780.0,2019-10-22,950000.0
Residential,1980.0,Cape Cod,1.5,1937.0,6.0,1321.0,1,3.0,1.0,1.0,5778.0,2021-08-16,270000.0
Residential,4700.0,Cape Cod,1.5,1949.0,6.0,1665.0,1,3.0,2.0,0.0,5777.0,2020-12-18,243500.0
Residential,1220.0,Ranch,1.0,1955.0,5.0,1194.0,1,3.0,1.0,0.0,5777.0,2019-04-19,150000.0
Residential,1400.0,Ranch,1.0,1956.0,5.0,936.0,1,3.0,1.0,1.0,5775.0,2021-08-10,158000.0
Residential,2660.0,Cape Cod,1.5,1953.0,6.0,1601.0,1,3.0,2.0,0.0,5775.0,2021-01-22,232000.0
Residential,4000.0,Dplx Bungalow,1.5,1926.0,9.0,1811.0,2,4.0,2.0,0.0,5775.0,2021-05-05,185000.0
Residential,4610.0,Ranch,1.0,1953.0,4.0,973.0,1,2.0,1.0,0.0,5775.0,2020-10-31,175000.0
Residential,2100.0,Ranch,1.0,1955.0,5.0,991.0,1,3.0,1.0,1.0,5772.0,2021-02-16,120000.0
Residential,1200.0,Ranch,1.0,1950.0,6.0,1817.0,1,3.0,1.0,0.0,5772.0,2019-03-22,118500.0
Residential,2100.0,Ranch,1.0,1951.0,4.0,948.0,1,2.0,1.0,0.0,5770.0,2019-07-18,146000.0
Residential,3000.0,Colonial,2.0,2000.0,7.0,1818.0,1,3.0,1.0,1.0,5763.0,2021-07-29,210000.0
Residential,2680.0,Tudor,1.5,1938.0,6.0,1639.0,1,3.0,2.0,0.0,5763.0,2020-11-03,293300.0
Residential,900.0,Cape Cod,1.0,1949.0,5.0,928.0,1,3.0,1.0,0.0,5762.0,2020-07-02,75119.0
Residential,900.0,Colonial,2.0,1965.0,7.0,1630.0,1,4.0,2.0,1.0,5760.0,2021-09-29,203000.0
Residential,900.0,Ranch,1.0,1945.0,4.0,782.0,1,2.0,1.0,0.0,5760.0,2021-07-07,75500.0
Residential,1380.0,Ranch,1.0,1955.0,5.0,864.0,1,3.0,1.0,0.0,5760.0,2021-04-02,165000.0
Residential,1140.0,Ranch,1.0,1950.0,4.0,720.0,1,2.0,1.0,0.0,5760.0,2021-09-02,65000.0
Residential,1160.0,Dplx Bungalow,1.5,1918.0,9.0,1833.0,2,4.0,2.0,0.0,5760.0,2021-08-19,112000.0
Residential,1480.0,Ranch,1.0,1963.0,5.0,1215.0,1,3.0,2.0,1.0,5760.0,2021-05-04,195000.0
Residential,1940.0,Cape Cod,1.0,1953.0,5.0,1096.0,1,3.0,1.0,0.0,5760.0,2021-08-17,124000.0
Residential,3320.0,Duplex N/S,2.0,1947.0,10.0,2578.0,2,4.0,2.0,0.0,5760.0,2021-04-26,270000.0
Residential,2850.0,Duplex O/S,1.5,1880.0,9.0,2047.0,2,4.0,2.0,0.0,5760.0,2021-05-14,27000.0
Residential,2080.0,Cape Cod,1.5,1949.0,7.0,1642.0,1,4.0,1.0,1.0,5760.0,2021-02-24,215000.0
Residential,2080.0,Cape Cod,1.0,1948.0,6.0,1341.0,1,3.0,1.0,1.0,5760.0,2021-05-13,260000.0
Residential,1870.0,Duplex O/S,1.5,1931.0,9.0,1840.0,2,3.0,2.0,0.0,5760.0,2021-05-13,140000.0
Residential,1870.0,Milwaukee Bungalow,1.0,1929.0,8.0,1390.0,1,3.0,2.0,1.0,5760.0,2021-01-27,151400.0
Residential,1870.0,Milwaukee Bungalow,1.0,1927.0,6.0,1756.0,1,3.0,2.0,0.0,5760.0,2021-09-20,186000.0
Residential,1870.0,Duplex N/S,2.0,1949.0,10.0,2494.0,2,4.0,2.0,0.0,5760.0,2021-05-20,219000.0
Residential,1870.0,Milwaukee Bungalow,1.0,1928.0,9.0,1656.0,1,4.0,2.0,1.0,5760.0,2021-03-11,210000.0
Residential,2810.0,Cottage,1.0,1900.0,6.0,1320.0,1,2.0,1.0,1.0,5760.0,2021-07-26,245000.0
Residential,4120.0,Cottage,1.0,1890.0,4.0,739.0,1,2.0,1.0,0.0,5760.0,2021-03-09,77000.0
Residential,4120.0,Duplex O/S,1.5,1910.0,12.0,1846.0,2,6.0,2.0,0.0,5760.0,2021-10-08,100000.0
Residential,4160.0,Cottage,1.0,1918.0,4.0,1440.0,1,1.0,2.0,0.0,5760.0,2021-11-12,210000.0
