,Bdrms,Baths_total,FinishedSqft,Lotsize,Sale_date,Year,Month,Sale_price
26527,4,2,1540,5160,2021-03-19,2021,3,250000
26528,3,2,1768,5160,2021-08-09,2021,8,225000
26529,3,1,851,5160,2021-03-15,2021,3,115200
26533,6,4,2640,5160,2020-08-25,2020,8,185000
26535,4,2,1728,5160,2020-05-27,2020,5,72000
26538,4,2,1176,5160,2020-05-07,2020,5,150000
26539,3,2,1276,5160,2020-12-28,2020,12,100000
26540,3,1,1218,5160,2020-06-16,2020,6,112900
26542,3,2,1360,5160,2020-09-30,2020,9,200000
26544,3,1,1396,5160,2020-07-10,2020,7,116000
26545,2,2,1192,5160,2020-12-09,2020,12,89250
26546,4,2,1707,5160,2020-10-16,2020,10,144900
26547,3,2,1246,5160,2020-11-09,2020,11,100000
26548,4,2,2191,5160,2020-09-28,2020,9,143500
26549,4,2,2380,5160,2020-07-02,2020,7,77000
26551,2,1,950,5160,2020-09-18,2020,9,98000
26552,3,2,1502,5160,2020-02-28,2020,2,131500
26553,4,2,1008,5160,2020-07-28,2020,7,145000
26554,3,1,1063,5160,2020-05-22,2020,5,153500
26555,3,1,1044,5160,2020-07-17,2020,7,150900
26556,3,1,1014,5160,2020-10-23,2020,10,141500
26558,4,1,1052,5160,2020-03-06,2020,3,161500
26559,2,1,1176,5160,2020-06-19,2020,6,190000
26560,4,2,1865,5160,2020-09-29,2020,9,220000
26561,3,2,1622,5160,2020-09-21,2020,9,219000
26563,4,2,1588,5160,2020-05-22,2020,5,173000
26564,4,2,2671,5160,2020-09-09,2020,9,127000
26565,4,2,2286,5160,2020-07-10,2020,7,63000
26566,4,2,2197,5160,2020-10-27,2020,10,75000
26567,4,2,2291,5160,2020-10-09,2020,10,89000
26568,6,2,2734,5160,2020-03-20,2020,3,123500
26569,6,2,2798,5160,2020-04-30,2020,4,134900
26570,4,2,2068,5160,2020-02-20,2020,2,100000
26571,6,3,2638,5160,2020-08-18,2020,8,98000
26572,3,1,1489,5160,2020-10-13,2020,10,170000
26573,6,2,3272,5160,2020-11-06,2020,11,280000
26575,5,2,1773,5160,2020-08-07,2020,8,151000
26576,4,3,1461,5160,2020-10-16,2020,10,263900
26577,3,1,1234,5160,2020-12-10,2020,12,235000
26578,4,2,1402,5160,2020-08-21,2020,8,215000
26579,2,1,1010,5160,2020-08-21,2020,8,196100
26580,3,2,1127,5160,2020-09-10,2020,9,170000
26581,6,2,2731,5160,2020-01-28,2020,1,340000
26582,3,2,1008,5160,2020-10-19,2020,10,172000
26584,3,1,942,5160,2020-07-08,2020,7,152000
26585,3,2,1238,5160,2020-06-08,2020,6,247615
26587,3,1,1002,5160,2020-03-23,2020,3,175000
26593,6,4,2562,5160,2019-05-16,2019,5,140000
26603,3,2,1764,5160,2019-10-16,2019,10,125000
26608,3,2,1425,5160,2019-03-08,2019,3,159000
26612,3,2,1678,5160,2019-07-31,2019,7,148000
26614,3,2,1502,5160,2019-08-07,2019,8,80000
26634,2,2,1078,5160,2019-06-25,2019,6,175300
26640,3,1,998,5160,2013-01-01,2013,1,90900
26641,3,2,1360,5160,2013-02-01,2013,2,137000
26642,3,2,1012,5160,2013-03-01,2013,3,141000
26646,4,1,1343,5160,2013-04-01,2013,4,141000
26647,3,1,974,5160,2013-04-01,2013,4,98000
26648,3,2,1570,5160,2013-06-01,2013,6,178000
26650,3,2,1086,5160,2013-07-01,2013,7,124000
26654,4,2,2111,5160,2013-09-01,2013,9,162000
26657,3,2,1353,5160,2013-10-01,2013,10,159000
26658,3,1,1680,5160,2013-10-01,2013,10,126180
26659,3,1,1044,5160,2013-11-01,2013,11,55000
26661,4,2,2398,5160,2013-12-01,2013,12,51000
26662,3,2,1088,5160,2014-01-01,2014,1,120200
26663,4,2,1786,5160,2014-02-01,2014,2,155700
26664,3,2,1291,5160,2014-02-01,2014,2,98000
26665,3,2,1198,5160,2014-03-01,2014,3,136500
26667,3,1,1301,5160,2014-05-01,2014,5,105000
26670,3,2,1578,5160,2014-06-01,2014,6,125000
26671,3,1,1044,5160,2014-07-01,2014,7,112300
26673,3,2,1238,5160,2014-07-01,2014,7,190000
26674,6,2,2227,5160,2014-09-01,2014,9,90000
26675,6,2,2721,5160,2014-10-01,2014,10,62000
26677,3,1,1577,5160,2014-12-01,2014,12,87600
26678,3,1,1362,5160,2015-01-01,2015,1,125000
26680,6,3,2248,5160,2015-03-01,2015,3,58500
26681,4,2,2110,5160,2015-04-01,2015,4,258000
26684,5,2,2694,5160,2015-04-01,2015,4,98000
26685,3,2,1143,5160,2015-04-01,2015,4,144300
26686,2,2,830,5160,2015-04-01,2015,4,90000
26687,4,1,2042,5160,2015-05-01,2015,5,132000
26689,3,2,1616,5160,2015-05-01,2015,5,263500
26694,6,2,3645,5160,2015-07-01,2015,7,275000
26695,3,2,1247,5160,2015-07-01,2015,7,174000
26696,3,1,1000,5160,2015-07-01,2015,7,153000
26697,3,1,1063,5160,2015-08-01,2015,8,122900
26698,3,1,878,5160,2015-09-01,2015,9,84000
26700,3,1,1323,5160,2015-09-01,2015,9,94900
26701,3,1,1326,5160,2015-10-01,2015,10,75000
26702,5,2,2236,5160,2015-10-01,2015,10,122700
26704,3,2,2144,5160,2015-11-01,2015,11,65000
26705,4,2,2072,5160,2015-11-01,2015,11,143300
26706,4,2,2380,5160,2015-12-01,2015,12,51000
26708,7,3,3423,5160,2016-01-01,2016,1,295000
26710,3,2,1378,5160,2016-04-01,2016,4,190500
26712,6,2,2288,5160,2016-05-01,2016,5,162000
26713,4,2,1540,5160,2016-05-01,2016,5,160200
26715,3,2,1052,5160,2016-07-01,2016,7,142500
26716,3,2,1604,5160,2016-07-01,2016,7,229900
26718,5,3,2333,5160,2016-07-01,2016,7,261000
26720,2,2,1838,5160,2016-08-01,2016,8,85000
26721,4,2,2128,5160,2016-09-01,2016,9,125000
26722,6,3,2711,5160,2016-10-01,2016,10,62000
26723,3,2,1862,5160,2016-10-01,2016,10,69700
26724,2,1,890,5160,2016-10-01,2016,10,80800
26725,3,2,1832,5160,2016-10-01,2016,10,208000
26727,3,2,1378,5160,2016-10-01,2016,10,223900
26728,4,2,1941,5160,2016-10-01,2016,10,168000
26729,4,2,2620,5160,2016-11-01,2016,11,60000
26730,3,3,1720,5160,2016-11-01,2016,11,114900
26732,3,2,2313,5160,2016-12-01,2016,12,155000
26734,5,3,2164,5160,2017-01-01,2017,1,85000
26735,4,2,2165,5160,2017-01-01,2017,1,89900
26736,4,2,1618,5160,2017-01-01,2017,1,158900
26737,4,2,2130,5160,2017-02-01,2017,2,62900
26738,3,2,1342,5160,2017-02-01,2017,2,143000
26741,3,1,1128,5160,2017-04-01,2017,4,126875
26742,2,1,1176,5160,2017-05-01,2017,5,123500
26743,3,1,974,5160,2017-05-01,2017,5,118500
26744,2,2,1530,5160,2017-05-01,2017,5,144893
26745,4,1,1343,5160,2017-06-01,2017,6,165000
26746,3,2,1570,5160,2017-06-01,2017,6,212000
26748,3,2,1378,5160,2017-06-01,2017,6,210000
26749,5,2,1822,5160,2017-07-01,2017,7,164000
26750,4,2,2509,5160,2017-07-01,2017,7,222500
26751,4,2,1879,5160,2017-08-01,2017,8,50000
26753,4,1,2042,5160,2017-09-01,2017,9,140000
26755,3,1,1016,5160,2017-09-01,2017,9,123000
26757,4,1,1120,5160,2017-09-01,2017,9,154000
26758,3,2,1700,5160,2017-11-01,2017,11,220000
26759,6,3,2516,5160,2017-12-01,2017,12,149000
26760,3,1,895,5160,2018-01-01,2018,1,50000
26763,6,2,2228,5160,2018-02-01,2018,2,124700
26764,6,3,3210,5160,2018-02-01,2018,2,181000
26767,3,1,1097,5160,2018-03-01,2018,3,115000
26769,6,4,2580,5160,2018-03-01,2018,3,125000
26770,5,2,1632,5160,2018-03-01,2018,3,165000
26771,2,1,1176,5160,2018-03-01,2018,3,154000
26772,3,2,1570,5160,2018-03-01,2018,3,216051
26773,3,2,1198,5160,2018-04-01,2018,4,144000
26774,3,2,1678,5160,2018-04-01,2018,4,123000
26775,4,2,1768,5160,2018-04-01,2018,4,157500
26776,3,2,1872,5160,2018-04-01,2018,4,167000
26777,3,3,1761,5160,2018-04-01,2018,4,226000
26778,4,2,1818,5160,2018-05-01,2018,5,69800
26779,5,3,2132,5160,2018-05-01,2018,5,69500
26784,6,4,3264,5160,2018-06-01,2018,6,125000
26785,3,2,1247,5160,2018-06-01,2018,6,216000
26786,3,2,1012,5160,2018-06-01,2018,6,147000
26788,6,3,2551,5160,2018-06-01,2018,6,111000
26792,3,1,1180,5160,2018-07-01,2018,7,142000
26794,3,3,2103,5160,2018-08-01,2018,8,92000
26795,3,2,1052,5160,2018-08-01,2018,8,181000
26797,3,2,1582,5160,2018-09-01,2018,9,147000
26798,3,1,1050,5160,2018-10-01,2018,10,75000
26799,6,2,2105,5160,2018-11-01,2018,11,130000
26800,3,1,1182,5160,2018-11-01,2018,11,65000
26801,6,2,2844,5160,2018-11-01,2018,11,71100
26804,4,2,1512,5160,2018-12-01,2018,12,115000
26805,5,3,2930,5160,2018-12-01,2018,12,165900
26806,3,3,2047,5160,2018-12-01,2018,12,269000
26810,3,1,1187,5152,2022-06-29,2022,6,150000
26811,3,2,2050,5152,2020-11-20,2020,11,244000
26815,3,2,1491,5151,2018-11-01,2018,11,159050
26816,4,2,1256,5150,2023-11-08,2023,11,180000
26817,4,2,1560,5150,2023-02-10,2023,2,160000
26818,4,2,1924,5150,2022-06-14,2022,6,245000
26819,4,2,1652,5150,2022-09-21,2022,9,270000
26820,4,2,2212,5150,2021-04-27,2021,4,205500
26821,4,2,1860,5150,2021-05-18,2021,5,312300
26822,4,2,1860,5150,2020-07-28,2020,7,208000
26824,5,2,1446,5150,2014-12-01,2014,12,145000
26826,3,1,1291,5150,2016-08-01,2016,8,142000
26827,4,2,1640,5150,2017-05-01,2017,5,138900
26828,3,2,1122,5150,2017-06-01,2017,6,145000
26829,4,1,1363,5150,2018-04-01,2018,4,145000
26831,4,2,1924,5150,2018-06-01,2018,6,190000
26833,3,2,1429,5148,2023-11-08,2023,11,97000
26835,6,5,2610,5148,2021-06-16,2021,6,182000
26837,2,2,1505,5148,2020-08-31,2020,8,179000
26840,4,2,1542,5148,2017-12-01,2017,12,125000
26842,3,2,2152,5145,2013-06-01,2013,6,214000
26843,3,2,1546,5143,2021-06-29,2021,6,160000
26844,3,1,1735,5143,2014-12-01,2014,12,50000
26846,2,2,1405,5139,2021-07-23,2021,7,225000
26847,2,2,1405,5139,2020-12-15,2020,12,208500
26849,3,1,1167,5136,2021-08-30,2021,8,155000
26851,3,2,1781,5136,2020-06-30,2020,6,280000
26852,3,2,1584,5136,2013-04-01,2013,4,180000
26853,3,2,1584,5136,2015-08-01,2015,8,196000
26854,3,2,1781,5136,2017-10-01,2017,10,225000
26858,3,1,1131,5130,2022-07-06,2022,7,230000
26859,3,1,1108,5130,2022-05-26,2022,5,225000
26860,3,1,1220,5130,2021-09-17,2021,9,171000
26861,3,2,1340,5130,2021-07-22,2021,7,225000
26862,4,2,1688,5130,2020-11-20,2020,11,194000
26863,5,2,1416,5130,2020-09-03,2020,9,215000
26864,4,1,1059,5130,2020-03-09,2020,3,168900
26866,5,3,2039,5130,2013-07-01,2013,7,163000
26868,5,3,2039,5130,2015-05-01,2015,5,189500
26869,4,2,1688,5130,2016-02-01,2016,2,140000
26871,3,1,1009,5130,2016-11-01,2016,11,126800
26873,3,1,1220,5130,2017-06-01,2017,6,80000
26874,4,2,1214,5130,2017-10-01,2017,10,141900
26875,3,1,967,5130,2017-12-01,2017,12,112000
26876,3,1,1108,5130,2018-01-01,2018,1,138000
26877,4,2,1872,5130,2018-02-01,2018,2,52500
26879,4,2,1900,5125,2023-08-18,2023,8,164500
26880,4,2,2618,5125,2023-08-16,2023,8,275000
26881,3,2,2263,5125,2023-06-30,2023,6,195000
26882,3,1,921,5125,2023-10-13,2023,10,194500
26883,4,2,2618,5125,2022-02-28,2022,2,132200
26884,3,2,1525,5125,2022-01-31,2022,1,146900
26885,3,1,1543,5125,2022-10-26,2022,10,169000
26886,8,2,1632,5125,2022-02-28,2022,2,169000
26887,6,2,2983,5125,2022-06-30,2022,6,105000
26888,3,2,1424,5125,2021-04-26,2021,4,105000
26889,4,2,1191,5125,2021-08-30,2021,8,107500
26890,5,2,1797,5125,2021-09-29,2021,9,205000
26893,4,1,1909,5125,2020-03-06,2020,3,160000
26894,3,2,1574,5125,2020-02-25,2020,2,138000
26895,4,2,1840,5125,2020-11-24,2020,11,130000
26896,2,2,1200,5125,2020-12-15,2020,12,97000
26897,6,2,2983,5125,2020-09-25,2020,9,62000
26898,2,1,1209,5125,2020-08-31,2020,8,150550
26899,3,2,1053,5125,2020-12-29,2020,12,175000
26902,3,2,1279,5125,2019-04-26,2019,4,60000
26906,2,2,1092,5125,2019-02-15,2019,2,173150
26908,4,2,1847,5125,2013-05-01,2013,5,109900
26909,4,2,1549,5125,2013-05-01,2013,5,106000
26910,4,2,1549,5125,2013-05-01,2013,5,106000
26911,4,4,2430,5125,2013-08-01,2013,8,150000
26913,2,1,812,5125,2014-09-01,2014,9,90000
26915,3,2,1666,5125,2014-12-01,2014,12,134900
26917,4,2,1273,5125,2015-05-01,2015,5,103000
26918,4,2,2103,5125,2016-02-01,2016,2,220500
26919,4,2,1954,5125,2016-05-01,2016,5,170000
26920,4,2,1132,5125,2016-07-01,2016,7,134800
26921,3,2,1681,5125,2016-08-01,2016,8,155000
26922,4,2,1900,5125,2016-12-01,2016,12,85000
26923,4,2,2038,5125,2016-12-01,2016,12,110000
26924,2,2,1056,5125,2017-05-01,2017,5,120500
26925,3,2,1568,5125,2017-08-01,2017,8,108700
26927,3,2,1300,5125,2017-10-01,2017,10,154900
26928,2,2,1092,5125,2017-12-01,2017,12,85000
26929,3,2,1666,5125,2018-01-01,2018,1,154900
26932,3,2,1428,5125,2018-06-01,2018,6,92500
26933,3,2,1094,5125,2018-06-01,2018,6,150000
26934,3,1,1036,5125,2018-07-01,2018,7,125000
26936,3,2,1053,5125,2018-10-01,2018,10,142400
26937,4,2,1890,5125,2018-12-01,2018,12,68000
26938,3,2,1524,5124,2023-09-20,2023,9,322000
26939,6,2,2410,5124,2023-08-24,2023,8,115000
26940,3,1,1030,5124,2023-07-31,2023,7,227000
26941,3,2,1140,5124,2023-11-27,2023,11,240000
26942,4,2,1608,5124,2023-07-18,2023,7,295000
26946,4,2,1856,5124,2022-06-22,2022,6,305000
26947,7,2,1562,5124,2022-08-18,2022,8,245000
26948,8,4,4898,5124,2021-03-12,2021,3,160000
26952,3,2,1524,5124,2020-11-04,2020,11,284900
26953,4,3,2357,5124,2020-09-26,2020,9,225000
26954,3,1,1477,5124,2020-05-15,2020,5,183000
26955,4,2,1560,5124,2020-11-10,2020,11,199900
26956,3,2,1372,5124,2020-09-15,2020,9,181000
26965,3,1,1030,5124,2015-07-01,2015,7,103000
26966,3,2,1191,5124,2015-11-01,2015,11,139900
26967,2,1,720,5124,2016-07-01,2016,7,74900
26968,4,2,2156,5124,2016-07-01,2016,7,160000
26969,4,2,2148,5124,2016-09-01,2016,9,153000
26970,4,3,2357,5124,2016-12-01,2016,12,170000
26976,2,2,1183,5120,2023-03-01,2023,3,93000
26977,5,2,2380,5120,2023-03-20,2023,3,197000
26978,3,1,1074,5120,2023-02-08,2023,2,91000
26979,3,1,1074,5120,2023-11-30,2023,11,220000
26981,3,2,1019,5120,2023-03-14,2023,3,152500
26984,6,2,2184,5120,2023-05-22,2023,5,265000
26985,5,2,2072,5120,2023-12-19,2023,12,220700
26986,3,2,1176,5120,2023-09-29,2023,9,195000
26987,6,2,2252,5120,2023-01-17,2023,1,235000
26988,3,2,2178,5120,2023-04-27,2023,4,220000
26990,3,3,1637,5120,2023-06-08,2023,6,292500
26991,3,1,1618,5120,2023-11-02,2023,11,278800
26992,3,1,1004,5120,2023-03-06,2023,3,195000
26993,3,2,1424,5120,2023-09-12,2023,9,310000
26994,3,1,1256,5120,2023-06-23,2023,6,260000
26995,3,1,1230,5120,2023-08-02,2023,8,245000
26996,3,1,1143,5120,2023-10-28,2023,10,257000
26997,2,2,936,5120,2023-07-17,2023,7,277700
27000,6,2,2408,5120,2023-03-14,2023,3,116000
27001,4,2,2877,5120,2023-09-21,2023,9,310000
27002,4,2,1510,5120,2023-12-20,2023,12,285000
27005,3,2,1422,5120,2022-04-18,2022,4,165000
27006,4,2,2062,5120,2022-01-13,2022,1,100000
27007,2,1,716,5120,2022-07-29,2022,7,65000
27008,3,1,853,5120,2022-04-13,2022,4,93000
27009,5,2,2380,5120,2022-05-31,2022,5,105000
27014,3,1,1254,5120,2022-12-15,2022,12,115000
27016,4,2,2282,5120,2022-03-25,2022,3,186000
27018,3,2,1127,5120,2022-05-09,2022,5,195000
27019,3,2,1270,5120,2022-09-19,2022,9,245000
27020,4,2,1504,5120,2022-05-21,2022,5,205000
27021,3,1,1051,5120,2022-07-18,2022,7,201600
27022,2,2,896,5120,2022-05-05,2022,5,155000
27023,3,2,1480,5120,2022-09-27,2022,9,225000
27025,3,1,1212,5120,2022-05-16,2022,5,260000
27027,3,2,1091,5120,2022-01-20,2022,1,169900
27028,3,1,1148,5120,2022-06-29,2022,6,220000
27029,6,1,1471,5120,2022-01-04,2022,1,195000
27030,6,2,1238,5120,2022-03-14,2022,3,223000
27031,3,2,1304,5120,2022-05-20,2022,5,285000
27032,3,2,1405,5120,2022-05-09,2022,5,250000
27033,3,2,1127,5120,2022-12-15,2022,12,222500
27034,2,1,1145,5120,2022-06-01,2022,6,200000
27035,3,2,1002,5120,2022-09-08,2022,9,195000
27037,4,2,1613,5120,2022-04-25,2022,4,335000
27038,4,2,1249,5120,2022-07-13,2022,7,235000
27039,4,2,1473,5120,2022-04-26,2022,4,310000
27040,3,1,1396,5120,2022-07-11,2022,7,235000
27041,5,2,1846,5120,2022-02-04,2022,2,266000
27042,3,1,1144,5120,2022-04-18,2022,4,227000
27043,3,3,1561,5120,2022-10-24,2022,10,280000
27044,4,2,1723,5120,2022-08-26,2022,8,315000
27045,3,2,1303,5120,2022-08-30,2022,8,260000
27047,4,2,1225,5120,2021-02-02,2021,2,138000
27049,3,2,1227,5120,2021-07-16,2021,7,120000
27051,4,2,1176,5120,2021-08-17,2021,8,180000
27053,4,3,2220,5120,2021-08-09,2021,8,160000
27054,4,1,1285,5120,2021-08-27,2021,8,193000
27055,4,2,1710,5120,2021-07-07,2021,7,180000
27056,4,2,1994,5120,2021-07-30,2021,7,185000
27057,4,2,2103,5120,2021-11-30,2021,11,85000
27058,3,1,1786,5120,2021-06-04,2021,6,70100
27059,3,1,1155,5120,2021-06-18,2021,6,181000
27060,3,1,1332,5120,2021-08-02,2021,8,245000
27061,2,1,1163,5120,2021-04-16,2021,4,191000
27062,3,2,1557,5120,2021-05-04,2021,5,271000
27063,2,1,1084,5120,2021-05-19,2021,5,225000
27064,3,2,1249,5120,2021-03-31,2021,3,214000
27065,3,2,1424,5120,2021-02-12,2021,2,255000
27066,3,1,1154,5120,2021-03-25,2021,3,182000
27067,3,1,1224,5120,2021-01-20,2021,1,190000
27068,3,2,1374,5120,2021-07-30,2021,7,210000
27069,4,1,1455,5120,2021-08-26,2021,8,285000
27070,3,2,1301,5120,2021-03-26,2021,3,210000
27071,3,2,1168,5120,2021-05-12,2021,5,210000
27072,3,2,1263,5120,2021-01-04,2021,1,193800
27073,2,2,1205,5120,2021-08-04,2021,8,213500
27074,2,1,1107,5120,2021-08-24,2021,8,165000
27075,3,1,1843,5120,2021-02-19,2021,2,190000
27076,4,2,2680,5120,2021-01-28,2021,1,92500
27077,5,2,2268,5120,2021-07-16,2021,7,220000
27078,3,3,1389,5120,2021-03-22,2021,3,189900
27079,2,1,1774,5120,2021-09-02,2021,9,200000
27080,3,3,1556,5120,2021-04-05,2021,4,238000
27081,3,3,2786,5120,2021-09-29,2021,9,195000
27082,3,4,2786,5120,2021-09-29,2021,9,195000
27083,3,3,2786,5120,2021-09-29,2021,9,195000
27084,3,4,2786,5120,2021-09-29,2021,9,195000
27085,3,3,2786,5120,2021-09-29,2021,9,195000
27086,3,4,2786,5120,2021-09-29,2021,9,195000
27087,3,3,2786,5120,2021-09-29,2021,9,195000
27088,3,4,2786,5120,2021-09-29,2021,9,195000
27089,4,3,1683,5120,2021-09-15,2021,9,249000
27090,4,1,1608,5120,2020-10-23,2020,10,90900
27091,3,1,944,5120,2020-11-19,2020,11,85000
27093,2,2,865,5120,2020-04-16,2020,4,152000
27094,3,1,1249,5120,2020-01-10,2020,1,133900
27095,2,1,1129,5120,2020-03-19,2020,3,58000
27101,4,1,1008,5120,2020-05-15,2020,5,144000
27102,3,1,1051,5120,2020-05-13,2020,5,140000
27103,6,2,2184,5120,2020-05-05,2020,5,188900
27104,3,1,1107,5120,2020-10-14,2020,10,162500
27105,3,2,1172,5120,2020-10-02,2020,10,165000
27106,2,1,1185,5120,2020-08-21,2020,8,178000
27107,4,2,1711,5120,2020-10-13,2020,10,212000
27108,3,3,1419,5120,2020-11-02,2020,11,200000
27109,3,1,1181,5120,2020-07-29,2020,7,167500
27111,3,1,1618,5120,2020-05-08,2020,5,192500
27112,3,2,1338,5120,2020-04-15,2020,4,220000
27113,3,1,1536,5120,2020-03-27,2020,3,200000
27114,2,1,1315,5120,2020-06-11,2020,6,184000
27115,3,2,1454,5120,2020-05-22,2020,5,199900
27116,4,2,1613,5120,2020-04-27,2020,4,250400
27118,3,1,1188,5120,2020-11-06,2020,11,134000
27119,4,2,1545,5120,2020-10-13,2020,10,215000
27121,6,2,2653,5120,2020-01-20,2020,1,57000
27122,9,3,4458,5120,2020-12-04,2020,12,250000
27123,4,2,2259,5120,2020-09-24,2020,9,165000
27124,2,3,1679,5120,2020-07-02,2020,7,223500
27125,4,2,2274,5120,2020-02-04,2020,2,183000
27126,3,1,1210,5120,2020-03-12,2020,3,160000
27127,3,1,1345,5120,2020-06-18,2020,6,235000
27128,3,2,1345,5120,2020-09-25,2020,9,359000
27140,2,2,1562,5120,2019-03-01,2019,3,330000
27141,4,2,1176,5120,2019-03-29,2019,3,150000
27145,2,2,1400,5120,2019-10-11,2019,10,177000
27153,3,2,1158,5120,2019-07-12,2019,7,148000
27154,3,2,1632,5120,2019-06-19,2019,6,232000
27155,3,3,1111,5120,2019-07-18,2019,7,202900
27157,3,2,1249,5120,2019-02-25,2019,2,145000
27163,3,2,1387,5120,2019-10-28,2019,10,195000
27164,4,2,1249,5120,2019-06-25,2019,6,186000
27165,4,2,1451,5120,2019-08-15,2019,8,189900
27170,4,2,1626,5120,2019-09-30,2019,9,222000
27171,3,1,1148,5120,2013-02-01,2013,2,99500
27173,3,2,1019,5120,2013-04-01,2013,4,69000
27174,4,2,1737,5120,2013-04-01,2013,4,167000
27175,4,2,1473,5120,2013-04-01,2013,4,155000
27176,4,1,1368,5120,2013-04-01,2013,4,96500
27177,4,2,1613,5120,2013-05-01,2013,5,186600
27178,4,1,1169,5120,2013-05-01,2013,5,129900
27179,2,1,1145,5120,2013-06-01,2013,6,98000
27180,3,1,1149,5120,2013-07-01,2013,7,103000
27181,3,1,1004,5120,2013-07-01,2013,7,102000
27182,3,1,1062,5120,2013-08-01,2013,8,112000
27184,3,1,1307,5120,2013-08-01,2013,8,107346
27187,2,1,1177,5120,2013-12-01,2013,12,145000
27189,2,1,1064,5120,2014-01-01,2014,1,62000
27191,2,2,1205,5120,2014-04-01,2014,4,114000
27193,3,1,1618,5120,2014-06-01,2014,6,165000
27194,3,3,2297,5120,2014-06-01,2014,6,315000
27195,3,2,1304,5120,2014-07-01,2014,7,159000
27197,3,2,1658,5120,2014-09-01,2014,9,115000
27198,4,3,1723,5120,2014-09-01,2014,9,170000
27199,3,1,1345,5120,2014-09-01,2014,9,182000
27200,3,1,1396,5120,2014-10-01,2014,10,149900
27201,3,2,1419,5120,2014-11-01,2014,11,147000
27202,3,2,1336,5120,2014-12-01,2014,12,114350
27203,2,1,1053,5120,2014-12-01,2014,12,80000
27205,3,2,1374,5120,2015-03-01,2015,3,150000
27206,4,2,1737,5120,2015-04-01,2015,4,176000
27207,3,2,1402,5120,2015-05-01,2015,5,108500
27208,3,2,1337,5120,2015-05-01,2015,5,147500
27209,4,1,1008,5120,2015-05-01,2015,5,101500
27210,3,2,1387,5120,2015-05-01,2015,5,146500
27212,3,3,1637,5120,2015-06-01,2015,6,154000
27213,5,2,1615,5120,2015-06-01,2015,6,148000
27214,2,2,1400,5120,2015-06-01,2015,6,105000
27215,2,1,1258,5120,2015-06-01,2015,6,112000
27217,2,1,1105,5120,2015-06-01,2015,6,140000
27218,3,1,1434,5120,2015-07-01,2015,7,115000
27219,3,2,1214,5120,2015-08-01,2015,8,92900
27220,4,1,1174,5120,2015-08-01,2015,8,135000
27221,3,2,1557,5120,2015-08-01,2015,8,171000
27222,3,3,1712,5120,2015-09-01,2015,9,187000
27223,5,3,2486,5120,2015-09-01,2015,9,150000
27224,3,1,1256,5120,2015-11-01,2015,11,138950
27225,4,2,1609,5120,2015-11-01,2015,11,108000
27227,3,2,1440,5120,2016-01-01,2016,1,152900
27229,3,1,1199,5120,2016-02-01,2016,2,95000
27231,4,3,1671,5120,2016-02-01,2016,2,99450
27233,2,1,948,5120,2016-03-01,2016,3,112500
27234,8,3,3215,5120,2016-04-01,2016,4,348000
27235,3,2,1151,5120,2016-04-01,2016,4,160000
27236,4,3,1473,5120,2016-04-01,2016,4,155000
27237,4,2,1249,5120,2016-06-01,2016,6,165000
27238,2,1,1163,5120,2016-06-01,2016,6,135000
27239,2,1,1015,5120,2016-06-01,2016,6,74000
27240,2,1,951,5120,2016-06-01,2016,6,122500
27241,3,2,1424,5120,2016-06-01,2016,6,180000
27242,4,2,2008,5120,2016-06-01,2016,6,138000
27244,3,3,1458,5120,2016-07-01,2016,7,172000
27245,3,2,1251,5120,2016-08-01,2016,8,130000
27246,3,3,1199,5120,2016-08-01,2016,8,135000
27247,3,3,1111,5120,2016-08-01,2016,8,135000
27248,4,2,2466,5120,2016-08-01,2016,8,174900
27249,4,2,1683,5120,2016-08-01,2016,8,125000
27250,4,2,2062,5120,2016-09-01,2016,9,61400
27251,3,2,1171,5120,2016-09-01,2016,9,164800
27252,3,1,1041,5120,2016-10-01,2016,10,110500
27253,3,2,1592,5120,2016-10-01,2016,10,172900
27254,2,2,1205,5120,2016-10-01,2016,10,142900
27255,3,2,1373,5120,2016-10-01,2016,10,139900
27256,3,2,1546,5120,2016-11-01,2016,11,170000
27257,4,2,1473,5120,2016-12-01,2016,12,167000
27259,4,1,1170,5120,2017-03-01,2017,3,85000
27260,3,2,1158,5120,2017-03-01,2017,3,109900
27261,2,1,909,5120,2017-03-01,2017,3,110000
27262,5,2,2441,5120,2017-03-01,2017,3,65000
27265,3,1,1256,5120,2017-05-01,2017,5,146000
27266,3,1,1056,5120,2017-05-01,2017,5,103500
27267,2,2,896,5120,2017-05-01,2017,5,92500
27268,3,1,1174,5120,2017-05-01,2017,5,138100
27269,5,2,2072,5120,2017-05-01,2017,5,125000
27271,4,2,1939,5120,2017-05-01,2017,5,200000
27273,3,2,1373,5120,2017-06-01,2017,6,147500
27274,3,2,1315,5120,2017-06-01,2017,6,194500
27275,3,2,1301,5120,2017-06-01,2017,6,134500
27276,2,1,812,5120,2017-06-01,2017,6,115500
27277,2,1,1084,5120,2017-06-01,2017,6,110000
27279,4,2,2680,5120,2017-06-01,2017,6,54000
27280,3,2,1177,5120,2017-07-01,2017,7,147000
27281,4,2,2380,5120,2017-08-01,2017,8,155900
27284,3,2,1438,5120,2017-09-01,2017,9,175000
27285,3,1,1275,5120,2017-09-01,2017,9,159900
27286,4,2,1896,5120,2017-09-01,2017,9,59900
27287,3,2,1375,5120,2017-10-01,2017,10,115000
