Bdrms,Baths_total,FinishedSqft,Lotsize,Sale_date,Year,Month,Sale_price
3,3,1577,8960,2021-08-25,2021,8,180000
4,2,1903,8960,2021-02-05,2021,2,140000
5,2,2268,8960,2021-05-05,2021,5,129000
4,1,1565,8960,2020-12-07,2020,12,182000
3,2,1855,8954,2016-01-01,2016,1,162000
2,1,860,8949,2021-03-12,2021,3,155000
4,2,1424,8944,2016-10-01,2016,10,215000
4,1,1502,8942,2021-03-08,2021,3,60000
4,2,1227,8940,2023-07-12,2023,7,230000
3,2,1348,8938,2016-11-01,2016,11,112000
5,4,3094,8928,2022-02-04,2022,2,320000
6,4,2430,8928,2015-12-01,2015,12,125000
3,3,2420,8925,2020-06-19,2020,6,375000
4,3,2244,8925,2019-08-28,2019,8,265000
3,2,1794,8925,2019-09-30,2019,9,249000
3,2,1174,8920,2023-05-23,2023,5,175000
5,3,2082,8910,2023-03-10,2023,3,225000
4,2,1222,8910,2023-08-22,2023,8,135000
4,2,2086,8910,2023-12-29,2023,12,234000
2,1,660,8910,2022-10-19,2022,10,65200
12,2,2024,8910,2022-04-22,2022,4,150000
6,4,3040,8910,2022-06-14,2022,6,250000
6,4,2594,8910,2022-06-02,2022,6,222000
5,2,1474,8910,2022-08-01,2022,8,210000
6,4,3040,8910,2021-03-01,2021,3,241500
4,2,1400,8910,2021-11-15,2021,11,165000
4,2,1335,8910,2021-10-12,2021,10,117500
4,1,1036,8910,2021-04-29,2021,4,89600
6,2,2016,8910,2021-11-24,2021,11,120500
6,4,2537,8910,2020-04-22,2020,4,181000
3,2,1275,8910,2020-01-28,2020,1,134900
6,4,2077,8910,2020-11-10,2020,11,185000
4,2,1607,8910,2020-07-24,2020,7,200000
6,4,2380,8910,2019-04-05,2019,4,135000
6,4,2613,8910,2013-03-01,2013,3,76000
3,2,1595,8910,2013-11-01,2013,11,165500
6,4,2481,8910,2014-03-01,2014,3,120000
5,3,2050,8910,2015-08-01,2015,8,95000
6,4,2850,8910,2015-12-01,2015,12,115000
5,2,1816,8910,2016-09-01,2016,9,35000
3,1,1652,8910,2017-04-01,2017,4,119900
6,2,2610,8910,2017-08-01,2017,8,210000
6,4,2562,8910,2017-08-01,2017,8,235000
4,2,2657,8910,2017-11-01,2017,11,323000
4,2,2182,8910,2018-08-01,2018,8,214500
3,2,1868,8910,2018-11-01,2018,11,115000
6,4,2451,8906,2017-11-01,2017,11,165000
2,1,1110,8905,2020-04-06,2020,4,87000
4,3,1822,8905,2019-09-21,2019,9,160000
4,2,1768,8901,2021-10-29,2021,10,220000
4,2,1920,8901,2020-09-23,2020,9,210000
3,2,1319,8900,2015-06-01,2015,6,144600
4,4,2324,8899,2022-09-08,2022,9,370000
6,4,2376,8896,2019-06-18,2019,6,139900
3,2,955,8896,2016-08-01,2016,8,98000
6,4,2451,8892,2020-07-07,2020,7,165300
4,2,1612,8892,2020-01-13,2020,1,222500
3,2,2092,8884,2016-04-01,2016,4,152000
3,2,1725,8883,2019-05-06,2019,5,245000
3,1,939,8880,2023-03-31,2023,3,125000
6,3,1737,8880,2020-12-22,2020,12,105000
3,2,1893,8880,2019-02-28,2019,2,99900
6,2,2361,8878,2023-07-18,2023,7,279000
3,3,2259,8858,2016-02-01,2016,2,195000
3,3,2259,8857,2020-09-08,2020,9,250000
7,2,2432,8856,2022-06-01,2022,6,212000
7,2,2432,8856,2020-08-24,2020,8,141500
3,1,992,8856,2018-09-01,2018,9,162500
8,2,2357,8850,2022-01-24,2022,1,205000
6,4,2512,8844,2017-07-01,2017,7,232500
4,2,2067,8840,2020-06-10,2020,6,275000
5,3,2349,8840,2019-08-16,2019,8,165225
4,2,2067,8840,2015-05-01,2015,5,213900
2,1,784,8832,2022-12-08,2022,12,92500
3,3,1614,8832,2015-05-01,2015,5,138913
4,2,1882,8832,2018-01-01,2018,1,181500
5,2,1846,8828,2023-01-20,2023,1,279000
4,1,1170,8820,2023-10-06,2023,10,204900
6,4,2560,8820,2023-03-28,2023,3,320000
5,2,2218,8820,2022-09-23,2022,9,290000
6,4,2402,8820,2021-08-13,2021,8,175000
5,2,2114,8820,2020-09-11,2020,9,136000
4,1,1170,8820,2013-08-01,2013,8,60000
3,3,1727,8820,2016-05-01,2016,5,164450
6,4,2402,8820,2016-11-01,2016,11,69900
5,4,2324,8820,2016-12-01,2016,12,155000
3,2,1437,8820,2018-11-01,2018,11,104000
3,2,1458,8819,2023-07-31,2023,7,155000
6,2,2682,8818,2022-04-14,2022,4,55000
5,2,1214,8818,2022-03-04,2022,3,217000
2,1,854,8818,2015-08-01,2015,8,85000
3,2,1467,8816,2023-11-20,2023,11,160000
4,3,1459,8814,2022-06-08,2022,6,230000
6,2,2228,8813,2013-11-01,2013,11,20000
4,2,1522,8804,2022-05-16,2022,5,346000
3,2,1892,8804,2019-03-20,2019,3,222500
3,1,1122,8804,2013-09-01,2013,9,194500
6,4,2451,8802,2023-03-31,2023,3,225000
6,4,2451,8802,2017-08-01,2017,8,163750
3,1,1377,8800,2022-01-28,2022,1,165000
3,1,1118,8800,2021-07-08,2021,7,69000
6,4,2451,8800,2020-10-30,2020,10,215000
3,1,1392,8800,2014-04-01,2014,4,155000
3,1,1392,8800,2018-11-01,2018,11,215000
3,2,2035,8796,2022-01-04,2022,1,256405
4,1,1172,8792,2023-09-20,2023,9,100000
3,3,1599,8792,2017-04-01,2017,4,195000
6,4,2385,8791,2018-10-01,2018,10,232400
5,4,2644,8790,2023-08-30,2023,8,251000
4,3,2138,8786,2018-01-01,2018,1,308800
3,2,1826,8781,2014-05-01,2014,5,139900
6,2,2332,8777,2020-10-30,2020,10,170000
3,2,1259,8775,2023-03-03,2023,3,205000
3,1,1224,8775,2023-09-19,2023,9,210000
4,2,1456,8775,2023-11-27,2023,11,265000
4,2,1851,8775,2022-12-02,2022,12,165000
4,3,2314,8775,2022-01-28,2022,1,250000
3,2,1266,8775,2021-10-28,2021,10,171777
3,2,1317,8775,2021-10-15,2021,10,150000
4,2,1176,8775,2021-11-22,2021,11,190000
4,3,2344,8775,2020-09-11,2020,9,112200
4,2,1456,8775,2020-02-17,2020,2,193000
3,2,1327,8775,2014-06-01,2014,6,138500
8,4,3693,8775,2015-08-01,2015,8,80000
4,2,1924,8775,2016-08-01,2016,8,162500
3,2,1327,8775,2016-09-01,2016,9,152500
4,2,1456,8775,2017-02-01,2017,2,177500
4,2,1222,8775,2018-12-01,2018,12,81000
6,4,2228,8763,2023-10-18,2023,10,255000
4,3,2137,8760,2022-08-31,2022,8,224900
3,1,1110,8760,2022-06-16,2022,6,169600
6,4,3017,8760,2022-10-06,2022,10,276000
6,2,2834,8760,2021-07-08,2021,7,68000
4,2,1788,8760,2021-04-23,2021,4,264900
4,3,2400,8760,2013-10-01,2013,10,112000
3,2,1026,8760,2016-09-01,2016,9,99900
6,4,2402,8758,2017-08-01,2017,8,89000
4,3,2479,8757,2020-02-28,2020,2,375000
3,3,2479,8757,2017-07-01,2017,7,69900
4,2,1502,8756,2022-06-21,2022,6,265000
4,3,1686,8756,2019-08-13,2019,8,65000
4,2,1502,8756,2015-12-01,2015,12,137000
4,2,2266,8750,2023-10-30,2023,10,260000
4,2,1829,8750,2023-04-24,2023,4,327000
2,2,1063,8750,2022-07-22,2022,7,80000
4,2,1391,8750,2021-10-08,2021,10,176000
3,2,1678,8750,2021-03-30,2021,3,45000
2,2,1688,8750,2020-11-02,2020,11,208000
3,2,1629,8750,2019-07-26,2019,7,180000
3,3,1629,8750,2013-05-01,2013,5,145000
3,2,1644,8750,2015-03-01,2015,3,164000
3,2,1629,8750,2015-06-01,2015,6,155000
4,2,1716,8750,2016-04-01,2016,4,135000
4,3,2506,8750,2016-06-01,2016,6,301250
3,2,1195,8750,2016-07-01,2016,7,121500
4,2,2266,8750,2017-02-01,2017,2,169000
5,2,2536,8750,2018-01-01,2018,1,337500
3,2,1186,8729,2016-03-01,2016,3,130000
4,2,1022,8712,2022-03-07,2022,3,100000
2,2,1580,8712,2022-06-27,2022,6,325000
3,2,1264,8712,2017-06-01,2017,6,122000
9,6,3380,8710,2023-03-13,2023,3,325000
7,3,3472,8710,2023-01-11,2023,1,135000
4,2,1285,8710,2021-04-26,2021,4,112000
3,2,1347,8710,2016-07-01,2016,7,56000
4,1,1336,8710,2017-02-01,2017,2,120000
3,2,1497,8710,2017-08-01,2017,8,145000
7,3,3472,8710,2018-12-01,2018,12,62900
3,1,1106,8707,2021-02-10,2021,2,34100
3,2,1433,8704,2022-11-09,2022,11,192500
4,1,1332,8704,2022-10-25,2022,10,206000
3,1,1179,8700,2023-07-07,2023,7,170000
3,1,1749,8700,2023-06-29,2023,6,137000
3,1,1749,8700,2023-09-14,2023,9,210000
4,2,2102,8700,2022-09-30,2022,9,200000
5,2,2486,8700,2020-05-28,2020,5,291500
4,4,3285,8700,2014-02-01,2014,2,285000
2,2,1595,8700,2014-04-01,2014,4,209000
3,1,1339,8700,2016-10-01,2016,10,90000
4,3,2420,8700,2016-12-01,2016,12,140000
2,2,1595,8700,2018-07-01,2018,7,235000
3,2,1713,8690,2018-10-01,2018,10,163000
4,2,1396,8687,2023-01-05,2023,1,199900
6,2,1496,8687,2022-01-07,2022,1,227500
4,2,1396,8687,2020-11-27,2020,11,170000
3,2,1470,8680,2023-06-28,2023,6,234000
5,4,2496,8680,2023-06-16,2023,6,313000
2,1,980,8680,2020-05-27,2020,5,160000
3,3,2061,8680,2019-09-05,2019,9,248700
3,3,1743,8680,2019-06-03,2019,6,191500
3,2,1743,8680,2014-05-01,2014,5,153000
3,2,792,8671,2022-10-21,2022,10,193000
4,3,3304,8670,2019-09-03,2019,9,221000
3,1,837,8670,2016-05-01,2016,5,63600
3,2,1830,8668,2013-10-01,2013,10,208000
4,3,2046,8664,2020-06-05,2020,6,278000
4,3,2046,8664,2019-06-20,2019,6,189500
2,2,1707,8662,2020-11-06,2020,11,160000
6,4,3017,8650,2023-01-09,2023,1,259900
6,3,4469,8650,2017-01-01,2017,1,95000
9,2,1680,8648,2022-10-21,2022,10,262000
6,4,2661,8646,2022-06-09,2022,6,137500
3,2,1453,8645,2017-03-01,2017,3,94000
2,2,1100,8642,2020-08-19,2020,8,172500
4,2,1607,8640,2023-12-01,2023,12,194300
6,4,2222,8640,2022-01-21,2022,1,180000
4,2,1433,8640,2021-06-18,2021,6,225000
2,2,787,8640,2021-05-03,2021,5,172000
5,3,2113,8640,2021-07-07,2021,7,267000
4,2,1607,8640,2020-11-26,2020,11,142000
3,1,1476,8640,2020-09-11,2020,9,124000
3,2,2026,8640,2020-07-10,2020,7,266000
4,2,1433,8640,2013-06-01,2013,6,144000
4,4,3098,8640,2014-07-01,2014,7,270000
5,3,2113,8640,2014-10-01,2014,10,146000
3,2,1399,8640,2016-04-01,2016,4,163000
3,2,2026,8640,2017-04-01,2017,4,211000
4,2,1090,8640,2017-08-01,2017,8,126000
9,6,3648,8639,2021-10-18,2021,10,375900
3,1,1342,8631,2018-06-01,2018,6,155000
4,2,2161,8625,2020-07-30,2020,7,225000
3,3,2194,8625,2019-06-26,2019,6,277500
3,4,2194,8625,2015-08-01,2015,8,250000
3,2,1261,8625,2016-11-01,2016,11,129900
4,3,2218,8625,2017-01-01,2017,1,241900
4,2,1903,8623,2018-03-01,2018,3,82500
6,3,2126,8614,2022-04-25,2022,4,305000
3,2,1040,8614,2018-04-01,2018,4,148000
5,4,2653,8610,2018-06-01,2018,6,160000
4,2,1669,8604,2022-08-26,2022,8,270000
3,1,1512,8604,2018-11-01,2018,11,157000
4,1,1456,8601,2016-04-01,2016,4,118500
6,2,2664,8600,2016-07-01,2016,7,372000
4,3,1874,8600,2017-06-01,2017,6,275000
6,4,2514,8598,2022-09-01,2022,9,194000
4,1,958,8595,2020-10-16,2020,10,235000
6,4,2376,8591,2018-09-01,2018,9,105000
4,2,1706,8580,2023-12-22,2023,12,85000
6,4,2556,8580,2022-03-18,2022,3,245000
4,2,1974,8580,2021-02-24,2021,2,226000
6,4,2556,8580,2020-09-11,2020,9,182000
4,2,1776,8580,2020-03-20,2020,3,19500
2,2,1142,8580,2020-10-09,2020,10,135000
4,2,1695,8580,2020-07-10,2020,7,240000
6,4,2210,8580,2019-11-08,2019,11,171000
3,1,1060,8580,2014-07-01,2014,7,68000
4,2,2061,8580,2015-03-01,2015,3,65000
3,2,1338,8580,2015-07-01,2015,7,129900
4,2,1305,8580,2015-08-01,2015,8,124900
6,4,2210,8580,2016-12-01,2016,12,124000
3,2,1502,8580,2017-01-01,2017,1,137500
3,1,1098,8580,2017-10-01,2017,10,79000
3,3,1757,8580,2017-10-01,2017,10,190000
4,2,1173,8576,2023-08-07,2023,8,278000
3,2,1776,8576,2023-11-02,2023,11,295000
3,2,1664,8576,2023-10-04,2023,10,250000
5,2,2299,8576,2021-01-27,2021,1,291000
4,2,1689,8576,2020-08-17,2020,8,208000
4,2,1711,8576,2020-06-17,2020,6,244000
3,2,1167,8576,2019-08-12,2019,8,160000
3,2,1565,8576,2013-09-01,2013,9,129000
3,1,1316,8576,2015-12-01,2015,12,154000
3,2,1565,8576,2016-05-01,2016,5,146000
4,2,1173,8576,2016-08-01,2016,8,128000
4,2,2310,8571,2021-07-01,2021,7,244000
3,2,1670,8568,2021-01-27,2021,1,225000
6,4,2402,8565,2023-06-13,2023,6,240000
4,3,2227,8565,2023-04-11,2023,4,175000
4,2,2182,8563,2021-06-29,2021,6,330000
3,2,1886,8560,2018-09-01,2018,9,225000
4,2,1648,8556,2018-10-01,2018,10,125001
2,1,974,8550,2023-10-31,2023,10,97000
4,3,2240,8550,2023-03-17,2023,3,235000
4,2,1891,8550,2022-06-30,2022,6,245000
3,1,1358,8550,2021-03-26,2021,3,220000
3,3,2293,8550,2019-12-03,2019,12,230000
3,3,2293,8550,2013-12-01,2013,12,165000
4,3,2240,8550,2015-12-01,2015,12,103900
4,2,1891,8550,2016-10-01,2016,10,177000
5,2,1795,8550,2017-08-01,2017,8,112000
10,3,2206,8540,2023-01-25,2023,1,150000
3,2,1980,8540,2023-06-15,2023,6,365000
5,2,3297,8540,2013-06-01,2013,6,296000
6,4,2896,8540,2014-12-01,2014,12,110000
5,1,1300,8540,2018-08-01,2018,8,124000
3,1,1092,8534,2021-07-09,2021,7,155000
6,4,2896,8532,2020-11-16,2020,11,221000
3,1,1152,8532,2013-07-01,2013,7,69900
4,2,1652,8532,2018-02-01,2018,2,123000
2,2,1333,8532,2018-08-01,2018,8,126000
4,2,2416,8529,2016-01-01,2016,1,160000
3,2,1206,8528,2021-05-24,2021,5,195000
1,2,848,8528,2021-05-24,2021,5,215000
2,1,1161,8520,2022-07-05,2022,7,128000
5,2,2494,8520,2022-05-10,2022,5,110000
6,4,2231,8520,2022-03-25,2022,3,200000
6,2,2186,8520,2021-09-16,2021,9,245000
4,3,1646,8520,2013-10-01,2013,10,194000
3,2,1660,8517,2023-10-19,2023,10,230000
3,2,1660,8517,2017-08-01,2017,8,160395
4,1,1358,8515,2017-09-01,2017,9,129900
5,3,2085,8512,2023-09-25,2023,9,215000
3,2,1513,8512,2021-07-13,2021,7,194000
3,2,1453,8512,2020-09-11,2020,9,146000
4,2,1815,8512,2017-10-01,2017,10,158000
3,2,1453,8512,2018-04-01,2018,4,100000
4,3,1631,8509,2022-05-09,2022,5,285000
3,1,1098,8505,2020-12-14,2020,12,80000
5,4,2330,8505,2020-08-24,2020,8,284900
3,1,1098,8505,2013-11-01,2013,11,50000
5,3,2202,8505,2015-09-01,2015,9,178300
5,4,2330,8505,2017-09-01,2017,9,237000
3,3,1747,8501,2018-12-01,2018,12,173500
3,2,1149,8500,2023-04-24,2023,4,140000
6,2,2502,8500,2022-11-30,2022,11,155000
7,3,4500,8500,2020-07-03,2020,7,162500
3,2,1274,8500,2020-08-28,2020,8,185000
4,2,1280,8500,2015-10-01,2015,10,79000
3,1,1149,8500,2017-11-01,2017,11,122900
4,2,1677,8500,2018-11-01,2018,11,178400
3,1,1317,8498,2022-07-12,2022,7,160000
3,4,1675,8494,2023-06-09,2023,6,255000
6,2,1976,8494,2018-07-01,2018,7,215000
4,3,1413,8484,2023-01-26,2023,1,185000
1,2,1120,8480,2020-11-20,2020,11,166500
4,3,1925,8480,2017-06-01,2017,6,252000
4,1,1032,8480,2018-02-01,2018,2,123600
4,2,1372,8479,2015-07-01,2015,7,125000
3,1,1107,8479,2017-09-01,2017,9,130000
3,3,1659,8475,2019-11-15,2019,11,197000
3,2,1549,8472,2013-06-01,2013,6,190000
4,2,2552,8469,2013-06-01,2013,6,175000
4,2,2552,8469,2016-09-01,2016,9,212000
4,2,2552,8468,2021-05-26,2021,5,280000
4,2,2160,8460,2022-03-18,2022,3,122500
5,2,2352,8460,2021-09-02,2021,9,120000
3,2,1470,8460,2020-07-21,2020,7,225000
3,2,1470,8460,2013-07-01,2013,7,152000
5,2,2352,8460,2017-01-01,2017,1,74900
2,1,1672,8453,2022-09-22,2022,9,150000
3,1,1141,8450,2023-04-29,2023,4,109000
3,1,1123,8450,2023-10-17,2023,10,250000
4,2,2014,8450,2022-05-02,2022,5,196000
7,4,3152,8450,2022-05-05,2022,5,325000
1,2,1207,8450,2021-06-25,2021,6,180000
5,4,2632,8450,2021-05-20,2021,5,269900
3,2,1826,8450,2021-09-24,2021,9,310000
6,4,2666,8450,2020-08-14,2020,8,160000
3,1,1122,8450,2020-10-22,2020,10,160000
6,4,2641,8450,2013-02-01,2013,2,125000
3,1,1061,8450,2015-12-01,2015,12,74400
5,4,2632,8450,2017-07-01,2017,7,194200
2,1,1406,8450,2017-10-01,2017,10,75000
3,2,1769,8449,2018-04-01,2018,4,218000
4,3,2477,8448,2022-09-16,2022,9,215000
5,2,2271,8448,2022-10-07,2022,10,163000
3,2,1139,8448,2021-03-09,2021,3,153000
5,2,2033,8448,2020-08-28,2020,8,130000
3,2,1054,8445,2022-11-03,2022,11,166000
3,2,1499,8442,2019-06-25,2019,6,210500
3,2,1499,8442,2018-04-01,2018,4,215000
6,3,2456,8425,2020-12-23,2020,12,154000
4,3,1914,8424,2014-10-01,2014,10,160000
3,1,1391,8424,2015-07-01,2015,7,78500
3,2,1814,8418,2019-08-01,2019,8,248000
3,2,1899,8418,2015-12-01,2015,12,154900
3,1,1009,8418,2016-04-01,2016,4,100000
2,4,2071,8417,2013-04-01,2013,4,193000
5,3,2922,8415,2022-04-11,2022,4,290000
5,3,2922,8415,2017-07-01,2017,7,199000
3,1,1288,8410,2021-03-02,2021,3,180000
3,2,2029,8410,2013-06-01,2013,6,34000
3,1,1288,8410,2017-06-01,2017,6,130000
6,4,2426,8400,2023-08-04,2023,8,230000
6,4,2451,8400,2023-03-31,2023,3,195000
3,2,1804,8400,2023-08-04,2023,8,305000
2,2,1248,8400,2023-03-03,2023,3,179000
3,2,1858,8400,2023-03-24,2023,3,80000
4,2,1638,8400,2023-04-21,2023,4,285000
3,1,1008,8400,2023-06-23,2023,6,250000
4,2,1642,8400,2023-09-18,2023,9,290000
6,4,2451,8400,2022-12-21,2022,12,229900
6,4,2451,8400,2022-08-08,2022,8,250000
4,2,2255,8400,2022-10-31,2022,10,210000
3,2,905,8400,2022-06-09,2022,6,160000
4,2,1782,8400,2022-07-25,2022,7,99000
3,1,1144,8400,2022-06-06,2022,6,190000
8,3,2663,8400,2022-02-17,2022,2,270000
6,2,1710,8400,2022-02-24,2022,2,215000
3,2,1171,8400,2022-05-12,2022,5,130000
2,1,748,8400,2022-10-05,2022,10,200000
3,2,1933,8400,2022-06-14,2022,6,275000
5,3,2281,8400,2022-08-16,2022,8,331000
5,3,2661,8400,2022-01-21,2022,1,267500
3,2,2157,8400,2021-04-29,2021,4,275000
3,1,1125,8400,2021-07-09,2021,7,262000
4,2,1503,8400,2021-09-17,2021,9,175000
2,1,1031,8400,2021-02-06,2021,2,176000
4,2,1638,8400,2021-08-19,2021,8,310000
3,2,1808,8400,2021-11-12,2021,11,318000
5,2,1585,8400,2020-11-23,2020,11,79000
4,2,1548,8400,2020-08-12,2020,8,270000
6,4,2896,8400,2019-05-16,2019,5,208000
4,1,1487,8400,2015-04-01,2015,4,78000
3,2,2157,8400,2015-06-01,2015,6,185000
4,2,1503,8400,2015-06-01,2015,6,105000
2,1,738,8400,2015-08-01,2015,8,40000
3,1,1085,8400,2016-04-01,2016,4,56500
4,2,1515,8400,2016-04-01,2016,4,148000
4,2,1461,8400,2016-04-01,2016,4,170000
4,2,1636,8400,2016-07-01,2016,7,199900
3,2,1756,8400,2016-07-01,2016,7,232000
3,2,1804,8400,2017-04-01,2017,4,160000
6,2,2228,8400,2017-07-01,2017,7,140100
5,2,1854,8400,2017-07-01,2017,7,187900
3,2,2174,8400,2017-07-01,2017,7,195000
5,3,2661,8400,2017-07-01,2017,7,205000
3,2,1528,8400,2017-09-01,2017,9,145000
5,2,2688,8400,2017-09-01,2017,9,215000
3,3,2523,8400,2017-11-01,2017,11,280000
4,2,1099,8400,2017-11-01,2017,11,149900
3,2,1933,8400,2017-11-01,2017,11,164900
3,1,1144,8400,2018-08-01,2018,8,134900
3,2,1687,8400,2018-08-01,2018,8,110000
3,1,1331,8400,2018-11-01,2018,11,149800
5,2,2272,8400,2018-11-01,2018,11,169000
3,2,1375,8398,2019-11-14,2019,11,184900
5,1,1036,8395,2023-12-28,2023,12,159900
4,3,2208,8395,2021-06-25,2021,6,331500
3,2,1072,8385,2013-05-01,2013,5,94000
8,2,1254,8382,2022-02-15,2022,2,210000
10,2,2199,8382,2022-03-15,2022,3,120000
6,4,2556,8382,2018-06-01,2018,6,139900
6,4,2594,8382,2018-11-01,2018,11,163500
6,4,2402,8378,2022-12-22,2022,12,190000
6,4,2782,8376,2019-03-25,2019,3,165000
6,4,2999,8375,2018-02-01,2018,2,140500
6,2,2090,8370,2023-12-12,2023,12,225000
3,2,1815,8370,2015-07-01,2015,7,189900
6,2,1896,8363,2016-06-01,2016,6,164500
4,2,1581,8362,2020-08-03,2020,8,118000
6,4,2896,8356,2021-03-09,2021,3,215000
4,2,1799,8352,2020-12-07,2020,12,255000
6,2,1728,8352,2020-03-31,2020,3,170000
4,2,1691,8346,2020-05-20,2020,5,181900
4,3,1973,8340,2013-12-01,2013,12,185000
6,4,2579,8332,2020-10-30,2020,10,260000
6,4,2579,8332,2017-06-01,2017,6,195000
3,1,991,8330,2021-04-16,2021,4,180000
9,6,4151,8325,2019-09-06,2019,9,188600
3,2,1294,8325,2013-08-01,2013,8,125000
3,1,1167,8325,2015-11-01,2015,11,129800
6,4,2577,8322,2019-07-15,2019,7,240000
6,4,2577,8322,2016-07-01,2016,7,205000
3,1,1292,8320,2023-12-18,2023,12,75000
5,2,1963,8320,2023-12-29,2023,12,220000
5,2,2077,8320,2023-03-15,2023,3,326200
6,1,1038,8320,2022-11-28,2022,11,210000
4,1,1328,8320,2022-08-05,2022,8,239000
3,1,1038,8320,2021-04-29,2021,4,182500
3,2,1770,8320,2013-02-01,2013,2,172500
4,2,2595,8320,2013-04-01,2013,4,187500
5,3,2238,8320,2013-06-01,2013,6,124500
3,2,1933,8320,2015-06-01,2015,6,207500
3,2,1770,8320,2016-03-01,2016,3,173500
3,2,1933,8320,2017-08-01,2017,8,212000
4,3,1648,8316,2018-03-01,2018,3,210000
5,3,2661,8313,2022-03-31,2022,3,280000
3,2,856,8308,2022-08-23,2022,8,190000
4,2,1486,8308,2019-08-01,2019,8,209900
5,3,2271,8308,2015-05-01,2015,5,98000
5,3,2271,8308,2016-05-01,2016,5,108000
4,2,1486,8308,2016-05-01,2016,5,131500
3,2,1029,8308,2016-11-01,2016,11,143900
6,2,2622,8308,2018-03-01,2018,3,190500
6,2,2244,8308,2018-07-01,2018,7,230000
4,1,1202,8300,2020-10-22,2020,10,205000
4,2,1798,8296,2018-06-01,2018,6,217900
4,2,1388,8280,2022-03-08,2022,3,192000
4,2,1672,8280,2022-07-07,2022,7,195000
4,3,1710,8280,2022-07-08,2022,7,325000
2,2,1096,8280,2021-08-07,2021,8,200000
4,2,1672,8280,2021-12-06,2021,12,180000
3,2,1268,8280,2021-08-24,2021,8,330000
3,2,1684,8280,2021-02-22,2021,2,307500
3,1,1436,8280,2021-06-29,2021,6,235000
3,2,1224,8280,2019-10-28,2019,10,170000
6,4,2248,8280,2013-09-01,2013,9,187555
4,3,1682,8280,2014-10-01,2014,10,84000
3,2,1503,8280,2016-08-01,2016,8,160000
4,2,1976,8280,2018-01-01,2018,1,101200
4,3,1710,8280,2018-02-01,2018,2,209000
3,2,2133,8280,2018-03-01,2018,3,230500
4,2,1756,8272,2022-06-09,2022,6,98000
3,2,1894,8268,2020-03-27,2020,3,259900
2,2,1762,8268,2020-09-17,2020,9,205000
2,3,1432,8268,2019-10-11,2019,10,155000
5,5,3501,8267,2017-07-01,2017,7,324900
6,4,2407,8260,2019-11-01,2019,11,244000
6,4,2407,8260,2016-02-01,2016,2,193500
4,3,1664,8260,2017-06-01,2017,6,175000
3,2,1496,8256,2015-12-01,2015,12,151500
6,3,2226,8255,2020-02-13,2020,2,115000
6,2,2402,8250,2023-05-30,2023,5,80000
4,3,3042,8250,2023-11-29,2023,11,212000
3,2,1812,8250,2023-06-09,2023,6,184000
3,3,2318,8250,2022-02-07,2022,2,185000
2,3,1598,8250,2022-08-31,2022,8,180000
5,2,2310,8250,2022-04-28,2022,4,220000
3,1,1058,8250,2022-05-12,2022,5,206000
5,4,2750,8250,2022-03-02,2022,3,299000
2,3,1180,8250,2022-07-21,2022,7,125000
6,2,2577,8250,2022-02-28,2022,2,295000
6,2,2249,8250,2022-08-12,2022,8,255000
5,3,2109,8250,2021-03-05,2021,3,190900
3,3,1931,8250,2021-06-28,2021,6,191500
5,3,1970,8250,2021-06-07,2021,6,263800
4,2,2188,8250,2021-10-15,2021,10,222000
5,2,2109,8250,2020-02-10,2020,2,175000
4,3,2740,8250,2020-05-29,2020,5,155000
4,2,2872,8250,2020-07-28,2020,7,183500
3,2,1125,8250,2020-09-18,2020,9,199900
5,4,2670,8250,2014-01-01,2014,1,122000
5,3,2660,8250,2014-09-01,2014,9,139000
5,4,2750,8250,2015-06-01,2015,6,190000
5,5,2800,8250,2015-07-01,2015,7,219000
6,4,2426,8250,2016-01-01,2016,1,114000
4,2,2435,8250,2016-05-01,2016,5,108000
2,2,1345,8250,2016-06-01,2016,6,150000
3,2,1096,8250,2016-09-01,2016,9,127000
6,4,2463,8250,2017-12-01,2017,12,130000
6,4,2171,8250,2018-02-01,2018,2,132900
4,2,1825,8247,2020-02-19,2020,2,196000
3,2,1548,8246,2018-08-01,2018,8,155000
3,2,1403,8245,2016-08-01,2016,8,91000
5,3,2522,8242,2020-09-18,2020,9,242500
3,2,1289,8240,2019-06-19,2019,6,92000
3,1,1213,8236,2020-07-15,2020,7,113000
3,2,982,8235,2016-07-01,2016,7,115000
3,2,1344,8235,2018-05-01,2018,5,139000
3,2,1536,8229,2021-07-09,2021,7,139000
3,3,2117,8225,2018-10-01,2018,10,89900
2,1,991,8220,2023-12-19,2023,12,162500
3,1,895,8220,2021-09-03,2021,9,170000
2,2,1206,8220,2019-01-07,2019,1,175000
3,2,1908,8220,2016-11-01,2016,11,112500
5,3,2638,8220,2017-06-01,2017,6,200000
4,2,1941,8220,2017-08-01,2017,8,160000
6,2,2314,8220,2017-10-01,2017,10,189900
4,2,1634,8220,2018-10-01,2018,10,219500
3,3,1619,8217,2019-08-12,2019,8,175500
3,2,1330,8215,2013-01-01,2013,1,114000
3,2,1330,8215,2015-07-01,2015,7,142000
5,3,2530,8211,2022-11-18,2022,11,278300
3,1,1380,8211,2017-09-01,2017,9,162500
3,1,972,8208,2023-05-16,2023,5,125000
4,2,1283,8208,2018-04-01,2018,4,135000
12,4,2303,8200,2022-05-27,2022,5,210000
6,4,2303,8200,2020-10-30,2020,10,175000
