proptype,district,nbhd,style,extwall,stories,year_built,rooms,finishedsqft,units,bdrms,fbath,hbath,lotsize,sale_date,sale_price,sale_year,sale_month
residential,9.0,360.0,ranch,brick,1.0,1958.0,5.0,1048.0,1,3.0,2.0,0.0,12375.0,2022-12-12,150000.0,2022.0,12.0
residential,1.0,380.0,cape cod,brick,1.0,1948.0,5.0,1248.0,1,3.0,1.0,0.0,9350.0,2022-03-18,204000.0,2022.0,3.0
residential,1.0,380.0,ranch,aluminum/vinyl,1.0,1963.0,6.0,1159.0,1,3.0,2.0,0.0,7540.0,2022-10-24,280000.0,2022.0,10.0
residential,1.0,380.0,ranch,aluminum/vinyl,1.0,1952.0,14.0,1120.0,1,8.0,2.0,0.0,10800.0,2022-04-11,240000.0,2022.0,4.0
residential,1.0,380.0,colonial,wood,2.0,1966.0,16.0,1520.0,1,8.0,1.0,1.0,10895.0,2022-02-28,165000.0,2022.0,2.0
residential,1.0,380.0,cape cod,aluminum/vinyl,1.5,1957.0,12.0,1678.0,1,6.0,1.0,1.0,13044.0,2022-02-11,251660.0,2022.0,2.0
residential,1.0,380.0,ranch,wood,1.0,1955.0,5.0,1120.0,1,3.0,1.0,1.0,11850.0,2022-08-05,250000.0,2022.0,8.0
residential,1.0,380.0,ranch,brick,1.0,1956.0,5.0,1483.0,1,3.0,2.0,0.0,12000.0,2022-06-07,299900.0,2022.0,6.0
residential,1.0,380.0,ranch,brick,1.0,1955.0,5.0,923.0,1,3.0,2.0,0.0,11175.0,2022-08-04,180000.0,2022.0,8.0
residential,1.0,380.0,ranch,brick,1.0,1955.0,12.0,1261.0,1,6.0,2.0,0.0,11138.0,2022-04-12,205000.0,2022.0,4.0
residential,1.0,380.0,ranch,aluminum/vinyl,1.0,1960.0,5.0,1186.0,1,3.0,1.0,1.0,11132.0,2022-07-05,207500.0,2022.0,7.0
residential,1.0,380.0,ranch,aluminum/vinyl,1.0,1963.0,5.0,1255.0,1,3.0,2.0,1.0,11840.0,2022-07-26,195000.0,2022.0,7.0
residential,1.0,380.0,ranch,brick,1.0,1960.0,5.0,1211.0,1,3.0,1.0,1.0,12348.0,2022-06-22,140000.0,2022.0,6.0
residential,1.0,380.0,ranch,aluminum/vinyl,1.0,1964.0,6.0,1164.0,1,3.0,1.0,1.0,11310.0,2022-03-18,210000.0,2022.0,3.0
residential,1.0,380.0,ranch,aluminum/vinyl,1.0,1982.0,10.0,1007.0,1,6.0,1.0,1.0,8701.0,2022-02-16,190000.0,2022.0,2.0
commercial,1.0,6216.0,pole building,metal siding,1.0,1984.0,0.0,3908.0,2,4.0,0.0,0.0,11792.0,2022-06-09,215000.0,2022.0,6.0
residential,9.0,360.0,ranch,brick,1.0,1966.0,6.0,1621.0,1,3.0,1.0,1.0,12625.0,2022-12-27,266000.0,2022.0,12.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1957.0,10.0,1108.0,1,6.0,1.0,1.0,10125.0,2022-10-25,195900.0,2022.0,10.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1957.0,5.0,1188.0,1,3.0,1.0,1.0,8750.0,2022-08-12,212000.0,2022.0,8.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1960.0,18.0,1132.0,1,9.0,1.0,0.0,8892.0,2022-03-10,220000.0,2022.0,3.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1961.0,5.0,1079.0,1,3.0,1.0,1.0,11536.0,2022-12-30,175000.0,2022.0,12.0
commercial,9.0,6206.0,office building - 1 story,concrete block,1.0,1984.0,0.0,5345.0,1,0.0,0.0,0.0,23058.0,2022-07-20,590000.0,2022.0,7.0
commercial,9.0,6206.0,"store building - single tenant, 1 story",fiber cement/hardiplank,1.0,1985.0,0.0,15339.0,2,0.0,0.0,0.0,63162.0,2022-09-27,725000.0,2022.0,9.0
commercial,9.0,6420.0,warehouse building - 1 story,concrete block,1.0,1991.0,0.0,139280.0,2,0.0,0.0,0.0,835916.0,2022-07-25,7300000.0,2022.0,7.0
residential,9.0,440.0,ranch,brick,1.0,1966.0,6.0,1438.0,1,3.0,1.0,1.0,10000.0,2022-01-31,185000.0,2022.0,1.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1967.0,6.0,1462.0,1,3.0,2.0,1.0,9375.0,2022-09-06,225000.0,2022.0,9.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1965.0,6.0,1147.0,1,3.0,1.0,1.0,9375.0,2022-10-12,222000.0,2022.0,10.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1966.0,6.0,1438.0,1,3.0,1.0,1.0,10854.0,2022-10-19,255000.0,2022.0,10.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1967.0,6.0,1461.0,1,3.0,1.0,1.0,9240.0,2022-12-15,232000.0,2022.0,12.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1969.0,5.0,1219.0,1,3.0,1.0,2.0,9375.0,2022-09-07,235000.0,2022.0,9.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1969.0,6.0,1325.0,1,3.0,1.0,1.0,10425.0,2022-09-19,249000.0,2022.0,9.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1971.0,6.0,1243.0,1,3.0,1.0,1.0,9000.0,2022-07-14,225000.0,2022.0,7.0
residential,9.0,440.0,duplex n/s,brick,1.5,1968.0,18.0,2259.0,2,10.0,2.0,0.0,7735.0,2022-03-31,185000.0,2022.0,3.0
residential,9.0,440.0,duplex n/s,aluminum/vinyl,2.0,1968.0,20.0,2101.0,2,12.0,2.0,0.0,7200.0,2022-02-24,167751.0,2022.0,2.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1976.0,7.0,1528.0,1,3.0,1.0,1.0,9050.0,2022-02-11,245000.0,2022.0,2.0
residential,5.0,440.0,ranch,aluminum/vinyl,1.0,1988.0,6.0,1748.0,1,3.0,2.0,0.0,12000.0,2022-10-04,285000.0,2022.0,10.0
residential,5.0,440.0,colonial,aluminum/vinyl,2.0,1987.0,8.0,1984.0,1,4.0,3.0,1.0,12019.0,2022-02-18,310000.0,2022.0,2.0
residential,5.0,440.0,ranch,aluminum/vinyl,1.0,1983.0,5.0,1440.0,1,3.0,2.0,0.0,12455.0,2022-07-29,277000.0,2022.0,7.0
residential,5.0,440.0,ranch,aluminum/vinyl,1.0,1988.0,6.0,1552.0,1,3.0,2.0,0.0,12016.0,2022-09-15,260000.0,2022.0,9.0
residential,5.0,440.0,ranch,aluminum/vinyl,1.0,2008.0,12.0,1604.0,1,6.0,2.0,0.0,13743.0,2022-06-02,348000.0,2022.0,6.0
residential,5.0,440.0,colonial,aluminum/vinyl,2.0,1979.0,16.0,2137.0,1,8.0,2.0,1.0,15756.0,2022-06-02,351000.0,2022.0,6.0
residential,5.0,440.0,colonial,aluminum/vinyl,2.0,1984.0,7.0,1970.0,1,3.0,2.0,1.0,20000.0,2022-11-28,267500.0,2022.0,11.0
residential,5.0,440.0,split level,aluminum/vinyl,1.0,1982.0,7.0,1894.0,1,3.0,2.0,0.0,19920.0,2022-12-01,340000.0,2022.0,12.0
residential,5.0,440.0,ranch,aluminum/vinyl,1.0,1952.0,6.0,1486.0,1,3.0,2.0,0.0,58370.0,2022-09-19,215000.0,2022.0,9.0
residential,5.0,440.0,ranch,wood,1.0,1982.0,6.0,1708.0,1,3.0,2.0,1.0,26572.0,2022-08-23,324900.0,2022.0,8.0
residential,5.0,440.0,colonial,masonry/frame,2.0,1976.0,7.0,2143.0,1,3.0,2.0,1.0,40075.0,2022-10-10,320000.0,2022.0,10.0
residential,5.0,440.0,ranch,stone,1.0,1948.0,6.0,1875.0,1,3.0,2.0,0.0,29072.0,2022-05-31,262500.0,2022.0,5.0
residential,5.0,440.0,ranch,wood,1.0,1967.0,7.0,1928.0,1,4.0,2.0,0.0,55321.0,2022-01-11,205000.0,2022.0,1.0
commercial,5.0,6460.0,office building - class a,brick,12.0,1983.0,0.0,210744.0,725,0.0,0.0,0.0,0.0,2022-07-19,21850000.0,2022.0,7.0
commercial,5.0,6453.0,office building - 1 story,brick,1.0,2006.0,0.0,29297.0,1,0.0,0.0,0.0,0.0,2022-03-31,3850000.0,2022.0,3.0
residential,5.0,820.0,colonial,aluminum/vinyl,2.0,2018.0,0.0,2139.0,1,3.0,2.0,1.0,10133.0,2022-06-19,400000.0,2022.0,6.0
residential,5.0,820.0,colonial,aluminum/vinyl,2.0,2010.0,9.0,2329.0,1,4.0,2.0,1.0,12077.0,2022-07-13,445000.0,2022.0,7.0
residential,5.0,820.0,colonial,aluminum/vinyl,2.0,2013.0,7.0,2780.0,1,5.0,3.0,1.0,9990.0,2022-10-17,420000.0,2022.0,10.0
residential,5.0,820.0,colonial,aluminum/vinyl,2.0,2016.0,0.0,3328.0,1,5.0,3.0,1.0,10506.0,2022-04-05,467000.0,2022.0,4.0
residential,5.0,820.0,ranch,stone,1.0,1962.0,6.0,2132.0,1,4.0,2.0,1.0,52708.0,2022-09-26,381500.0,2022.0,9.0
residential,5.0,440.0,ranch,aluminum/vinyl,1.0,1952.0,12.0,1884.0,1,8.0,1.0,0.0,34848.0,2022-03-23,200000.0,2022.0,3.0
residential,5.0,440.0,cape cod,brick,1.5,1941.0,7.0,1725.0,1,3.0,2.0,0.0,35560.0,2022-07-13,273000.0,2022.0,7.0
residential,5.0,440.0,cape cod,aluminum/vinyl,1.0,1939.0,4.0,1049.0,1,2.0,1.0,0.0,58674.0,2022-06-09,207000.0,2022.0,6.0
residential,5.0,440.0,ranch,brick,1.0,1954.0,12.0,1595.0,1,6.0,3.0,0.0,29185.0,2022-11-21,320000.0,2022.0,11.0
residential,5.0,440.0,cape cod,aluminum/vinyl,1.0,1978.0,10.0,1545.0,1,8.0,2.0,1.0,23920.0,2022-05-16,280000.0,2022.0,5.0
residential,5.0,440.0,colonial,prem wood,2.0,1964.0,8.0,3042.0,1,4.0,2.0,0.0,11978.0,2022-10-19,297000.0,2022.0,10.0
residential,5.0,440.0,ranch,wood,1.0,1964.0,14.0,1489.0,1,6.0,1.0,1.0,12011.0,2022-05-26,275000.0,2022.0,5.0
residential,5.0,440.0,ranch,wood,1.0,1964.0,7.0,1621.0,1,4.0,2.0,0.0,13066.0,2022-09-08,324900.0,2022.0,9.0
residential,5.0,440.0,colonial,aluminum/vinyl,2.0,1971.0,6.0,2324.0,1,3.0,3.0,1.0,12600.0,2022-12-15,330000.0,2022.0,12.0
residential,5.0,440.0,ranch,brick,1.0,1969.0,6.0,1450.0,1,2.0,1.0,1.0,12765.0,2022-06-03,245000.0,2022.0,6.0
residential,5.0,440.0,cape cod,wood,1.5,1962.0,7.0,1985.0,1,4.0,2.0,0.0,13716.0,2022-08-03,190000.0,2022.0,8.0
residential,5.0,440.0,split level,wood,1.0,1965.0,9.0,2075.0,1,4.0,2.0,0.0,14184.0,2022-02-14,330000.0,2022.0,2.0
residential,5.0,440.0,ranch,brick,1.0,1967.0,6.0,1632.0,1,3.0,1.0,1.0,12000.0,2022-06-13,305000.0,2022.0,6.0
residential,5.0,440.0,colonial,aluminum/vinyl,2.0,1969.0,8.0,2249.0,1,4.0,2.0,1.0,12000.0,2022-03-25,285000.0,2022.0,3.0
residential,2.0,480.0,ranch,aluminum/vinyl,1.0,1965.0,12.0,1374.0,1,6.0,2.0,1.0,15900.0,2022-04-11,350000.0,2022.0,4.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1964.0,6.0,1333.0,1,4.0,1.0,1.0,9220.0,2022-02-28,205000.0,2022.0,2.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1965.0,5.0,1259.0,1,3.0,1.0,1.0,11250.0,2022-12-27,163000.0,2022.0,12.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1965.0,6.0,1333.0,1,4.0,1.0,1.0,11250.0,2022-10-06,325000.0,2022.0,10.0
residential,9.0,480.0,ranch,asphalt/other,1.0,1966.0,6.0,1420.0,1,3.0,1.0,1.0,10200.0,2022-07-08,194000.0,2022.0,7.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1967.0,5.0,1231.0,1,3.0,2.0,1.0,10800.0,2022-08-10,230000.0,2022.0,8.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1966.0,8.0,1662.0,1,4.0,1.0,1.0,9000.0,2022-06-22,270000.0,2022.0,6.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1966.0,8.0,1662.0,1,4.0,1.0,1.0,9000.0,2022-09-07,291500.0,2022.0,9.0
residential,9.0,480.0,colonial,aluminum/vinyl,2.0,1968.0,14.0,1636.0,1,8.0,2.0,0.0,9675.0,2022-04-20,307000.0,2022.0,4.0
residential,9.0,480.0,ranch,asphalt/other,1.0,1966.0,6.0,1420.0,1,3.0,1.0,1.0,11485.0,2022-09-01,250000.0,2022.0,9.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1966.0,5.0,1227.0,1,3.0,1.0,1.0,9440.0,2022-12-01,232000.0,2022.0,12.0
residential,9.0,480.0,colonial,asphalt/other,2.0,1968.0,7.0,1636.0,1,4.0,1.0,1.0,9000.0,2022-06-24,250000.0,2022.0,6.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1971.0,6.0,2020.0,1,4.0,2.0,1.0,9000.0,2022-06-16,251000.0,2022.0,6.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1972.0,6.0,1200.0,1,3.0,1.0,1.0,12300.0,2022-07-08,190000.0,2022.0,7.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1979.0,6.0,1320.0,1,3.0,1.0,1.0,16926.0,2022-02-07,190000.0,2022.0,2.0
residential,9.0,480.0,split level,aluminum/vinyl,1.0,1992.0,7.0,1751.0,1,4.0,2.0,0.0,9800.0,2022-01-07,235000.0,2022.0,1.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1971.0,12.0,1474.0,1,6.0,1.0,1.0,9000.0,2022-06-06,223000.0,2022.0,6.0
residential,9.0,480.0,bi-level,asphalt/other,1.0,1978.0,7.0,1566.0,1,4.0,1.0,1.0,9355.0,2022-03-23,167900.0,2022.0,3.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1971.0,6.0,1108.0,1,4.0,1.0,1.0,11196.0,2022-02-23,185000.0,2022.0,2.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1971.0,6.0,1111.0,1,4.0,1.0,1.0,7620.0,2022-09-07,195000.0,2022.0,9.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1971.0,5.0,1108.0,1,3.0,1.0,1.0,7620.0,2022-10-24,182000.0,2022.0,10.0
residential,9.0,480.0,colonial,aluminum/vinyl,2.0,1969.0,12.0,1423.0,1,8.0,1.0,1.0,7620.0,2022-05-09,250000.0,2022.0,5.0
residential,9.0,480.0,cape cod,aluminum/vinyl,1.5,1968.0,7.0,1719.0,1,4.0,2.0,0.0,7620.0,2022-07-18,222500.0,2022.0,7.0
residential,9.0,480.0,colonial,asphalt/other,2.0,1971.0,12.0,1254.0,1,8.0,1.0,1.0,8382.0,2022-02-15,210000.0,2022.0,2.0
residential,9.0,480.0,colonial,aluminum/vinyl,2.0,1969.0,14.0,1607.0,1,8.0,1.0,1.0,7488.0,2022-03-02,217900.0,2022.0,3.0
residential,9.0,480.0,colonial,aluminum/vinyl,2.0,1971.0,6.0,1240.0,1,4.0,1.0,1.0,7831.0,2022-08-26,145000.0,2022.0,8.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1974.0,5.0,1227.0,1,3.0,2.0,1.0,7200.0,2022-09-01,268000.0,2022.0,9.0
commercial,9.0,6440.0,fast food operation,brick,0.0,2007.0,0.0,4020.0,1,0.0,0.0,0.0,51490.0,2022-06-22,2316000.0,2022.0,6.0
commercial,9.0,6206.0,auto & auto body repair,concrete block,1.0,1972.0,0.0,14167.0,1,0.0,0.0,0.0,38599.0,2022-04-04,1446400.0,2022.0,4.0
commercial,9.0,6206.0,strip shopping center,brick,1.0,2006.0,0.0,8863.0,6,0.0,0.0,0.0,37497.0,2022-05-31,2470000.0,2022.0,5.0
commercial,9.0,6455.0,super market,precast masonary,1.0,2005.0,0.0,104365.0,1,0.0,0.0,0.0,429109.0,2022-07-18,20000000.0,2022.0,7.0
residential,9.0,520.0,colonial,aluminum/vinyl,2.0,1963.0,7.0,1607.0,1,4.0,1.0,1.0,7344.0,2022-06-24,165000.0,2022.0,6.0
residential,9.0,520.0,ranch,aluminum/vinyl,1.0,1964.0,6.0,1465.0,1,3.0,1.0,1.0,7208.0,2022-06-16,235500.0,2022.0,6.0
residential,9.0,520.0,ranch,aluminum/vinyl,1.0,1965.0,6.0,1232.0,1,3.0,1.0,1.0,7744.0,2022-01-12,168000.0,2022.0,1.0
residential,9.0,520.0,ranch,asphalt/other,1.0,1965.0,10.0,1226.0,1,6.0,1.0,1.0,8480.0,2022-05-31,180000.0,2022.0,5.0
residential,9.0,520.0,ranch,asphalt/other,1.0,1965.0,6.0,1227.0,1,3.0,1.0,1.0,8480.0,2022-08-30,195000.0,2022.0,8.0
residential,9.0,520.0,ranch,asphalt/other,1.0,1965.0,5.0,1006.0,1,3.0,1.0,1.0,8480.0,2022-12-13,167000.0,2022.0,12.0
residential,9.0,520.0,ranch,asphalt/other,1.0,1964.0,6.0,1316.0,1,3.0,2.0,1.0,8640.0,2022-06-27,203500.0,2022.0,6.0
residential,9.0,520.0,ranch,asphalt/other,1.0,1964.0,10.0,1006.0,1,6.0,1.0,1.0,8640.0,2022-05-19,187500.0,2022.0,5.0
residential,9.0,560.0,ranch,aluminum/vinyl,1.0,1966.0,10.0,1209.0,1,6.0,1.0,1.0,6240.0,2022-04-28,215000.0,2022.0,4.0
condominium,9.0,5130.0,low rise 1-3 stories,brick,2.0,1974.0,4.0,954.0,1,2.0,1.0,1.0,1.0,2022-10-24,73000.0,2022.0,10.0
condominium,9.0,5130.0,low rise 1-3 stories,brick,2.0,1974.0,4.0,954.0,1,2.0,1.0,1.0,1.0,2022-11-18,55000.0,2022.0,11.0
condominium,9.0,5130.0,low rise 1-3 stories,brick,1.0,1974.0,4.0,808.0,1,1.0,1.0,1.0,1.0,2022-04-15,45000.0,2022.0,4.0
condominium,9.0,5130.0,low rise 1-3 stories,brick,2.0,1974.0,4.0,1054.0,1,2.0,1.0,1.0,1.0,2022-10-17,70000.0,2022.0,10.0
condominium,9.0,5130.0,low rise 1-3 stories,brick,1.0,1974.0,2.0,871.0,1,1.0,1.0,0.0,1.0,2022-06-08,88000.0,2022.0,6.0
condominium,9.0,5130.0,low rise 1-3 stories,brick,2.0,1974.0,4.0,954.0,1,2.0,1.0,1.0,1.0,2022-04-20,59200.0,2022.0,4.0
condominium,9.0,5130.0,low rise 1-3 stories,brick,2.0,1974.0,4.0,1054.0,1,2.0,1.0,1.0,1.0,2022-04-22,71000.0,2022.0,4.0
condominium,9.0,5130.0,low rise 1-3 stories,brick,2.0,1974.0,4.0,954.0,1,2.0,1.0,1.0,1.0,2022-09-07,59000.0,2022.0,9.0
residential,9.0,560.0,split level,aluminum/vinyl,1.0,1981.0,12.0,1425.0,1,6.0,1.0,1.0,7516.0,2022-04-21,175000.0,2022.0,4.0
condominium,9.0,5135.0,low rise 1-3 stories,brick,1.0,1992.0,5.0,1294.0,1,2.0,2.0,0.0,1.0,2022-07-28,169900.0,2022.0,7.0
condominium,9.0,5135.0,low rise 1-3 stories,brick,1.0,1992.0,5.0,1294.0,1,2.0,2.0,0.0,1.0,2022-09-20,165000.0,2022.0,9.0
residential,9.0,600.0,ranch,brick,1.0,1963.0,10.0,1115.0,1,6.0,1.0,0.0,7571.0,2022-04-28,198000.0,2022.0,4.0
residential,9.0,600.0,ranch,brick,1.0,1962.0,5.0,1117.0,1,3.0,1.0,0.0,7200.0,2022-02-15,154000.0,2022.0,2.0
residential,9.0,560.0,ranch,aluminum/vinyl,1.0,1962.0,5.0,1034.0,1,3.0,1.0,0.0,8880.0,2022-07-11,179500.0,2022.0,7.0
residential,9.0,600.0,ranch,aluminum/vinyl,1.0,1952.0,4.0,960.0,1,2.0,1.0,0.0,7800.0,2022-08-09,170000.0,2022.0,8.0
commercial,9.0,6216.0,warehouse building - 1 story,concrete block,1.0,1971.0,0.0,7200.0,1,0.0,0.0,0.0,15030.0,2022-03-31,408000.0,2022.0,3.0
residential,1.0,600.0,ranch,brick,1.0,1959.0,14.0,1830.0,1,6.0,2.0,0.0,13480.0,2022-04-05,230000.0,2022.0,4.0
residential,1.0,600.0,ranch,aluminum/vinyl,1.0,1965.0,10.0,1462.0,1,6.0,2.0,1.0,6000.0,2022-04-05,222400.0,2022.0,4.0
residential,1.0,600.0,ranch,aluminum/vinyl,1.0,1964.0,10.0,989.0,1,6.0,1.0,1.0,7200.0,2022-04-21,145000.0,2022.0,4.0
residential,1.0,600.0,cape cod,aluminum/vinyl,1.0,1959.0,7.0,1450.0,1,4.0,2.0,0.0,8188.0,2022-10-19,200000.0,2022.0,10.0
residential,1.0,600.0,ranch,aluminum/vinyl,1.0,1964.0,5.0,989.0,1,3.0,1.0,0.0,7000.0,2022-10-06,167500.0,2022.0,10.0
residential,1.0,600.0,townhouse,stucco,2.0,1899.0,8.0,2494.0,2,4.0,2.0,0.0,7200.0,2022-06-21,154000.0,2022.0,6.0
residential,1.0,600.0,ranch,brick,1.0,1960.0,6.0,1385.0,1,3.0,1.0,1.0,7000.0,2022-11-11,200000.0,2022.0,11.0
residential,1.0,600.0,ranch,aluminum/vinyl,1.0,1960.0,5.0,1059.0,1,3.0,1.0,1.0,6372.0,2022-06-23,188000.0,2022.0,6.0
residential,1.0,600.0,ranch,brick,1.0,1961.0,10.0,1188.0,1,6.0,1.0,1.0,7056.0,2022-03-16,182000.0,2022.0,3.0
residential,1.0,600.0,cape cod,aluminum/vinyl,1.5,1954.0,6.0,1260.0,1,3.0,1.0,1.0,8000.0,2022-08-18,145000.0,2022.0,8.0
commercial,1.0,6413.0,muffler shop,concrete block,1.0,1995.0,0.0,4428.0,1,0.0,0.0,0.0,21700.0,2022-03-31,400000.0,2022.0,3.0
residential,1.0,600.0,ranch,aluminum/vinyl,1.0,1967.0,6.0,1324.0,1,3.0,2.0,1.0,8775.0,2022-06-14,230000.0,2022.0,6.0
residential,1.0,600.0,cottage,aluminum/vinyl,1.0,1935.0,5.0,875.0,1,2.0,1.0,0.0,7475.0,2022-05-17,65000.0,2022.0,5.0
residential,1.0,600.0,cape cod,aluminum/vinyl,1.0,1940.0,5.0,1094.0,1,3.0,1.0,0.0,17650.0,2022-10-28,222998.0,2022.0,10.0
residential,1.0,600.0,cape cod,stone,1.0,1945.0,5.0,1054.0,1,3.0,1.0,1.0,8445.0,2022-11-03,166000.0,2022.0,11.0
residential,1.0,600.0,ranch,masonry/frame,1.0,1955.0,4.0,927.0,1,2.0,1.0,1.0,8174.0,2022-08-04,190000.0,2022.0,8.0
residential,1.0,600.0,ranch,aluminum/vinyl,1.0,1964.0,5.0,1002.0,1,3.0,1.0,1.0,6720.0,2022-08-30,180000.0,2022.0,8.0
residential,1.0,600.0,townhouse,aluminum/vinyl,2.0,1966.0,10.0,2154.0,2,6.0,2.0,2.0,8000.0,2022-08-31,190000.0,2022.0,8.0
residential,1.0,600.0,cape cod,aluminum/vinyl,1.5,1935.0,7.0,1308.0,1,3.0,1.0,1.0,9279.0,2022-08-24,115000.0,2022.0,8.0
residential,1.0,600.0,cape cod,aluminum/vinyl,1.5,1935.0,7.0,1308.0,1,3.0,1.0,1.0,9279.0,2022-12-16,199900.0,2022.0,12.0
commercial,1.0,6216.0,warehouse building - 1 story,concrete block,1.0,1960.0,0.0,30120.0,3,0.0,0.0,0.0,0.0,2022-03-08,1100000.0,2022.0,3.0
residential,1.0,560.0,cape cod,wood,1.0,1941.0,4.0,917.0,1,3.0,1.0,0.0,12632.0,2022-09-22,160000.0,2022.0,9.0
residential,1.0,560.0,townhouse,aluminum/vinyl,2.0,1965.0,10.0,2183.0,2,6.0,2.0,2.0,9760.0,2022-10-14,193000.0,2022.0,10.0
residential,1.0,560.0,cape cod,aluminum/vinyl,1.0,1937.0,6.0,1057.0,1,3.0,1.0,2.0,17360.0,2022-04-21,130000.0,2022.0,4.0
commercial,1.0,6420.0,warehouse building - 1 story,concrete block,1.0,1963.0,0.0,122436.0,2,0.0,0.0,0.0,207650.0,2022-07-28,4850000.0,2022.0,7.0
residential,9.0,560.0,ranch,aluminum/vinyl,1.0,1962.0,5.0,1073.0,1,3.0,2.0,0.0,10047.0,2022-10-21,225000.0,2022.0,10.0
residential,9.0,560.0,ranch,aluminum/vinyl,1.0,1963.0,10.0,1132.0,1,6.0,2.0,0.0,6000.0,2022-04-18,183000.0,2022.0,4.0
residential,9.0,560.0,colonial,aluminum/vinyl,2.0,1964.0,7.0,1595.0,1,4.0,1.0,1.0,5000.0,2022-07-01,215000.0,2022.0,7.0
residential,9.0,560.0,ranch,aluminum/vinyl,1.0,1964.0,5.0,1033.0,1,3.0,1.0,0.0,6375.0,2022-07-11,165000.0,2022.0,7.0
residential,9.0,560.0,ranch,aluminum/vinyl,1.0,1967.0,5.0,1174.0,1,3.0,1.0,1.0,6375.0,2022-09-06,135000.0,2022.0,9.0
residential,9.0,560.0,ranch,aluminum/vinyl,1.0,1965.0,5.0,1033.0,1,3.0,1.0,0.0,6375.0,2022-08-15,175000.0,2022.0,8.0
residential,9.0,560.0,res o/s a & 1/2,aluminum/vinyl,1.5,1900.0,8.0,1265.0,1,4.0,1.0,1.0,9000.0,2022-04-08,120000.0,2022.0,4.0
residential,9.0,560.0,ranch,aluminum/vinyl,1.0,1966.0,5.0,1012.0,1,3.0,1.0,0.0,7500.0,2022-10-17,120000.0,2022.0,10.0
residential,9.0,560.0,ranch,aluminum/vinyl,1.0,1964.0,12.0,1296.0,1,6.0,1.0,1.0,7950.0,2022-04-14,180000.0,2022.0,4.0
residential,9.0,560.0,ranch,aluminum/vinyl,1.0,1979.0,5.0,1141.0,1,3.0,1.0,1.0,5280.0,2022-02-16,120000.0,2022.0,2.0
residential,9.0,560.0,townhouse,aluminum/vinyl,2.0,1977.0,10.0,2430.0,2,6.0,2.0,2.0,9750.0,2022-12-07,177000.0,2022.0,12.0
residential,9.0,560.0,res o/s a & 1/2,wood,1.0,1935.0,4.0,660.0,1,2.0,1.0,0.0,8910.0,2022-10-19,65200.0,2022.0,10.0
residential,9.0,560.0,townhouse,aluminum/vinyl,2.0,1978.0,10.0,2520.0,2,6.0,2.0,2.0,7260.0,2022-05-24,118000.0,2022.0,5.0
residential,9.0,560.0,cape cod,wood,1.0,1939.0,7.0,1120.0,1,3.0,2.0,0.0,9570.0,2022-01-04,123000.0,2022.0,1.0
residential,9.0,560.0,ranch,aluminum/vinyl,1.0,1990.0,5.0,942.0,1,3.0,1.0,1.0,5757.0,2022-12-21,149900.0,2022.0,12.0
residential,9.0,560.0,duplex o/s,stucco,2.0,1928.0,9.0,1758.0,2,4.0,2.0,0.0,9900.0,2022-03-30,122500.0,2022.0,3.0
residential,9.0,560.0,cottage,aluminum/vinyl,1.0,1937.0,4.0,743.0,1,3.0,1.0,0.0,9315.0,2022-05-19,70000.0,2022.0,5.0
residential,9.0,560.0,cottage,aluminum/vinyl,1.0,1937.0,4.0,743.0,1,3.0,1.0,0.0,9315.0,2022-10-13,162500.0,2022.0,10.0
residential,9.0,560.0,duplex n/s,aluminum/vinyl,2.0,1967.0,18.0,2364.0,2,10.0,2.0,2.0,8100.0,2022-04-22,150000.0,2022.0,4.0
lg apartment,9.0,6612.0,ap1 (conventional apt with 4-6 units),brick,2.0,1960.0,0.0,3094.0,4,0.0,0.0,0.0,9602.0,2022-02-16,245000.0,2022.0,2.0
