,Style,Extwall,FinishedSqft,Lotsize,Bdrms,Baths_total,Sale_year,Sale_month,Sale_price
36392,Dplx Bungalow,Aluminum/Vinyl,1897,4840,4,2,2020,12,192000
36393,Milwaukee Bungalow,Aluminum / Vinyl,1897,4636,4,2,2015,7,148000
36394,Dplx Bungalow,Brick,1897,3720,4,2,2022,5,261000
36395,Dplx Bungalow,Brick,1897,3720,4,2,2020,10,190000
36397,Milwaukee Bungalow,Brick,1897,3549,4,2,2023,5,100000
36401,Duplex N/S,Aluminum/Vinyl,1898,5670,4,2,2021,7,104090
36403,Duplex N/S,Aluminum/Vinyl,1898,4920,4,2,2023,1,130000
36404,Duplex N/S,Aluminum/Vinyl,1898,4920,4,2,2021,11,90000
36405,Dplx Bungalow,Aluminum/Vinyl,1898,4720,4,2,2021,10,125000
36409,Duplex O/S,Asphalt/Other,1898,4200,4,2,2022,12,175000
36413,Ranch,Aluminum / Vinyl,1899,24829,3,3,2018,1,230000
36414,Colonial,Aluminum/Vinyl,1899,13758,3,3,2021,1,275000
36415,Colonial,Masonry / Frame,1899,12750,5,3,2018,7,249000
36416,Cape Cod,Brick,1899,8418,3,2,2015,12,154900
36417,Colonial,Stucco,1899,6600,4,2,2017,5,197000
36418,Duplex N/S,Wood,1899,6160,4,2,2023,8,163000
36420,Duplex O/S,Aluminum/Vinyl,1899,3600,4,2,2022,6,240000
36422,Duplex O/S,Aluminum / Vinyl,1899,3600,4,2,2018,11,155000
36425,Cape Cod,Fiber Cement/Hardiplank,1900,17325,3,2,2020,7,223000
36427,Residence O/S 2sty+,Wood,1900,5805,3,2,2021,6,460000
36429,Dplx Bungalow,Brick,1900,5625,4,2,2013,8,85000
36432,Duplex N/S,Stone,1900,5125,4,2,2023,8,164500
36433,Duplex N/S,Stone,1900,5125,4,2,2016,12,85000
36434,Cape Cod,Aluminum/Vinyl,1900,5106,3,2,2022,6,250000
36436,Cape Cod,Aluminum / Vinyl,1900,5106,3,2,2018,4,175000
36437,Dplx Bungalow,Stone,1900,4800,4,2,2023,1,190000
36438,Duplex O/S,Aluminum/Vinyl,1900,4800,4,2,2023,12,190000
36439,Dplx Bungalow,Stone,1900,4800,4,2,2022,4,151500
36440,Duplex O/S,Aluminum/Vinyl,1900,4800,4,2,2022,4,198000
36441,Residence O/S 2sty+,Aluminum/Vinyl,1900,4560,5,2,2020,3,88000
36443,Milwaukee Bungalow,Stucco,1900,4400,5,1,2021,2,290000
36444,Milwaukee Bungalow,Stucco,1900,4400,5,1,2013,4,142500
36446,Duplex O/S,Aluminum/Vinyl,1900,2500,5,3,2022,6,265000
36449,Duplex O/S,Asphalt/Other,1900,1668,3,2,2021,9,229000
36450,Duplex N/S,Aluminum / Vinyl,1901,7623,4,2,2018,12,134900
36453,Duplex O/S,Aluminum/Vinyl,1901,5400,3,2,2023,12,100000
36454,Dplx Bungalow,Asphalt/Other,1901,5400,4,2,2021,5,80000
36455,Milwaukee Bungalow,Wood,1901,4800,3,2,2020,1,104000
36456,Ranch,Aluminum/Vinyl,1901,4171,2,2,2023,11,125000
36460,Dplx Bungalow,Aluminum/Vinyl,1901,3750,4,2,2020,1,145000
36464,Residence O/S,Aluminum / Vinyl,1901,3420,3,4,2016,10,270000
36466,Res O/S A & 1/2,Asphalt/Other,1902,7050,4,2,2023,11,199900
36467,Duplex N/S,Aluminum / Vinyl,1902,6000,5,2,2018,7,125300
36468,Residence O/S 2sty+,Wood,1902,5280,3,3,2020,5,155000
36469,Duplex N/S,Frame,1902,5080,5,2,2017,9,143000
36470,Colonial,Frame,1902,4920,4,2,2014,9,237000
36471,Colonial,Frame,1902,4920,4,2,2017,8,253500
36472,Duplex O/S,Aluminum/Vinyl,1902,4800,4,2,2023,4,130400
36473,Duplex O/S,Aluminum/Vinyl,1902,4800,4,2,2022,1,135000
36475,Dplx Bungalow,Aluminum/Vinyl,1902,4636,5,2,2022,7,256500
36476,Dplx Bungalow,Aluminum / Vinyl,1902,4636,5,2,2014,8,153000
36477,Duplex O/S,Aluminum/Vinyl,1902,3900,4,2,2023,6,120000
36481,Duplex-Cottage,Asphalt/Other,1902,3180,4,2,2021,8,137500
36483,Colonial,Aluminum / Vinyl,1903,13770,3,3,2018,12,245000
36484,Duplex N/S,Wood,1903,9310,4,2,2020,6,92500
36485,Duplex N/S,Aluminum/Vinyl,1903,8960,4,2,2021,2,140000
36486,Duplex N/S,Aluminum / Vinyl,1903,8623,4,2,2018,3,82500
36487,Split Level,Aluminum / Vinyl,1903,7860,3,2,2014,3,193000
36488,Split Level,Masonry / Frame,1903,7450,3,3,2014,10,123000
36489,Residence O/S,Brick,1903,6345,3,2,2015,3,98500
36490,Cape Cod,Masonry / Frame,1903,6298,4,2,2017,6,204000
36492,Tudor,Stone,1903,4961,3,2,2021,7,215000
36494,Dplx Bungalow,Aluminum/Vinyl,1903,3672,3,3,2023,10,200000
36508,Colonial,Brick,1904,6750,3,2,2018,8,425000
36513,Cape Cod,Brick,1904,6250,3,2,2022,8,310000
36520,Duplex N/S,Stone,1904,5480,4,2,2016,9,160000
36521,Milwaukee Bungalow,Frame,1904,5400,3,2,2013,6,140000
36522,Colonial,Aluminum/Vinyl,1904,5399,4,2,2021,8,196000
36523,Duplex N/S,Aluminum/Vinyl,1904,4920,4,2,2022,3,145000
36524,Duplex N/S,Aluminum/Vinyl,1904,4920,4,2,2021,3,143000
36525,Duplex N/S,Aluminum/Vinyl,1904,4920,4,2,2020,12,135000
36526,Duplex N/S,Masonry / Frame,1904,4920,4,2,2017,4,84000
36527,Duplex N/S,Masonry/Frame,1904,4879,4,2,2023,7,200000
36528,Duplex N/S,Aluminum/Vinyl,1904,4838,4,2,2021,2,155000
36529,Duplex O/S,Brick,1904,4800,4,2,2021,5,270000
36530,Dplx Bungalow,Wood,1904,4800,3,2,2020,3,185000
36531,Dplx Bungalow,Frame,1904,4800,3,2,2014,7,148000
36534,Duplex O/S,Aluminum/Vinyl,1904,3600,4,2,2022,4,340000
36535,Duplex O/S,Wood,1904,3600,5,2,2020,9,167000
36537,Ranch,Aluminum/Vinyl,1905,13092,3,2,2021,8,340000
36538,Ranch,Aluminum / Vinyl,1905,13092,3,2,2016,3,242000
36540,Res O/S A & 1/2,Brick,1905,5355,3,2,2022,8,345500
36541,Residence O/S,Brick,1905,5355,3,1,2018,5,237000
36543,Dplx Bungalow,Asphalt/Other,1905,4880,4,3,2021,1,160000
36544,Duplex O/S,Aluminum/Vinyl,1905,4800,3,2,2021,5,180000
36545,Dplx Bungalow,Aluminum / Vinyl,1905,4520,4,2,2018,10,147250
36549,Dplx Bungalow,Brick,1906,4800,4,2,2016,7,140000
36550,Duplex N/S,Brick,1906,4667,4,2,2023,10,290000
36553,Ranch,Aluminum / Vinyl,1907,21780,3,2,2016,9,199000
36554,Duplex N/S,Aluminum/Vinyl,1907,11440,4,3,2022,5,260000
36555,Colonial,Masonry/Frame,1907,8085,4,2,2022,4,90000
36556,Colonial,Aluminum / Vinyl,1907,7700,3,2,2017,2,240000
36557,Cape Cod,Brick,1907,6250,4,3,2018,7,249900
36558,Residence O/S 2sty+,Aluminum/Vinyl,1907,5655,4,1,2021,6,121500
36559,Dplx Bungalow,Asphalt/Other,1907,5490,4,2,2022,6,253000
36561,Colonial,Brick,1907,5082,3,3,2022,10,240000
36562,Dplx Bungalow,Aluminum / Vinyl,1907,4305,4,2,2018,6,195000
36563,Dplx Bungalow,Aluminum/Vinyl,1907,4120,4,2,2021,6,86000
36564,Dplx Bungalow,Aluminum/Vinyl,1907,3600,4,2,2023,12,99000
36565,Milwaukee Bungalow,Aluminum/Vinyl,1907,3560,5,2,2022,6,315000
36566,Dplx Bungalow,Aluminum / Vinyl,1907,3120,4,2,2016,2,172000
36567,Cape Cod,Wood,1908,14462,5,3,2022,8,295000
36568,Duplex N/S,Aluminum / Vinyl,1908,8220,3,2,2016,11,112500
36570,Colonial,Brick,1908,5880,3,2,2023,6,631000
36572,Dplx Bungalow,Aluminum / Vinyl,1908,5490,4,3,2017,9,115000
36573,Dplx Bungalow,Stucco,1908,5208,4,2,2022,7,277500
36574,Dplx Bungalow,Aluminum/Vinyl,1908,5005,4,2,2022,6,100000
36575,Dplx Bungalow,Aluminum/Vinyl,1908,5000,4,2,2023,12,95000
36576,Milwaukee Bungalow,Brick,1908,4800,4,2,2021,5,170000
36585,Dplx Bungalow,Aluminum/Vinyl,1908,3520,3,2,2021,4,169000
36586,Multiple Residential Bldgs,Asphalt/Other,1908,3500,4,2,2020,4,132680
36588,Duplex-Cottage,Aluminum/Vinyl,1908,3300,4,2,2022,12,87500
36590,Duplex-Cottage,Aluminum/Vinyl,1908,2880,2,1,2023,11,185000
36591,Res O/S 2sty +,Aluminum/Vinyl,1908,2805,5,1,2023,6,90000
36592,Dplx Bungalow,Aluminum / Vinyl,1908,2400,5,2,2014,11,135000
36593,Residence O/S 2sty+,Aluminum/Vinyl,1908,0,4,1,2021,1,237500
36594,Duplex N/S,Aluminum/Vinyl,1909,7920,4,2,2020,5,180000
36596,Duplex O/S,Aluminum/Vinyl,1909,5836,5,3,2021,7,180000
36597,Tudor,Stone,1909,5494,4,3,2020,7,257500
36598,Milwaukee Bungalow,Stucco,1909,5187,5,3,2020,12,175000
36599,Milwaukee Bungalow,Stucco,1909,5187,4,1,2015,7,110000
36600,Cape Cod,Brick,1909,5125,4,1,2020,3,160000
36602,Duplex N/S,Brick,1909,4800,5,3,2023,8,335000
36603,Dplx Bungalow,Aluminum/Vinyl,1909,4800,4,2,2021,4,107500
36604,Duplex N/S,Aluminum/Vinyl,1909,4171,5,2,2020,9,134500
36606,Res O/S A & 1/2,Aluminum/Vinyl,1909,4110,4,2,2020,2,397400
36607,Residence O/S,Aluminum / Vinyl,1909,4110,4,2,2014,5,230000
36608,Residence O/S,Aluminum / Vinyl,1909,4110,4,2,2016,8,305000
36609,Res O/S 2sty +,Aluminum/Vinyl,1909,3600,4,3,2023,3,125000
36610,Res O/S 2sty +,Aluminum/Vinyl,1909,3600,4,2,2023,3,452000
36611,Res O/S A & 1/2,Stucco,1909,3600,3,2,2020,11,232000
36614,Ranch,Stone,1910,11233,3,2,2020,6,255000
36615,Duplex N/S,Aluminum / Vinyl,1910,10200,5,2,2017,2,153000
36616,Ranch,Aluminum / Vinyl,1910,9583,3,2,2013,8,166000
36617,Ranch,Aluminum / Vinyl,1910,9583,3,2,2015,6,196000
36618,Duplex N/S,Brick,1910,8060,4,2,2022,5,307000
36619,Duplex N/S,Brick,1910,8060,4,2,2018,7,215000
36620,Duplex N/S,Wood,1910,6500,5,2,2023,10,161000
36621,Duplex N/S,Aluminum/Vinyl,1910,4920,5,2,2022,10,175000
36622,Duplex O/S,Aluminum/Vinyl,1910,4800,4,3,2022,5,220000
36624,Duplex O/S,Asphalt/Other,1910,3780,4,2,2021,6,95000
36625,Duplex-Cottage,Aluminum/Vinyl,1910,3600,3,2,2021,10,270000
36627,Duplex O/S,Aluminum / Vinyl,1911,19170,4,2,2016,6,88000
36628,Colonial,Frame,1911,10560,4,2,2013,10,130900
36629,Milwaukee Bungalow,Frame,1911,4960,4,2,2015,12,218000
36630,Dplx Bungalow,Brick,1911,4838,4,2,2023,9,395000
36631,Dplx Bungalow,Brick,1911,4838,4,2,2015,5,199900
36632,Residence O/S,Aluminum / Vinyl,1911,4760,4,2,2017,9,111000
36633,Dplx Bungalow,Aluminum/Vinyl,1911,4514,5,2,2022,7,250000
36634,Dplx Bungalow,Aluminum / Vinyl,1911,3900,4,2,2016,9,197500
36635,Residence O/S,Frame,1912,10800,3,2,2013,11,156000
36637,Residence O/S,Stucco,1912,5715,4,1,2013,8,212000
36638,Residence O/S,Stucco,1912,5715,4,2,2015,4,260000
36639,Tudor,Brick,1912,4840,3,2,2016,4,137500
36640,Dplx Bungalow,Aluminum/Vinyl,1912,4800,4,2,2021,4,90000
36641,Duplex N/S,Brick,1912,4800,4,2,2021,8,225000
36643,Duplex N/S,Brick,1912,4800,4,2,2017,7,159900
36644,Dplx Bungalow,Aluminum/Vinyl,1912,4200,3,2,2021,4,151000
36645,Milwaukee Bungalow,Aluminum/Vinyl,1912,4140,3,2,2020,1,280000
36646,Milwaukee Bungalow,Aluminum / Vinyl,1912,4140,3,2,2015,7,180100
36647,Duplex O/S,Aluminum/Vinyl,1912,3960,3,2,2022,5,322000
36648,Duplex-Cottage,Asphalt/Other,1912,3500,5,2,2022,7,81600
36649,Colonial,Aluminum/Vinyl,1913,10200,3,2,2021,7,250000
36652,Colonial,Aluminum/Vinyl,1913,5702,3,3,2022,5,240000
36653,Milwaukee Bungalow,Aluminum/Vinyl,1913,5520,4,3,2021,6,269900
36654,Milwaukee Bungalow,Frame,1913,5520,4,2,2018,12,208000
36656,Duplex O/S,Aluminum/Vinyl,1913,4800,4,2,2022,12,80000
36657,Residence O/S,Aluminum / Vinyl,1913,4560,3,2,2016,8,189900
36659,Dplx Bungalow,Aluminum/Vinyl,1913,4080,4,2,2021,8,118000
36660,Dplx Bungalow,Aluminum/Vinyl,1913,4080,4,2,2021,8,98000
36661,Duplex O/S,Aluminum/Vinyl,1913,3600,4,2,2021,10,116000
36662,Ranch,Masonry / Frame,1914,9480,3,3,2018,4,222000
36663,Cape Cod,Stone,1914,8424,4,3,2014,10,160000
36664,Duplex N/S,Brick,1914,7500,3,2,2014,3,153500
36666,Residence O/S,Frame,1914,7400,4,1,2014,5,107000
36667,Duplex N/S,Brick,1914,7125,4,2,2016,9,120000
36668,Colonial,Aluminum/Vinyl,1914,6484,3,2,2022,11,247500
36670,Duplex N/S,Aluminum/Vinyl,1914,4800,5,2,2021,11,168000
36671,Milwaukee Bungalow,Aluminum / Vinyl,1914,4800,4,3,2014,3,106000
36672,Duplex N/S,Aluminum / Vinyl,1914,4800,5,2,2014,4,87000
36673,Duplex N/S,Aluminum / Vinyl,1914,4800,5,2,2018,5,93500
36675,Res O/S A & 1/2,Aluminum/Vinyl,1914,2790,3,2,2021,8,315000
36678,Duplex N/S,Block,1915,7980,4,2,2016,5,118000
36679,Colonial,Aluminum/Vinyl,1915,5350,4,2,2019,6,160000
36680,Dplx Bungalow,Frame,1915,5000,4,2,2018,4,137500
36681,Dplx Bungalow,Aluminum/Vinyl,1915,4800,4,2,2023,12,140500
36685,Duplex O/S,Aluminum/Vinyl,1915,4080,4,2,2022,7,125000
36687,Duplex O/S,Wood,1915,3300,4,2,2021,6,130000
36688,Dplx Bungalow,Aluminum/Vinyl,1915,0,4,2,2022,4,300800
36689,Colonial,Aluminum / Vinyl,1916,14772,3,2,2016,9,182500
36690,Duplex N/S,Aluminum/Vinyl,1916,10680,4,2,2021,7,238000
36691,Duplex N/S,Brick,1916,9600,4,2,2023,11,180000
36692,Duplex N/S,Brick,1916,9600,4,2,2018,12,122000
36699,Duplex N/S,Aluminum / Vinyl,1916,6000,4,3,2018,12,188000
36700,Tudor,Brick,1916,5904,4,2,2013,8,168000
36701,Milwaukee Bungalow,Aluminum / Vinyl,1916,5445,5,2,2018,4,170000
36702,Residence O/S,Brick,1916,5400,3,2,2019,2,175000
36703,Duplex O/S,Brick,1916,4800,4,2,2021,8,375000
36704,Dplx Bungalow,Aluminum / Vinyl,1916,4800,4,2,2013,12,130000
36706,Duplex N/S,Brick,1916,4800,4,2,2018,7,98000
36707,Dplx Bungalow,Aluminum / Vinyl,1916,4800,4,2,2018,8,172000
36709,Dplx Bungalow,Brick,1916,4392,4,2,2022,8,245000
36710,Dplx Bungalow,Brick,1916,4392,4,2,2018,5,145000
36712,Multiple Residential Bldgs,Aluminum/Vinyl,1916,3600,5,3,2023,11,100500
36714,Multiple Residential Bldgs,Aluminum/Vinyl,1916,3600,3,3,2021,3,169000
36716,Duplex O/S,Aluminum / Vinyl,1916,3600,4,1,2013,3,170000
36717,Duplex O/S,Aluminum / Vinyl,1916,3600,4,2,2016,4,201000
36718,Duplex-Cottage,Asphalt/Other,1916,3030,5,2,2021,1,115000
36719,Duplex O/S,Aluminum/Vinyl,1916,2816,4,2,2022,10,142900
36720,Duplex O/S,Asphalt/Other,1916,2500,3,2,2022,8,218000
36721,Duplex O/S,Aluminum/Vinyl,1916,1740,4,2,2022,7,118000
36723,Duplex O/S,Aluminum/Vinyl,1917,3600,4,3,2020,4,168500
36725,Duplex N/S,Brick,1918,6600,4,2,2017,6,238900
36727,Duplex N/S,Brick,1918,5520,4,2,2016,3,156500
36728,Duplex N/S,Brick,1918,5520,4,2,2018,12,192679
36729,Milwaukee Bungalow,Aluminum/Vinyl,1918,5400,4,2,2020,12,375000
36730,Milwaukee Bungalow,Aluminum / Vinyl,1918,5400,4,2,2016,3,295000
36731,Dplx Bungalow,Aluminum/Vinyl,1918,4880,4,2,2022,4,93500
36732,Residence O/S,Frame,1918,4840,4,2,2015,7,289500
36733,Dplx Bungalow,Brick,1918,4800,4,2,2016,12,122000
36734,Milwaukee Bungalow,Aluminum/Vinyl,1918,4720,5,2,2020,4,95000
36736,Colonial,Wood,1918,4160,4,2,2022,10,165000
36738,Milwaukee Bungalow,Aluminum/Vinyl,1918,3660,4,2,2023,2,265000
36740,Dplx Bungalow,Asphalt/Other,1918,3000,4,2,2022,2,299900
36742,Ranch,Prem Wood,1919,12008,3,2,2020,10,308500
36744,Residence O/S,Aluminum / Vinyl,1919,6300,4,2,2014,9,103000
36745,Duplex O/S,Aluminum/Vinyl,1919,6215,4,2,2021,10,89900
36746,Triplex,Aluminum/Vinyl,1919,6030,4,3,2023,8,330000
36747,Milwaukee Bungalow,Aluminum / Vinyl,1919,5400,4,2,2014,12,254000
36748,Milwaukee Bungalow,Aluminum / Vinyl,1919,5400,4,2,2018,9,301000
36749,Dplx Bungalow,Aluminum / Vinyl,1919,5080,3,2,2018,8,237000
36750,Dplx Bungalow,Aluminum/Vinyl,1919,4560,4,2,2023,11,330000
36751,Dplx Bungalow,Aluminum / Vinyl,1919,4560,4,2,2014,10,152000
36754,Bi-Level,Aluminum/Vinyl,1920,10440,4,2,2021,2,235000
36755,Duplex N/S,Brick,1920,9900,4,2,2023,5,275000
36756,Duplex N/S,Brick,1920,8901,4,2,2020,9,210000
36757,Duplex O/S,Aluminum/Vinyl,1920,7750,3,3,2023,9,199900
36761,Duplex O/S,Frame,1920,7200,4,2,2017,11,80000
36762,Residence O/S,Brick,1920,6750,4,2,2015,3,291000
36765,Residence O/S,Brick,1920,6750,4,2,2017,7,300000
36766,Colonial,Brick,1920,6380,4,3,2018,9,289000
36767,Duplex O/S,Aluminum / Vinyl,1920,6300,4,2,2017,6,235500
36768,Duplex N/S,Brick,1920,5200,4,2,2014,9,145500
36776,Milwaukee Bungalow,Wood,1920,4720,5,2,2023,2,205500
36778,Dplx Bungalow,Aluminum / Vinyl,1920,4000,4,2,2014,9,225000
36780,Duplex O/S,Aluminum/Vinyl,1920,3920,4,2,2021,6,112000
36781,Duplex O/S,Aluminum/Vinyl,1920,3900,4,2,2021,5,280000
36782,Duplex O/S,Aluminum / Vinyl,1920,3900,4,2,2018,2,156500
36783,Milwaukee Bungalow,Aluminum / Vinyl,1920,3720,4,2,2018,7,148000
36784,Duplex O/S,Aluminum/Vinyl,1920,3690,4,2,2021,7,260000
36785,Duplex O/S,Aluminum/Vinyl,1920,3600,4,2,2023,5,98000
36786,Duplex O/S,Aluminum/Vinyl,1920,3600,4,2,2022,3,285000
36787,Duplex O/S,Aluminum/Vinyl,1920,3600,4,2,2020,4,200000
36789,Split Level,Masonry / Frame,1921,6280,2,2,2013,3,164900
36790,Split Level,Masonry / Frame,1921,6280,2,2,2018,4,200000
36791,Duplex N/S,Brick,1921,5320,4,2,2020,7,190000
36792,Duplex N/S,Wood,1921,5082,5,3,2021,6,150000
36793,Duplex N/S,Wood,1921,5082,5,3,2020,7,120000
36795,Duplex N/S,Brick,1921,4960,5,2,2021,11,280000
36797,Cape Cod,Brick,1921,4920,5,2,2015,8,85000
