Style,Bdrms,Baths_total,FinishedSqft,Sale_date,Year,Month,Sale_price
Ranch,3,2,1049,2022-07-18,2022,7,185000
Ranch,3,1,991,2022-12-16,2022,12,200000
Cape Cod,4,2,1226,2022-05-03,2022,5,232000
Ranch,2,1,728,2021-01-08,2021,1,132000
Ranch,2,1,761,2021-09-22,2021,9,78000
Milwaukee Bungalow,5,2,2084,2021-05-24,2021,5,165000
Res O/S A & 1/2,2,1,866,2021-11-12,2021,11,170000
Duplex N/S,5,2,1931,2021-03-31,2021,3,223000
Cape Cod,3,2,1032,2020-09-11,2020,9,118000
Cape Cod,3,2,1572,2020-04-24,2020,4,262500
Ranch,3,1,1055,2020-07-13,2020,7,144300
Duplex N/S,4,2,1687,2020-11-23,2020,11,180100
Colonial,3,3,1320,2019-03-18,2019,3,188000
Colonial,4,2,1885,2019-01-24,2019,1,175000
Cape Cod,3,2,1470,2013-05-01,2013,5,192900
Ranch,3,2,1021,2014-05-01,2014,5,110000
Milwaukee Bungalow,3,1,1326,2015-06-01,2015,6,173600
Cape Cod,4,2,1406,2015-07-01,2015,7,159500
Cape Cod,4,2,1406,2015-07-01,2015,7,159500
Residence O/S,3,1,1192,2015-12-01,2015,12,26000
Ranch,2,1,704,2015-12-01,2015,12,112900
Cape Cod,4,1,1203,2016-04-01,2016,4,130000
Residence O/S,5,2,2008,2016-05-01,2016,5,60000
Cape Cod,4,1,1070,2016-06-01,2016,6,138900
Ranch,3,2,874,2016-06-01,2016,6,118000
Cape Cod,2,1,924,2016-08-01,2016,8,119400
Cape Cod,3,1,1163,2016-10-01,2016,10,135000
Ranch,3,2,984,2017-04-01,2017,4,140000
Cape Cod,3,2,1491,2017-06-01,2017,6,73900
Cottage,4,2,1188,2017-07-01,2017,7,95000
Ranch,3,1,1089,2017-07-01,2017,7,125000
Cape Cod,4,2,1406,2017-09-01,2017,9,164900
Cape Cod,4,1,1070,2017-10-01,2017,10,137000
Ranch,2,1,704,2017-11-01,2017,11,114500
Cape Cod,3,2,1346,2017-12-01,2017,12,119900
Ranch,3,2,1089,2018-03-01,2018,3,154000
Cape Cod,4,1,1193,2018-06-01,2018,6,148000
Milwaukee Bungalow,2,1,909,2018-08-01,2018,8,84000
Cape Cod,3,2,1572,2018-12-01,2018,12,227500
Duplex O/S,3,4,2856,2013-08-01,2013,8,232000
Cape Cod,5,1,1170,2023-04-24,2023,4,157000
Ranch,2,1,716,2023-08-08,2023,8,192000
Duplex O/S,3,2,1725,2022-05-11,2022,5,320000
Cape Cod,2,1,919,2022-05-02,2022,5,220000
Cape Cod,3,2,1087,2021-07-09,2021,7,110000
Cape Cod,2,1,780,2013-09-01,2013,9,26000
Cape Cod,3,2,1239,2014-05-01,2014,5,112000
Cape Cod,4,2,2047,2015-06-01,2015,6,140000
Residence O/S 2sty+,3,2,2626,2020-10-30,2020,10,415000
Cottage,2,1,720,2023-05-23,2023,5,99000
Milwaukee Bungalow,3,2,1624,2023-11-28,2023,11,180000
Res O/S 1 Story,3,1,931,2023-05-01,2023,5,217000
Cape Cod,4,2,1962,2021-03-25,2021,3,197500
Milwaukee Bungalow,3,2,1233,2021-03-25,2021,3,148000
Milwaukee Bungalow,3,2,2193,2020-07-16,2020,7,180000
Milwaukee Bungalow,3,1,1233,2020-01-30,2020,1,106000
Tudor,4,2,2007,2013-01-01,2013,1,173500
Colonial,3,2,1732,2015-09-01,2015,9,128000
Cape Cod,2,2,1136,2018-05-01,2018,5,128500
Tudor,3,2,1896,2018-06-01,2018,6,164000
Cottage,3,1,811,2018-11-01,2018,11,79900
Duplex N/S,4,2,2126,2023-10-26,2023,10,320000
Ranch,3,1,1037,2023-08-18,2023,8,255000
Milwaukee Bungalow,4,1,1202,2022-12-21,2022,12,87000
Ranch,3,1,979,2021-08-27,2021,8,195000
Duplex N/S,4,2,1690,2020-07-23,2020,7,219900
Cape Cod,4,1,1186,2020-04-03,2020,4,170000
Cape Cod,4,3,993,2020-03-11,2020,3,162000
Dplx Bungalow,5,2,2136,2020-08-21,2020,8,300000
Cape Cod,3,2,1360,2019-02-15,2019,2,148500
Cape Cod,2,1,927,2014-07-01,2014,7,120000
Ranch,3,1,1139,2014-12-01,2014,12,100000
Residence O/S,2,1,1116,2016-09-01,2016,9,20600
Ranch,3,1,1064,2017-08-01,2017,8,149500
Ranch,3,1,979,2017-08-01,2017,8,137000
Dplx Bungalow,4,2,2046,2017-08-01,2017,8,130000
Cape Cod,4,2,1184,2017-09-01,2017,9,135500
Cape Cod,4,2,1270,2018-01-01,2018,1,153900
Cape Cod,3,1,1039,2018-07-01,2018,7,115000
Ranch,3,2,1120,2018-08-01,2018,8,145000
Ranch,3,2,987,2018-11-01,2018,11,132500
Cape Cod,3,2,1056,2023-08-15,2023,8,190000
Ranch,3,1,864,2023-03-31,2023,3,115000
Ranch,2,2,768,2023-10-06,2023,10,138000
Res O/S A & 1/2,2,1,810,2023-05-26,2023,5,109000
Res O/S 2sty +,4,2,1728,2023-05-23,2023,5,412124
Milwaukee Bungalow,3,1,1771,2023-09-21,2023,9,170000
Dplx Bungalow,4,2,2291,2023-11-02,2023,11,245000
Res O/S A & 1/2,2,1,1250,2023-08-25,2023,8,175000
Res O/S A & 1/2,3,2,1318,2023-10-30,2023,10,230000
Cape Cod,3,2,1073,2023-01-09,2023,1,187500
Cape Cod,4,1,1098,2023-09-25,2023,9,178000
Ranch,3,1,1040,2023-04-07,2023,4,220000
Dplx Bungalow,4,2,1880,2023-05-02,2023,5,207500
Dplx Bungalow,5,2,2206,2023-09-19,2023,9,263000
Cape Cod,2,2,992,2023-08-30,2023,8,250000
Cape Cod,3,2,1154,2023-02-10,2023,2,246000
Milwaukee Bungalow,3,3,1056,2023-03-03,2023,3,190000
Milwaukee Bungalow,4,2,1984,2023-11-30,2023,11,216000
Ranch,3,2,1110,2023-08-28,2023,8,250000
Cape Cod,4,2,1036,2023-10-27,2023,10,205000
Cape Cod,2,1,723,2023-08-15,2023,8,137300
Duplex O/S,3,2,1232,2023-01-03,2023,1,145000
Res O/S A & 1/2,2,2,1366,2023-10-10,2023,10,245000
Cape Cod,2,1,1326,2023-03-08,2023,3,260000
Cape Cod,5,2,1497,2023-05-03,2023,5,260000
Cape Cod,5,1,1046,2023-06-23,2023,6,163000
Cape Cod,3,1,1006,2023-01-05,2023,1,165000
Ranch,2,1,672,2022-07-18,2022,7,112000
Res O/S A & 1/2,2,1,710,2022-05-20,2022,5,68000
Cape Cod,3,1,1134,2022-07-28,2022,7,135000
Cape Cod,2,1,1524,2022-05-11,2022,5,194000
Ranch,3,2,1288,2022-09-06,2022,9,180000
Ranch,2,2,865,2022-09-28,2022,9,235000
Dplx Bungalow,4,2,1918,2022-04-26,2022,4,93500
Res O/S 2sty +,5,2,2317,2022-06-23,2022,6,452000
Res O/S 2sty +,4,2,2828,2022-09-02,2022,9,495000
Dplx Bungalow,4,2,2269,2022-04-01,2022,4,270000
Dplx Bungalow,4,2,2174,2022-07-19,2022,7,210000
Duplex O/S,3,2,1314,2022-06-29,2022,6,189000
Dplx Bungalow,4,2,2029,2022-04-14,2022,4,260000
Cape Cod,4,2,2024,2022-01-12,2022,1,251000
Ranch,4,2,729,2022-08-31,2022,8,160000
Dplx Bungalow,4,3,1948,2022-12-02,2022,12,235000
Milwaukee Bungalow,4,1,1169,2022-10-11,2022,10,150100
Dplx Bungalow,5,3,2258,2022-09-14,2022,9,295000
Milwaukee Bungalow,4,1,1004,2022-01-28,2022,1,190000
Dplx Bungalow,4,2,2255,2022-08-31,2022,8,293000
Ranch,2,1,711,2022-09-09,2022,9,171000
Ranch,2,1,711,2022-06-17,2022,6,170000
Cape Cod,3,1,1198,2022-08-12,2022,8,220000
Dplx Bungalow,5,2,1990,2022-06-29,2022,6,240000
Ranch,2,1,762,2022-05-26,2022,5,210000
Ranch,4,1,766,2022-01-12,2022,1,137500
Ranch,2,1,768,2022-08-30,2022,8,163000
Milwaukee Bungalow,3,2,1239,2022-02-03,2022,2,200000
Duplex N/S,3,2,1614,2022-05-03,2022,5,215000
Colonial,3,2,1248,2022-11-18,2022,11,220000
Ranch,3,1,930,2022-08-24,2022,8,165000
Ranch,2,1,672,2021-10-21,2021,10,70000
Ranch,2,1,672,2021-03-12,2021,3,68500
Duplex N/S,4,2,1872,2021-03-16,2021,3,85000
Duplex N/S,4,2,1536,2021-03-04,2021,3,80000
Cape Cod,3,2,1102,2021-08-02,2021,8,158300
Cape Cod,3,1,998,2021-05-25,2021,5,150000
Milwaukee Bungalow,4,2,1278,2021-02-19,2021,2,150000
Ranch,3,2,1082,2021-02-10,2021,2,163000
Dplx Bungalow,5,3,2566,2021-03-19,2021,3,60000
Residence O/S 2sty+,5,4,2608,2021-07-29,2021,7,520000
Residence O/S 2sty+,4,2,2251,2021-07-23,2021,7,450000
Milwaukee Bungalow,3,2,1650,2021-05-28,2021,5,442500
Residence O/S 2sty+,4,3,2748,2021-01-22,2021,1,440000
Residence O/S 2sty+,4,2,2168,2021-03-26,2021,3,355000
Cape Cod,3,2,1135,2021-04-07,2021,4,185000
Cape Cod,4,1,1133,2021-01-29,2021,1,165000
Ranch,2,1,729,2021-07-14,2021,7,110000
Milwaukee Bungalow,3,1,1142,2021-01-15,2021,1,130000
Dplx Bungalow,5,2,2039,2021-04-27,2021,4,206000
Milwaukee Bungalow,3,1,1465,2021-06-23,2021,6,201100
Dplx Bungalow,5,2,2282,2021-05-06,2021,5,215000
Milwaukee Bungalow,3,4,2786,2021-09-29,2021,9,195000
Milwaukee Bungalow,3,4,2786,2021-09-29,2021,9,195000
Res O/S A & 1/2,3,3,2786,2021-09-29,2021,9,195000
Res O/S A & 1/2,3,3,2786,2021-09-29,2021,9,195000
Milwaukee Bungalow,3,4,2786,2021-09-29,2021,9,195000
Milwaukee Bungalow,3,4,2786,2021-09-29,2021,9,195000
Res O/S A & 1/2,3,3,2786,2021-09-29,2021,9,195000
Res O/S A & 1/2,3,3,2786,2021-09-29,2021,9,195000
Triplex,4,3,2773,2021-01-13,2021,1,248000
Milwaukee Bungalow,3,2,1251,2021-08-26,2021,8,180000
Res O/S A & 1/2,2,1,1556,2021-09-08,2021,9,200000
Dplx Bungalow,4,2,1721,2021-04-05,2021,4,172000
Milwaukee Bungalow,3,2,1647,2021-09-14,2021,9,210000
Milwaukee Bungalow,3,3,1069,2021-05-01,2021,5,188000
Dplx Bungalow,4,3,1905,2021-01-15,2021,1,160000
Milwaukee Bungalow,3,2,1455,2021-10-22,2021,10,200000
Duplex O/S,4,2,1716,2021-08-19,2021,8,275000
Ranch,2,1,866,2021-12-10,2021,12,166000
Cape Cod,4,2,1479,2021-07-22,2021,7,290000
Cape Cod,4,1,1180,2021-10-29,2021,10,169900
Duplex N/S,3,2,2100,2021-04-30,2021,4,210000
Cape Cod,2,2,1122,2021-09-10,2021,9,179900
Cape Cod,2,2,1148,2021-08-25,2021,8,201500
Res O/S A & 1/2,3,2,1392,2021-06-25,2021,6,245000
Milwaukee Bungalow,4,1,1246,2020-09-14,2020,9,60000
Cape Cod,3,2,1402,2020-02-14,2020,2,118000
Dplx Bungalow,4,2,2269,2020-10-15,2020,10,235000
Milwaukee Bungalow,3,2,1539,2020-07-13,2020,7,249900
Milwaukee Bungalow,4,2,1722,2020-10-05,2020,10,285000
Dplx Bungalow,4,2,2291,2020-06-17,2020,6,175790
Multiple Residential Bldgs,4,3,2422,2020-09-18,2020,9,230000
Milwaukee Bungalow,3,1,1221,2020-12-18,2020,12,167000
Duplex N/S,3,2,1933,2020-12-16,2020,12,168000
Milwaukee Bungalow,3,3,1607,2020-09-08,2020,9,170000
Milwaukee Bungalow,4,2,1673,2020-09-29,2020,9,200000
Dplx Bungalow,3,2,1819,2020-11-16,2020,11,175000
Dplx Bungalow,3,3,2259,2020-12-28,2020,12,200000
Res O/S A & 1/2,4,2,1990,2020-07-22,2020,7,240000
Dplx Bungalow,4,2,2042,2020-08-17,2020,8,195000
Dplx Bungalow,4,2,2162,2020-05-11,2020,5,179000
Dplx Bungalow,5,2,1963,2020-04-17,2020,4,173900
Res O/S A & 1/2,3,1,1240,2020-04-17,2020,4,167900
Milwaukee Bungalow,3,1,1541,2020-12-04,2020,12,150000
Ranch,2,1,890,2020-09-14,2020,9,130000
Cape Cod,3,1,878,2020-03-03,2020,3,128000
Dplx Bungalow,4,3,2033,2020-03-30,2020,3,187000
Cape Cod,3,3,1405,2020-12-30,2020,12,190000
Cape Cod,3,2,1054,2020-12-02,2020,12,168750
Ranch,2,1,698,2020-11-27,2020,11,158000
Milwaukee Bungalow,4,1,1272,2020-10-30,2020,10,140000
Milwaukee Bungalow,3,2,1178,2020-11-16,2020,11,149900
Cape Cod,4,2,1616,2019-03-21,2019,3,145900
Cape Cod,2,2,1122,2019-07-12,2019,7,144500
Cape Cod,2,2,1148,2019-08-15,2019,8,145000
Ranch,2,1,784,2013-01-01,2013,1,107500
Milwaukee Bungalow,3,2,1144,2013-03-01,2013,3,130000
Milwaukee Bungalow,3,2,1244,2013-04-01,2013,4,105000
Cape Cod,3,1,998,2013-06-01,2013,6,99900
Cape Cod,2,1,854,2013-06-01,2013,6,101500
Milwaukee Bungalow,3,1,1229,2013-06-01,2013,6,112000
Residence O/S,2,1,812,2013-07-01,2013,7,65000
Ranch,2,1,719,2013-07-01,2013,7,75000
Duplex N/S,4,2,1688,2013-08-01,2013,8,113000
Milwaukee Bungalow,2,1,1004,2013-08-01,2013,8,110000
Cape Cod,3,1,953,2013-09-01,2013,9,37000
Cape Cod,4,2,1300,2013-09-01,2013,9,51000
Residence O/S,4,1,1266,2013-10-01,2013,10,57500
Milwaukee Bungalow,4,1,1888,2013-11-01,2013,11,133900
Cape Cod,3,2,1300,2013-12-01,2013,12,112000
Cape Cod,2,2,1651,2014-01-01,2014,1,132000
Cape Cod,3,1,953,2014-01-01,2014,1,108700
Milwaukee Bungalow,3,2,1650,2014-03-01,2014,3,237000
Residence O/S,3,3,2467,2014-03-01,2014,3,375000
Residence O/S,4,3,2932,2014-04-01,2014,4,392500
Dplx Bungalow,4,2,1721,2014-04-01,2014,4,105900
Milwaukee Bungalow,3,2,1178,2014-04-01,2014,4,110000
Cape Cod,4,2,1203,2014-05-01,2014,5,120000
Ranch,3,2,1350,2014-05-01,2014,5,165900
Milwaukee Bungalow,3,1,1343,2014-06-01,2014,6,107000
Cape Cod,3,2,1315,2014-07-01,2014,7,119900
Dplx Bungalow,5,2,2272,2014-08-01,2014,8,110000
Cape Cod,3,1,1173,2014-09-01,2014,9,96000
Milwaukee Bungalow,3,2,1251,2014-09-01,2014,9,85000
Dplx Bungalow,4,2,2269,2014-10-01,2014,10,157500
Cape Cod,3,2,1054,2014-10-01,2014,10,122750
Dplx Bungalow,4,2,2097,2014-10-01,2014,10,129900
Dplx Bungalow,4,2,1869,2014-10-01,2014,10,119100
Residence O/S,2,2,1366,2014-10-01,2014,10,135000
Milwaukee Bungalow,3,1,1428,2014-11-01,2014,11,98500
Cape Cod,3,1,1057,2014-12-01,2014,12,115000
Ranch,2,1,826,2014-12-01,2014,12,75000
Dplx Bungalow,3,3,1665,2014-12-01,2014,12,112000
Dplx Bungalow,4,2,1887,2015-01-01,2015,1,105000
Ranch,2,1,672,2015-02-01,2015,2,12000
Ranch,2,1,672,2015-02-01,2015,2,25500
Milwaukee Bungalow,4,2,1673,2015-02-01,2015,2,121000
Milwaukee Bungalow,3,2,1224,2015-02-01,2015,2,97000
Cape Cod,4,2,1796,2015-03-01,2015,3,115500
Dplx Bungalow,4,2,1790,2015-03-01,2015,3,155000
Cape Cod,3,1,878,2015-06-01,2015,6,60000
Residence O/S,4,4,2590,2015-06-01,2015,6,370000
Cape Cod,3,2,1402,2015-06-01,2015,6,83900
Cape Cod,4,2,1354,2015-06-01,2015,6,164500
